原点(緯度),原点(経度),kW単価(φ800mm)_Dg1,kW単価(φ800mm)_Dg2,kW単価(φ800mm)_Dg3,kW単価(φ800mm)_Dg4
34.74276083,135.5534396,86.70599673,0,0,0
34.74277082,135.5561705,81.80603459,0,0,0
34.74278075,135.5589013,75.05956161,0,0,0
34.74024962,135.4879141,167.0281453,25.34812112,1201.119441,1582.905277
34.74026104,135.4906448,172.7222867,52.08911353,1244.132126,1581.432744
34.7402724,135.4933755,167.0281453,58.83944857,1285.728211,2055.619939
34.74028369,135.4961063,167.0281453,90.39562406,1632.023671,0
34.74029492,135.498837,165.0332381,240.7528154,4346.607456,0
34.7403061,135.5015677,165.0332381,428.1413124,0,0
34.74031723,135.5042985,165.0332381,0,0,0
34.74032829,135.5070292,164.1421299,0,0,0
34.74033929,135.50976,180.5173542,0,0,0
34.74035024,135.5124907,205.9561142,0,0,0
34.74036114,135.5152214,258.0570667,0,0,0
34.74037198,135.5179522,241.2628766,0,0,0
34.74038276,135.5206829,217.4472278,0,0,0
34.74039348,135.5234136,178.1894634,0,0,0
34.74040413,135.5261443,191.1894494,0,0,0
34.74041472,135.5288751,167.2118947,0,0,0
34.74042524,135.5316058,117.6436627,0,0,0
34.74043569,135.5343365,106.5887884,0,0,0
34.74044609,135.5370673,103.8221395,0,0,0
34.74045643,135.539798,99.80013937,0,0,0
34.7404667,135.5425288,94.34861096,0,0,0
34.74047692,135.5452595,94.1732418,0,0,0
34.74048707,135.5479903,89.67292759,0,0,0
34.74049717,135.550721,88.21567746,0,0,0
34.74050722,135.5534518,87.85873541,0,0,0
34.7405172,135.5561826,86.95401159,0,0,0
34.74052713,135.5589133,82.42712162,0,0,0
34.737996,135.487928,168.3229372,25.41691613,1218.622402,1605.688094
34.73800742,135.4906586,163.4361422,52.08911353,1454.690645,1581.432744
34.73801878,135.4933893,163.4361422,58.83944857,1571.93352,2055.619939
34.73803007,135.49612,158.4938605,90.39562406,2119.542438,0
34.73804131,135.4988506,156.2133733,240.7528154,4517.375593,0
34.73805249,135.5015813,156.2133733,428.1413124,0,0
34.73806362,135.504312,155.7332093,0,0,0
34.73807469,135.5070426,150.3418519,0,0,0
34.7380857,135.5097733,190.7096766,0,0,0
34.73809665,135.512504,211.105017,0,0,0
34.73810755,135.5152346,206.5157775,0,0,0
34.73811839,135.5179653,161.3541531,0,0,0
34.73812917,135.5206959,118.4689106,0,0,0
34.73813989,135.5234266,138.4295194,0,0,0
34.73815055,135.5261573,156.3740867,0,0,0
34.73816112,135.5288879,139.9591273,0,0,0
34.73817164,135.5316186,105.7728687,0,0,0
34.7381821,135.5343492,101.2628996,0,0,0
34.73819249,135.5370799,97.55815935,0,0,0
34.73820283,135.5398106,94.1732418,0,0,0
34.7382131,135.5425413,92.28634624,0,0,0
34.73822331,135.5452719,90.52746412,0,0,0
34.73823346,135.5480026,89.93823211,0,0,0
34.73824355,135.5507333,89.93823211,0,0,0
34.73825359,135.553464,91.34351699,0,0,0
34.73826357,135.5561947,94.29008205,0,0,0
34.73827349,135.5589254,96.13890719,0,0,0
34.73828334,135.5616561,93.70876218,0,0,0
34.73573091,135.4852113,165.3923964,24.24788853,1214.716516,1552.484412
34.73574238,135.4879419,165.7531213,25.41691613,1257.429491,1605.688094
34.7357538,135.4906725,154.7816825,27.22384374,1321.787018,1597.238445
34.73576516,135.4934031,151.3900521,51.11964138,1396.283715,1645.995409
34.73577646,135.4961337,146.2902909,66.94962568,1746.441973,1950.062375
34.7357877,135.4988642,144.2083608,134.9220916,2969.041919,0
34.73579888,135.5015948,144.2083608,0,0,0
34.73581002,135.5043254,143.7990655,0,0,0
34.73582109,135.507056,139.1901211,0,0,0
34.7358321,135.5097866,153.2213833,0,0,0
34.73584306,135.5125172,134.0349314,0,0,0
34.73585396,135.5152478,122.7751311,0,0,0
34.7358648,135.5179784,112.0085573,0,0,0
34.73587559,135.520709,108.3361456,0,0,0
34.73588631,135.5234396,114.8003114,0,0,0
34.73589696,135.5261702,112.5060046,0,0,0
34.73590753,135.5289007,118.2845232,0,0,0
34.73591805,135.5316313,98.12499178,0,0,0
34.7359285,135.5343619,94.70131605,0,0,0
34.7359389,135.5370925,92.28634624,0,0,0
34.73594922,135.5398231,92.28634624,0,0,0
34.73595949,135.5425538,90.74364911,0,0,0
34.7359697,135.5452844,89.93823211,0,0,0
34.73597984,135.548015,90.85212927,0,0,0
34.73598993,135.5507456,93.88240412,0,0,0
34.73599996,135.5534762,98.12499178,0,0,0
34.73600993,135.5562068,110.6227163,0,0,0
34.73601984,135.5589375,121.9868477,0,0,0
34.73602969,135.5616681,129.2479696,0,0,0
34.73345417,135.4797643,157.3453543,23.19719687,1178.821338,1445.721842
34.73346576,135.4824948,147.9996225,23.39456154,1158.04035,1484.699491
34.73347729,135.4852253,154.3102663,24.68560191,1229.8037,1532.651568
34.73348876,135.4879558,151.6922278,25.800427,1266.46058,1555.799304
34.73350018,135.4906863,146.5724323,28.34755405,1349.639588,1560.37283
34.73351154,135.4934168,141.7869517,29.39540411,1378.779028,1594.468519
34.73352284,135.4961473,134.6285317,67.42112314,1746.524526,1465.26076
34.73353408,135.4988779,132.8632974,123.6776134,2828.582175,1603.241295
34.73354527,135.5016084,134.8674466,401.5423301,0,5404.956647
34.73355641,135.5043389,130.8051741,0,0,0
34.73356749,135.5070694,127.0866323,0,0,0
34.73357851,135.5097999,118.2845232,0,0,0
34.73358947,135.5125305,105.6993131,0,0,0
34.73360037,135.515261,101.3980068,0,0,0
34.73361122,135.5179915,99.21384613,0,0,0
34.733622,135.520722,96.62785268,0,0,0
34.73363272,135.5234525,95.8358211,0,0,0
34.73364337,135.5261831,97.37066769,0,0,0
34.73365394,135.5289136,95.23534603,0,0,0
34.73366445,135.5316441,92.85009912,0,0,0
34.73367491,135.5343746,92.28634624,0,0,0
34.73368529,135.5371052,91.34351699,0,0,0
34.73369562,135.5398357,89.93823211,0,0,0
34.73370588,135.5425662,88.11339841,0,0,0
34.73371608,135.5452968,92.11855289,0,0,0
34.73372622,135.5480273,97.99846052,0,0,0
34.73373631,135.5507579,105.2601193,0,0,0
34.73374633,135.5534884,117.7347887,411.3720077,0,0
34.73375629,135.556219,150.1932928,411.87614,0,0
34.7337662,135.5589495,175.7174708,394.4729228,0,0
34.73377604,135.5616801,213.1775768,434.7877494,0,0
34.73109358,135.4552046,87.65606244,20.47328867,1103.65797,1450.771832
34.73110569,135.457935,87.65606244,20.64508732,1107.218918,1447.590908
34.7311889,135.477048,154.3102663,22.21110416,1143.600791,1450.260546
34.73120055,135.4797785,164.1421299,23.03359649,1147.786616,1451.644614
34.73121214,135.4825089,139.9591273,24.08232593,1207.269962,1499.739107
34.73122367,135.4852393,139.573565,25.07349098,1240.666471,1524.300234
34.73123514,135.4879697,137.8020057,26.30089885,1285.347209,1538.611001
34.73124656,135.4907002,133.916839,28.10252879,1343.351521,1534.95277
34.73125792,135.4934306,129.9107797,28.77124654,1365.130424,1540.471163
34.73126922,135.496161,126.1374376,63.91002754,1662.150909,1395.558033
34.73128046,135.4988915,122.8743834,118.0269327,2736.198589,1313.25696
34.73129165,135.5016219,119.4934059,441.0642129,0,2481.498193
34.7313028,135.5043524,116.2935059,0,0,0
34.73131389,135.5070828,113.3449756,0,0,0
34.73132491,135.5098133,108.1049874,0,0,0
34.73133587,135.5125437,96.26067908,0,0,0
34.73134678,135.5152742,94.46588705,0,0,0
34.73135763,135.5180046,94.46588705,0,0,0
34.73136841,135.5207351,91.01533668,0,0,0
34.73137914,135.5234655,89.77886135,0,0,0
34.73138979,135.526196,90.63542771,0,0,0
34.73140035,135.5289264,91.8402491,0,0,0
34.73141086,135.5316569,89.93823211,0,0,0
34.73142131,135.5343873,89.93823211,0,0,0
34.73143169,135.5371178,89.93823211,0,0,0
34.73144201,135.5398483,89.14698666,0,0,0
34.73145227,135.5425787,92.28634624,0,0,0
34.73146246,135.5453092,100.4597569,0,0,0
34.7314726,135.5480397,110.6227163,428.1413124,0,0
34.73148267,135.5507701,130.6927019,340.1730063,6141.562762,0
34.73149269,135.5535006,172.3306261,291.2399742,5258.114392,0
34.73150265,135.5562311,251.6483647,372.1937212,0,0
34.72881555,135.4497587,87.65606244,,,
34.72882779,135.4524891,87.65606244,19.98718657,1062.730578,1441.821835
34.72883997,135.4552194,87.65606244,20.07710905,1072.460533,1443.149578
34.72885209,135.4579498,87.65606244,20.25121986,1080.283423,1440.711939
34.72886415,135.4606801,88.57553162,20.47220372,1088.546494,1417.505241
34.72887615,135.4634105,90.31230675,20.62367307,1096.515394,1410.306726
34.72892358,135.4743319,120.535775,21.84533913,1136.760667,1438.326522
34.72893528,135.4770623,131.711969,22.3229389,1141.608243,1447.126476
34.72894693,135.4797926,137.8020057,22.83938151,1147.15608,1456.486204
34.72895852,135.482523,127.7274053,24.55990822,1223.98446,1476.557327
34.72897005,135.4852533,124.0780508,25.85621757,1264.172862,1492.652249
34.72898152,135.4879837,122.8743834,26.47211936,1284.925805,1509.236503
34.72899294,135.490714,121.4022462,27.06201021,1307.645601,1488.991465
34.7290043,135.4934444,118.6538737,27.48924982,1320.633263,1483.646515
34.7290156,135.4961747,118.6538737,63.18660867,1661.285105,1281.321903
34.72902684,135.4989051,116.8298326,121.0150055,2794.787092,1162.78122
34.72903804,135.5016355,113.7691709,0,0,2056.88628
34.72904919,135.5043658,110.8647792,0,0,0
34.72906028,135.5070962,107.1145964,0,0,0
34.72907131,135.5098266,99.80013937,0,0,0
34.72908228,135.512557,90.90646666,0,0,0
34.72909319,135.5152873,88.67888697,0,0,0
34.72910404,135.5180177,89.46180828,0,0,0
34.72911483,135.5207481,88.31819423,0,0,0
34.72912556,135.5234785,89.40918368,0,0,0
34.7291362,135.5262089,89.93823211,0,0,0
34.72914677,135.5289392,89.30412001,0,0,0
34.72915727,135.5316696,89.30412001,0,0,0
34.72916771,135.5344,89.30412001,0,0,0
34.72917809,135.5371304,89.93823211,0,0,0
34.7291884,135.5398608,90.68950612,0,0,0
34.72919865,135.5425912,97.62081713,0,0,0
34.72920884,135.5453216,107.1145964,399.6324973,0,0
34.72921897,135.548052,131.9406356,346.1286614,6249.087547,0
34.72922904,135.5507824,182.0306734,416.9862658,0,0
34.72923905,135.5535128,284.635978,402.9867269,0,0
34.72924901,135.5562432,0,446.9294285,0,0
34.72656194,135.4497737,87.65606244,22.14376243,1109.738447,1489.789138
34.72657419,135.452504,87.65606244,22.32721016,1147.550344,1452.826904
34.72658637,135.4552343,87.65606244,21.67500766,1125.988044,1449.107779
34.72659848,135.4579645,87.65606244,21.7868035,1129.406291,1441.12545
34.72661054,135.4606948,87.65606244,21.88827284,1134.73608,1424.624187
34.72662254,135.4634251,89.7258632,21.39144231,1112.608855,1420.367497
34.72663449,135.4661554,91.2338609,21.30657135,1113.215951,1416.004687
34.72664637,135.4688856,94.46588705,21.51354775,1120.088697,1413.87787
34.7266582,135.4716159,99.99711333,21.68123537,1124.720166,1422.991329
34.72666996,135.4743462,107.4173938,21.91132261,1135.130938,1428.534364
34.72668167,135.4770765,112.4227901,22.22853465,1139.330687,1437.443167
34.72669332,135.4798068,113.4295614,22.63949841,1137.560184,1444.176158
34.7267049,135.482537,112.8400982,24.46392568,1221.654402,1451.284265
34.72671643,135.4852673,111.5973658,25.56373299,1255.922453,1459.351868
34.7267279,135.4879976,110.6227163,25.90819467,1262.184808,1464.143498
34.72673932,135.4907279,108.1049874,26.37994374,1280.649746,1449.996226
34.72675068,135.4934581,108.1049874,26.87952094,1298.234979,1436.939711
34.72676198,135.4961884,107.6456178,62.01537829,1651.200795,1187.557091
34.72677322,135.4989187,105.0418882,121.0353527,2812.2336,959.9510285
34.72678442,135.501649,104.0353267,380.19336,0,1558.903286
34.72679558,135.5043793,101.1281519,0,0,0
34.72680667,135.5071096,95.53464001,0,0,0
34.72681771,135.5098399,93.59335731,0,0,0
34.72682868,135.5125702,87.55507619,0,0,0
34.7268396,135.5153005,85.92177064,0,0,0
34.72685045,135.5180308,89.46180828,0,0,0
34.72686125,135.5207611,89.51449485,0,0,0
34.72687198,135.5234914,88.83437304,0,0,0
34.72688262,135.5262217,88.11339841,0,0,0
34.72689318,135.5289521,88.73065515,0,0,0
34.72690367,135.5316824,87.85873541,0,0,0
34.72691411,135.5344127,89.25168072,0,0,0
34.72692448,135.537143,89.93823211,0,0,0
34.72693479,135.5398734,90.68950612,0,0,0
34.72694503,135.5426037,103.4687626,356.4060766,6434.638397,0
34.72695521,135.545334,126.3471424,0,0,0
34.72696533,135.5480643,177.9808106,387.2015326,0,0
34.7269754,135.5507947,303.9912245,230.8316829,4167.489017,0
34.72698541,135.553525,0,298.4821761,5388.866793,0
34.72699536,135.5562553,0,0,0,0
34.72430834,135.4497887,87.65606244,23.18842436,1178.914737,1489.653667
34.72432058,135.4525189,87.65606244,22.84568495,1167.374819,1451.142089
34.72433276,135.4552491,87.65606244,22.70468446,1163.5464,1442.618478
34.72434488,135.4579793,87.65606244,22.35293005,1156.076166,1428.402004
34.72435694,135.4607095,88.57553162,22.31658087,1153.820779,1411.633476
34.72436894,135.4634397,89.93823211,22.17357592,1146.947705,1404.485382
34.72438088,135.4661699,89.99148151,21.86319318,1134.697115,1402.076507
34.72439276,135.4689001,91.8402491,21.9633999,1140.316236,1398.578603
34.72440458,135.4716303,95.47463082,22.01240779,1139.743613,1404.531161
34.72441635,135.4743605,98.44275406,22.06761492,1141.77359,1412.11537
34.72442805,135.4770907,100.0629442,22.11731042,1136.865106,1417.396418
34.7244397,135.4798209,102.1475889,22.52323925,1134.636833,1422.142757
34.72445129,135.4825511,102.010478,24.10924574,1204.769104,1428.328878
34.72446281,135.4852813,102.010478,25.06236127,1236.080675,1439.328653
34.72447428,135.4880115,101.2628996,25.68275354,1257.363263,1435.565305
34.7244857,135.4907417,101.1281519,26.07676657,1270.634069,1419.261116
34.72449706,135.4934719,99.53871137,26.46781043,1284.863186,1407.673574
34.72450835,135.4962021,107.6456178,58.85754803,1598.878259,1168.310136
34.72451959,135.4989323,105.0418882,89.40555027,2307.255926,956.7167824
34.7245308,135.5016625,104.0353267,136.3961096,3154.323614,921.8365659
34.72454196,135.5043928,101.1281519,207.0727642,4499.66866,0
34.72455306,135.507123,95.53464001,377.6302587,0,0
34.7245641,135.5098532,93.59335731,0,0,0
34.72457508,135.5125835,87.55507619,0,0,0
34.724586,135.5153137,85.92177064,0,0,0
34.72459686,135.5180439,89.46180828,0,0,0
34.72460766,135.5207742,89.51449485,0,0,0
34.7246184,135.5235044,88.83437304,0,0,0
34.72462904,135.5262346,88.11339841,0,0,0
34.72463959,135.5289649,88.73065515,0,0,0
34.72465008,135.5316952,87.85873541,0,0,0
34.7246605,135.5344254,89.25168072,0,0,0
34.72467086,135.5371557,89.93823211,0,0,0
34.72468117,135.5398859,90.68950612,0,0,0
34.7246914,135.5426162,103.4687626,419.0659978,0,0
34.72470158,135.5453464,126.3471424,285.7916074,5159.748307,0
34.7247117,135.5480767,177.9808106,207.0800556,3738.671601,0
34.72472176,135.5508069,303.9912245,245.860227,4438.817856,0
34.72473176,135.5535372,0,245.860227,4438.817856,0
34.72474171,135.5562674,0,441.643798,0,0
34.72205473,135.4498037,87.65606244,23.47093846,1203.625309,1482.069487
34.72206698,135.4525338,87.65606244,22.86000874,1172.201027,1500.052938
34.72207916,135.4552639,87.65606244,22.19107787,1150.455199,1481.944021
34.72209128,135.457994,87.65606244,21.97026131,1143.51331,1475.874118
34.72210334,135.4607241,88.57553162,21.66744187,1135.340085,1459.988709
34.72211534,135.4634543,89.93823211,21.78251971,1139.877001,1454.746419
34.72212728,135.4661844,89.99148151,21.61041353,1132.867072,1450.380159
34.72213916,135.4689145,91.8402491,22.02497046,1144.771698,1397.388348
34.72215097,135.4716447,95.47463082,21.91812588,1132.497647,1396.71238
34.72216273,135.4743748,98.44275406,21.8220538,1131.689585,1402.759657
34.72217444,135.4771049,100.0629442,22.00618251,1133.71036,1406.030819
34.72218608,135.479835,102.1475889,22.6333508,1136.058783,1415.752166
34.72219767,135.4825652,102.010478,24.16672988,1212.115648,1420.740132
34.72220919,135.4852953,102.010478,24.82826474,1233.53701,1415.881813
34.72222066,135.4880254,101.2628996,25.33278279,1244.997312,1420.567971
34.72223208,135.4907556,101.1281519,25.7783922,1263.08498,1410.734585
34.72224343,135.4934857,99.53871137,26.12018183,1271.974705,1403.25888
34.72225473,135.4962158,96.38275984,29.73576543,1461.390422,1259.672252
34.72226596,135.4989459,94.64234886,61.75092721,1629.882305,1153.63363
34.72227717,135.5016761,93.94042785,75.24446901,1870.710139,1152.340522
34.72228834,135.5044062,91.78479001,102.6485,2401.87979,2638.91326
34.72229944,135.5071364,90.63542771,254.7487741,4531.638543,0
34.72231049,135.5098666,88.93833368,0,0,0
34.72232148,135.5125967,85.58311501,0,0,0
34.72233241,135.5153269,85.92177064,0,0,0
34.72234327,135.518057,88.16450827,0,0,0
34.72235408,135.5207872,86.85463558,0,0,0
34.72236483,135.5235174,86.21418733,0,0,0
34.72237547,135.5262475,86.85463558,0,0,0
34.722386,135.5289777,88.11339841,0,0,0
34.72239647,135.5317079,87.65606244,0,0,0
34.72240689,135.5344381,88.36954201,0,0,0
34.72241724,135.5371683,88.83437304,0,0,0
34.72242753,135.5398985,91.50849625,0,0,0
34.72243777,135.5426286,113.2605158,0,0,0
34.72244794,135.5453588,150.7892979,295.0754436,5327.36085,0
34.72245805,135.548089,242.8044924,260.5356049,4703.770549,0
34.72246811,135.5508192,0,294.3002892,5313.366032,0
34.72247811,135.5535494,0,280.3093664,5060.770649,0
34.72248805,135.5562795,0,415.4399632,0,0
34.72250775,135.5617399,0,0,0,0
34.71981337,135.4525487,87.65606244,23.64964605,1186.723589,1564.185896
34.71982555,135.4552787,87.65606244,23.08716509,1170.323142,1548.630815
34.71983767,135.4580088,87.65606244,22.28918069,1145.52965,1534.728387
34.71984973,135.4607388,87.90955018,22.04936821,1140.966549,1530.010934
34.71986173,135.4634689,88.16450827,22.09469065,1142.532555,1527.443978
34.71987367,135.4661989,89.99148151,22.44037573,1152.095778,1527.570092
34.71988555,135.468929,91.8402491,22.44325561,1155.943732,1507.532931
34.71989736,135.471659,93.82445201,22.12418877,1148.155073,1461.153311
34.71990912,135.4743891,95.05666808,21.75660786,1136.411408,1456.079825
34.71992082,135.4771191,95.35483831,22.02518997,1134.797541,1458.969041
34.71993247,135.4798492,95.35483831,22.97993166,1149.88816,1463.520985
34.71994405,135.4825792,96.26067908,24.03039557,1208.228571,1460.146573
34.71995558,135.4853093,95.35483831,24.3625729,1216.96572,1458.145359
34.71996704,135.4880393,95.35483831,25.03894162,1238.964097,1450.887786
34.71997845,135.4907694,95.17571213,25.35981811,1248.689926,1444.789422
34.71998981,135.4934994,93.13456634,25.82187257,1263.907875,1438.288454
34.72000109,135.4962295,90.9608691,27.88185974,1316.554929,1352.24776
34.72001233,135.4989595,88.52394424,30.85646458,1344.356668,1309.026641
34.72002354,135.5016896,86.01902222,65.97687637,1563.081634,1317.990616
34.72003471,135.5044197,86.62104337,102.4281275,2360.150471,1965.37019
34.72004582,135.5071498,87.65606244,256.1982491,4359.097707,0
34.72005688,135.5098799,86.21418733,0,0,0
34.72006787,135.51261,85.74755386,0,0,0
34.72007881,135.5153401,84.88396423,0,0,0
34.72008968,135.5180702,88.19555893,0,0,0
34.7201005,135.5208002,86.57973121,0,0,0
34.72011125,135.5235303,85.53495344,0,0,0
34.72012189,135.5262604,86.16531307,0,0,0
34.72013241,135.5289906,87.65606244,0,0,0
34.72014287,135.5317207,87.65606244,0,0,0
34.72015327,135.5344508,87.65606244,0,0,0
34.72016361,135.5371809,89.77886135,0,0,0
34.7201739,135.539911,95.8358211,0,0,0
34.72018413,135.5426411,122.8743834,0,0,0
34.7201943,135.5453712,154.3102663,416.4695542,0,0
34.72020441,135.5481013,259.3781779,418.5441224,0,0
34.72021446,135.5508315,0,0,0,0
34.72022446,135.5535616,0,397.2706031,0,0
34.72023439,135.5562917,0,0,0,0
34.72024427,135.5590218,0,0,0,0
34.72025409,135.5617519,0,0,0,0
34.72026384,135.564482,,0,0,0
34.72027354,135.5672121,,0,0,0
34.71755977,135.4525636,87.65606244,23.96702804,1192.576019,1559.463051
34.71757195,135.4552935,87.65606244,24.27858116,1203.404944,1563.728043
34.71758407,135.4580235,87.65606244,23.46152022,1180.306344,1541.053147
34.71759613,135.4607535,88.57553162,23.35356298,1179.552261,1535.104413
34.71760813,135.4634835,89.19930297,23.32841022,1176.734883,1532.972719
34.71762006,135.4662134,87.70664297,23.38073795,1174.049199,1533.790893
34.71763194,135.4689434,89.51449485,23.79466401,1193.659706,1533.859695
34.71764375,135.4716734,89.67292759,23.96402309,1197.091145,1528.15333
34.71765551,135.4744034,90.68950612,23.8114924,1198.119645,1516.713435
34.71766721,135.4771334,92.06275728,23.52194612,1178.844467,1506.595051
34.71767885,135.4798633,92.06275728,23.67661763,1156.658709,1507.406343
34.71769044,135.4825933,90.74364911,23.98587893,1181.388689,1497.521828
34.71770196,135.4853233,89.67292759,24.11190121,1185.990534,1490.06776
34.71771343,135.4880533,89.67292759,24.75447599,1207.755166,1480.025049
34.71772483,135.4907832,89.35662097,25.32388124,1228.304917,1475.719172
34.71773618,135.4935132,87.55507619,25.97530782,1252.81848,1468.518819
34.71774746,135.4962432,86.62104337,27.98368298,1330.459193,1382.046797
34.7177587,135.4989732,86.68744234,30.73845258,1415.55048,1347.925572
34.7177699,135.5017032,85.33616422,64.71676758,1633.359983,1390.364752
34.71778109,135.5044332,82.48246917,99.43743236,2319.846578,2293.412045
34.71779221,135.5071632,86.50818309,250.835021,4327.782409,0
34.71780326,135.5098932,86.21180124,0,0,0
34.71781426,135.5126232,85.73501972,0,0,0
34.71782521,135.5153533,87.57219871,0,0,0
34.71783609,135.5180833,92.73331912,0,0,0
34.71784692,135.5208133,88.59444228,0,0,0
34.71785768,135.5235433,83.13896679,0,0,0
34.71786831,135.5262733,84.16146858,0,0,0
34.71787882,135.5290034,86.8050327,0,0,0
34.71788927,135.5317334,85.15160351,0,0,0
34.71789965,135.5344635,88.21567746,0,0,0
34.71790998,135.5371936,93.70876218,0,0,0
34.71792026,135.5399236,100.6593459,0,0,0
34.71793049,135.5426536,119.5874211,394.9364633,0,0
34.71794065,135.5453837,120.1546342,298.7474936,5393.656897,0
34.71795076,135.5481137,214.3802712,343.6512579,6204.359927,0
34.71796081,135.5508437,0,0,0,0
34.7179708,135.5535737,0,0,0,0
34.71798074,135.5563038,0,0,0,0
34.71799061,135.5590338,0,0,0,0
34.71800042,135.5617638,0,0,0,0
34.71801018,135.5644939,0,0,0,0
34.71801987,135.5672239,0,0,0,0
