原点(緯度),原点(経度),kW単価(φ300mm)_Dg1,kW単価(φ300mm)_Dg2,kW単価(φ300mm)_Dg3,kW単価(φ300mm)_Dg4
34.69962671,135.4745176,94.01353244,41.76781147,1987.734566,2309.184954
34.6996384,135.477247,90.80116628,41.10966836,1969.497387,2292.304039
34.69965004,135.4799765,88.43773977,40.66639869,1946.085164,2279.240948
34.69966162,135.4827059,83.99695272,41.50231718,1983.156876,2323.734632
34.69967314,135.4854353,84.04071862,42.0710959,2001.807143,2303.442014
34.69968461,135.4881647,86.53467478,42.97435365,2030.250622,2282.438437
34.69969602,135.4908941,85.01058481,43.96270773,2063.015632,2264.787158
34.69970738,135.4936235,84.07168721,44.82966165,2090.883801,2263.477205
34.69971867,135.4963529,83.46164771,47.98333845,2203.334267,2217.656338
34.69972991,135.4990823,83.18336374,49.84333898,2257.648387,2160.12739
34.69974109,135.5018118,81.95786555,56.44854955,2511.092554,1987.972817
34.69975222,135.5045412,81.95454884,142.3091915,2674.944961,1689.759716
34.69976329,135.5072706,80.43586374,345.4383029,5931.630185,5235.982559
34.6997743,135.5100001,79.20813646,0,0,0
34.69978524,135.5127295,78.02126088,0,0,0
34.69979611,135.515459,76.2908091,0,0,0
34.69980692,135.5181884,70.4871879,0,0,0
34.69981766,135.5209179,70.75552558,0,0,0
34.69982834,135.5236473,73.56982809,0,0,0
34.69983893,135.5263768,79.37395294,0,0,0
34.69984944,135.5291063,112.1715032,0,0,0
34.69985988,135.5318358,203.7217797,0,0,0
34.69987026,135.5345652,514.3289775,0,0,0
34.69988059,135.5372947,0,0,0,0
34.69989088,135.5400241,0,0,0,0
34.69990112,135.5427535,0,0,0,0
34.69991131,135.5454829,0,0,0,0
34.69992143,135.5482123,0,0,0,0
34.69993148,135.5509417,0,0,0,0
34.69994147,135.5536711,0,0,0,0
34.6999514,135.5564005,0,0,0,0
34.69996127,135.5591299,0,0,0,0
34.69997108,135.5618593,0,0,0,0
34.69998082,135.5645888,0,0,0,0
34.69999051,135.5673182,,0,0,0
34.70000014,135.5700476,,0,0,0
34.7000097,135.5727771,,0,0,0
34.70001921,135.5755065,,531.6835443,9599.138661,0
34.70002866,135.5782359,,299.4250893,5405.890368,0
34.70003805,135.5809654,,421.2841373,7605.962029,0
34.70004738,135.5836948,,248.6402457,4655.633675,3289.995239
34.70005665,135.5864242,0,151.8186475,3311.438565,2774.668401
34.70006586,135.5891537,0,114.8217189,2734.604979,2783.842125
34.70007501,135.5918831,0,98.60570808,2401.270403,2792.342727
34.70008409,135.5946125,0,85.86305584,2345.67384,2749.286439
34.70009312,135.597342,0,44.51129872,2121.09729,2670.7678
34.69709984,135.414488,75.27563514,49.42764893,2225.229408,2740.517106
34.69711294,135.4172173,82.57405471,48.97014503,2214.165709,2726.02469
34.69712597,135.4199465,95.53966014,47.23530498,2164.397391,2686.934732
34.69713894,135.4226758,117.5157397,45.8166481,2116.999123,2663.887159
34.69715185,135.425405,125.0767306,45.49565735,2107.84071,2645.699602
34.69716469,135.4281342,129.6725404,45.32966135,2101.081251,2624.058036
34.69717746,135.4308635,129.0887586,45.37318475,2099.702938,2605.197361
34.69719017,135.4335927,129.0887586,45.18406118,2090.83501,2600.28884
34.69720282,135.436322,130.2616263,45.28956423,2095.18211,2591.594785
34.6972154,135.4390512,132.2899216,45.55771053,2103.889117,2585.782211
34.69722791,135.4417805,132.2899216,45.70056646,2108.760082,2581.396031
34.69724036,135.4445097,133.2157788,45.91594676,2114.167385,2575.421199
34.69725275,135.4472389,132.3469802,45.85649409,2121.76231,2563.201659
34.69726508,135.4499682,132.2899216,45.05034877,2099.155493,2544.943874
34.69727734,135.4526974,129.0887586,43.17662247,2024.795916,2477.609695
34.69728954,135.4554267,123.4611001,42.56328197,2008.928983,2455.843415
34.69730168,135.4581559,120.3158107,41.56725127,1985.048623,2413.137563
34.69731375,135.4608852,115.069804,41.64261487,1985.043118,2404.131384
34.69732575,135.4636145,109.2973897,41.81759667,1989.901114,2397.077784
34.69733768,135.4663439,101.4748704,41.57615244,1982.043325,2385.672561
34.69734955,135.4690732,96.58413644,41.41613494,1977.643566,2376.279864
34.69736136,135.4718026,89.57815452,41.3168471,1975.913385,2365.680043
34.69737311,135.4745319,84.70075998,40.95952438,1965.642136,2345.707686
34.69738481,135.4772612,82.84075024,40.60676122,1950.908533,2333.898631
34.69739645,135.4799906,81.18757043,40.90241199,1958.807677,2330.269606
34.69740802,135.4827199,82.4170379,41.39797976,1984.096155,2365.649838
34.69741954,135.4854493,82.75122708,41.85030512,1999.433776,2353.70493
34.69743101,135.4881786,81.82939559,43.05036496,2038.043589,2334.640834
34.69744242,135.490908,76.5204672,43.79366834,2062.430074,2310.06101
34.69745377,135.4936373,74.55840394,44.41814754,2080.729959,2303.761645
34.69746507,135.4963666,73.68008184,47.42140293,2188.259799,2257.921262
34.6974763,135.499096,72.54167652,49.27895008,2245.267104,2203.473493
34.69748748,135.5018253,71.68690319,55.47694035,2487.668076,2077.747938
34.69749861,135.5045547,72.36340804,138.094719,2624.003928,1940.876177
34.69750967,135.5072841,73.88470921,338.9344447,5809.49453,2247.120776
34.69752067,135.5100134,75.97530843,0,0,0
34.69753161,135.5127428,78.9739773,0,0,0
34.69754247,135.5154722,78.28166971,0,0,0
34.69755328,135.5182015,67.72681547,0,0,0
34.69756402,135.5209309,69.97886638,0,0,0
34.69757469,135.5236603,78.62188155,0,0,0
34.69758529,135.5263897,109.0863787,0,0,0
34.69759579,135.5291191,148.02995,0,0,0
34.69760623,135.5318485,462.4812984,0,0,0
34.69761662,135.5345779,0,0,0,0
34.69762695,135.5373073,0,0,0,0
34.69763723,135.5400366,269.5543173,0,0,0
34.69764747,135.5427659,386.8309005,0,0,0
34.69765765,135.5454953,454.2390574,0,0,0
34.69766777,135.5482246,0,0,0,0
34.69767782,135.5509539,0,0,0,0
34.69768781,135.5536832,0,0,0,0
34.69769774,135.5564126,0,0,0,0
34.69770761,135.5591419,0,0,0,0
34.69771741,135.5618713,0,0,0,0
34.69772716,135.5646006,0,0,0,0
34.69773685,135.56733,,0,0,0
34.69774647,135.5700593,,0,0,0
34.69775604,135.5727887,,573.1368376,0,0
34.69776554,135.575518,,625.4329239,0,0
34.69777499,135.5782474,,405.4565158,7320.206461,0
34.69778438,135.5809767,,333.7013824,6024.722555,3018.677097
34.69779371,135.5837061,0,189.4755701,3721.828557,2822.77698
34.69780298,135.5864355,0,136.6255637,2916.405713,2778.922221
34.69781219,135.5891648,0,110.6532604,2517.424403,2837.678992
34.69782133,135.5918942,0,96.2846344,2306.071285,2832.707594
34.69483302,135.4117748,70.13485559,49.00981576,2235.97781,2759.704046
34.69484619,135.4145039,73.5932295,49.52710662,2224.263161,2732.253935
34.69485929,135.4172331,77.105448,48.90700083,2208.957197,2707.485694
34.69487233,135.4199623,86.17042257,48.27937333,2196.642934,2687.8561
34.69488531,135.4226914,107.948576,46.46420292,2132.415461,2674.830302
34.69489822,135.4254206,116.5603272,45.76318156,2113.781605,2653.308169
34.69491105,135.4281498,123.1297499,45.08275273,2093.393677,2626.668263
34.69492383,135.430879,125.487267,45.22399724,2097.683116,2610.852553
34.69493654,135.4336081,127.7942752,45.80359158,2114.51968,2616.438579
34.69494919,135.4363373,130.2616263,45.96590215,2119.564783,2609.126429
34.69496178,135.4390665,132.2899216,45.66737309,2110.017296,2592.348118
34.69497429,135.4417956,135.2429754,45.5515221,2105.624739,2586.937732
34.69498674,135.4445248,138.1389706,45.61140636,2107.883852,2580.32702
34.69499914,135.447254,139.0077691,45.59018147,2107.922151,2573.261007
34.69501147,135.4499831,138.1389706,45.6126994,2112.837746,2559.192804
34.69502373,135.4527123,131.4051706,44.55221105,2078.293374,2495.218631
34.69503594,135.4554415,126.6968889,43.89836732,2055.22697,2466.10809
34.69504808,135.4581706,123.9044426,42.84056674,2015.281441,2465.379864
34.69506016,135.4608998,115.8492768,42.01812728,1981.377983,2442.395482
34.69507216,135.463629,106.735596,41.4283428,1957.766017,2423.067762
34.69508409,135.4663583,96.36439433,41.10917845,1947.829749,2405.694955
34.69509596,135.4690876,88.56965485,40.94708299,1943.167634,2395.007987
34.69510777,135.4718169,83.38936388,40.35994454,1922.931883,2380.153901
34.69511951,135.4745462,81.26513997,40.18554471,1916.392117,2369.876117
34.69513121,135.4772754,80.94306557,40.25454654,1915.212939,2367.386751
34.69514285,135.4800047,80.94863479,40.54915905,1926.803727,2384.18247
34.69515442,135.482734,79.94268451,40.80683208,1937.326864,2397.967339
34.69516594,135.4854633,76.01238411,41.39940116,1955.610746,2384.1915
34.6951774,135.4881925,71.03805568,42.4830346,1989.000166,2370.037635
34.69518881,135.4909218,37.23345548,43.4327423,2020.750191,2348.464344
34.69520017,135.4936511,36.74727835,44.81919498,2070.513937,2345.765461
34.69521146,135.4963804,36.15623213,47.93314615,2182.773618,2298.413414
34.69522269,135.4991096,35.51766287,49.87666937,2230.554431,2268.105989
34.69523387,135.5018389,35.10722279,55.06903471,2414.985211,2125.523954
34.69524499,135.5045682,35.69569971,133.5724101,2495.840874,2000.511214
34.69525605,135.5072975,36.9234109,316.2929271,5398.674196,2364.147343
34.69526705,135.5100268,68.80777288,0,0,0
34.69527798,135.5127561,69.74168878,0,0,0
34.69528884,135.5154854,71.77722493,0,0,0
34.69529964,135.5182147,68.72100778,0,0,0
34.69531038,135.520944,89.57076298,0,0,0
34.69532105,135.5236733,107.4728174,0,0,0
34.69533164,135.5264026,107.5230618,0,0,0
34.69534215,135.5291319,102.0875496,0,0,0
34.6953526,135.5318612,120.7955366,0,0,0
34.69536298,135.5345905,123.1297499,0,0,0
34.69537331,135.5373198,120.2257463,0,0,0
34.69538359,135.5400491,102.819688,0,0,0
34.69539383,135.5427783,146.2018636,0,0,0
34.695404,135.5455076,149.1487152,0,0,0
34.69541411,135.5482369,188.7989498,0,0,0
34.69542416,135.5509661,287.8177214,0,0,0
34.69543415,135.5536954,441.9859807,0,0,0
34.69544407,135.5564246,0,0,0,0
34.69545394,135.5591539,0,0,0,0
34.69546375,135.5618832,0,0,0,0
34.69547349,135.5646124,0,0,0,0
34.69548318,135.5673417,0,,,
34.69549281,135.570071,0,650.2898734,0,0
34.69550237,135.5728003,,573.1368376,0,0
34.69551188,135.5755296,,625.4329239,0,0
34.69552132,135.5782588,0,405.4565158,7320.206461,0
34.69553071,135.5809881,0,333.7013824,6097.333846,3018.677097
34.69554004,135.5837174,0,189.4755701,3965.067082,2822.77698
34.69554931,135.5864467,0,136.6255637,3074.162094,2778.922221
34.69555851,135.589176,0,110.6532604,2603.891004,2837.678992
34.69257937,135.4117908,69.96561319,48.39723577,2193.547431,2741.536539
34.69259254,135.4145199,71.02807482,48.69013296,2174.572501,2711.89317
34.69260565,135.417249,73.59983868,48.63759659,2183.749175,2695.98025
34.69261869,135.419978,77.5863958,48.57651623,2197.396565,2685.856853
34.69263167,135.4227071,97.5611823,47.27096586,2158.089989,2692.725713
34.69264458,135.4254362,107.7963928,46.3552717,2127.221033,2665.326739
34.69265742,135.4281653,115.9710435,45.01348309,2079.329744,2636.171971
34.6926702,135.4308944,120.5416311,45.0033605,2078.507445,2616.88802
34.69268291,135.4336235,126.4557464,45.26647941,2086.09903,2612.809082
34.69269557,135.4363526,131.1732881,45.72879015,2101.141258,2611.44209
34.69270815,135.4390817,136.4013735,45.43966953,2092.089967,2594.490182
34.69272067,135.4418108,138.7181696,45.4702188,2093.949004,2588.080235
34.69273313,135.4445399,140.4557667,45.44416687,2092.249422,2580.552073
34.69274552,135.447269,140.1661672,45.69776642,2100.475306,2579.137038
34.69275786,135.4499981,140.1661672,45.63959494,2100.421088,2570.025165
34.69277013,135.4527272,138.4501674,45.83109257,2115.547862,2517.270068
34.69278234,135.4554562,133.3834665,45.43407897,2105.908113,2491.414385
34.69279448,135.4581853,126.4071942,44.0348272,2061.284588,2472.922376
34.69280657,135.4609144,114.4561795,42.9706683,2025.548132,2442.872723
34.69281857,135.4636436,102.1904062,41.87954746,1984.396795,2418.769849
34.6928305,135.4663728,91.87193475,40.94948596,1946.348627,2397.259673
34.69284236,135.469102,85.70125512,40.61762648,1934.677899,2379.5708
34.69285417,135.4718312,81.87968392,40.17606106,1922.276796,2362.994489
34.69286592,135.4745604,81.54324028,40.08617955,1919.246963,2355.635255
34.69287761,135.4772896,82.33888835,40.27306133,1924.948201,2353.648968
34.69288925,135.4800189,78.80849773,40.60953707,1940.567393,2361.123403
34.69290082,135.4827481,73.09380968,41.07291415,1957.619338,2364.789161
34.69291234,135.4854773,38.72868953,41.65682194,1976.443115,2341.074148
34.6929238,135.4882065,36.16370552,43.0171929,2024.08441,2326.446091
34.69293521,135.4909357,34.16135877,44.5743933,2083.833042,2297.235575
34.69294656,135.4936649,33.9364389,46.52767948,2149.8935,2300.049361
34.69295785,135.4963941,33.86433581,49.66412782,2264.087618,2248.210559
34.69296908,135.4991233,33.71353946,53.17484532,2392.13282,2214.091704
34.69298025,135.5018525,33.52852339,63.56036202,2815.623864,2068.045987
34.69299137,135.5045817,33.44366754,168.4669442,3277.083946,1845.681374
34.69300242,135.5073109,34.41412603,316.2929271,5372.541498,2364.147343
34.69301342,135.5100401,34.47660902,0,0,0
34.69302435,135.5127693,33.25236377,0,0,0
34.69303521,135.5154986,33.85449058,0,0,0
34.693046,135.5182278,64.79963954,0,0,0
34.69305674,135.520957,97.73784575,0,0,0
34.69306741,135.5236863,105.3076141,0,0,0
34.693078,135.5264155,83.36057602,0,0,0
34.69308851,135.5291447,69.63895689,0,0,0
34.69309896,135.5318739,73.19423229,0,0,0
34.69310934,135.5346032,71.95443036,0,0,0
34.69311967,135.5373324,71.8642619,0,0,0
34.69312995,135.5400616,81.34422836,0,0,0
34.69314018,135.5427908,93.85872503,0,0,0
34.69315035,135.5455199,93.59066666,0,0,0
34.69316045,135.5482491,116.7382819,0,0,0
34.6931705,135.5509783,152.9271493,0,0,0
34.69318049,135.5537075,191.3183686,0,0,0
34.69319041,135.5564367,196.0604479,0,0,0
34.69320028,135.5591659,139.6169957,0,0,0
34.69321008,135.5618951,269.5543173,0,0,0
34.69321983,135.5646243,0,0,0,0
34.69322951,135.5673535,0,,,
34.69323914,135.5700827,0,650.2898734,0,0
34.6932487,135.5728119,0,447.6841141,8082.593365,0
34.69325821,135.5755411,0,0,0,7219.159324
34.69326765,135.5782703,0,519.6988742,9382.764634,3595.643061
34.69327704,135.5809995,0,250.1114898,4927.86648,2592.196478
34.69328637,135.5837287,0,156.2839026,3442.383746,2707.972214
34.6903389,135.4145358,70.7828164,48.43982016,2173.054668,2706.276168
34.69035201,135.4172648,70.79180459,48.49877239,2173.177152,2685.98718
34.69036505,135.4199938,75.25384071,48.37732459,2180.59471,2672.778374
34.69037804,135.4227228,89.94581403,47.8253444,2177.207088,2709.471796
34.69039095,135.4254519,99.19055336,47.42384522,2165.535002,2692.323603
34.69040379,135.4281809,109.5990081,45.94512254,2117.048711,2659.190843
34.69041657,135.4309099,119.8498328,45.03443398,2082.939271,2626.532648
34.69042929,135.4336389,127.9437691,45.11144442,2085.222366,2616.55565
34.69044194,135.4363679,134.8803593,45.16283607,2086.008478,2603.794874
34.69045453,135.439097,138.7181696,45.22127622,2086.436527,2595.14863
34.69046705,135.441826,139.8765677,45.25827289,2087.34295,2586.990992
34.69047951,135.444555,140.7453663,45.61455984,2097.146105,2589.777973
34.69049191,135.447284,140.7453663,45.62928171,2098.493367,2581.114976
34.69050424,135.450013,138.6469675,45.62968538,2108.423695,2539.367818
34.69051651,135.452742,140.1125193,45.83109257,2110.551682,2517.270068
34.69052872,135.455471,129.9253766,45.43407897,2095.611871,2491.414385
34.69054087,135.4582001,121.7298882,44.0348272,2051.413358,2472.922376
34.69055296,135.4609291,107.9748693,42.9706683,2018.30537,2442.872723
34.69056496,135.4636582,96.77902659,41.87954746,1984.396795,2418.769849
34.69057689,135.4663873,89.22640784,40.94948596,1956.60847,2397.259673
34.69058876,135.4691164,84.28383773,40.61762648,1949.868017,2379.5708
34.69060056,135.4718456,81.27620747,40.17606106,1936.978253,2362.994489
34.69061231,135.4745747,80.30027458,40.08617955,1932.075623,2355.635255
34.690624,135.4773039,80.15987498,40.27306133,1937.332367,2353.648968
34.69063564,135.480033,71.98702806,40.60953707,1952.7794,2361.123403
34.69064722,135.4827621,38.51999091,41.07291415,1966.431629,2364.789161
34.69065873,135.4854913,35.9033012,41.65682194,1986.934828,2341.074148
34.69067019,135.4882204,34.50207204,43.0171929,2029.836894,2326.446091
34.6906816,135.4909495,33.70797662,44.5743933,2077.782838,2297.235575
34.69069295,135.4936786,33.87739619,46.52767948,2138.665354,2300.049361
34.69070423,135.4964078,33.58435765,49.66412782,2247.020206,2248.210559
34.69071546,135.4991369,33.47370079,53.17484532,2354.877572,2214.091704
34.69072663,135.501866,33.21837325,63.56036202,2723.489675,2068.045987
34.69073774,135.5045952,32.76483802,168.4669442,3066.787154,1845.681374
34.6907488,135.5073243,32.04167521,430.2796704,7169.28901,1700.618922
34.69075979,135.5100535,30.38069054,0,0,0
34.69077071,135.5127826,28.06718845,0,0,0
34.69078157,135.5155118,55.63684792,0,0,0
34.69079236,135.5182409,68.35242073,0,0,0
34.6908031,135.5209701,105.6126722,0,0,7739.098777
34.69081377,135.5236992,101.4105765,0,0,6459.687072
34.69082436,135.5264284,83.08247881,0,0,6732.083514
34.69083487,135.5291575,67.74681748,0,0,5995.310426
34.69084532,135.5318867,76.71930568,0,0,6215.383
34.6908557,135.5346158,80.45974184,0,0,0
34.69086603,135.537345,82.69312328,0,0,0
34.69087631,135.5400741,74.5743576,0,0,0
34.69088653,135.5428032,80.09452653,0,0,0
34.6908967,135.5455323,95.10394858,0,0,0
34.69090679,135.5482614,112.3362997,0,0,0
34.69091684,135.5509905,125.0085689,0,0,0
34.69092682,135.5537196,126.5254959,0,0,0
34.69093675,135.5564487,112.2813137,0,0,0
34.69094661,135.5591778,170.677622,0,0,0
34.69095642,135.561907,238.2042824,0,0,0
34.69096616,135.5646361,206.2866223,0,0,0
34.69097585,135.5673652,207.5934154,0,0,0
34.69098547,135.5700943,0,394.1150748,7115.445441,0
34.69099503,135.5728235,0,299.2484373,5402.701052,0
34.69100454,135.5755526,0,355.6985282,6421.864154,5202.634373
34.69101399,135.5782818,0,353.221519,6377.143651,3028.295915
34.69102337,135.5810109,0,185.4997612,3965.22325,2822.77698
34.6910327,135.58374,0,134.1873436,3052.965006,2980.006099
34.68808527,135.4145517,70.51748289,48.43982016,2189.88002,2706.276168
34.68809838,135.4172806,70.1136828,48.49877239,2189.502513,2685.98718
34.68811142,135.4200096,79.4734489,48.4941259,2196.15288,2697.79492
34.68812441,135.4227385,86.77125589,47.8253444,2175.335443,2709.471796
34.68813732,135.4254675,96.63452081,47.42384522,2162.000852,2692.323603
34.68815017,135.4281964,107.2420402,45.94512254,2115.48333,2659.190843
34.68816295,135.4309254,116.9846537,45.03443398,2087.933361,2626.532648
34.68817567,135.4336543,128.1539725,45.11144442,2092.409134,2616.55565
34.68818832,135.4363833,136.8227608,45.16283607,2093.920362,2603.794874
34.68820091,135.4391122,138.7181696,45.22127622,2095.466044,2595.14863
34.68821343,135.4418411,139.8765677,45.25827289,2097.192168,2586.990992
34.68822589,135.4445701,140.7453663,45.61455984,2107.798441,2589.777973
34.68823829,135.447299,140.7453663,45.62928171,2108.552925,2581.114976
34.68825062,135.450028,140.3872736,45.79581267,2114.598855,2547.609936
34.68826289,135.4527569,136.8275765,45.77610093,2112.330259,2513.022486
34.6882751,135.4554859,128.5150805,45.604631,2105.903861,2490.639383
34.68828724,135.4582148,117.6879409,44.58521702,2072.220535,2471.87383
34.68829933,135.4609438,105.7714857,43.49043355,2035.949024,2440.031858
34.68831134,135.4636728,96.47427955,42.56214754,2005.238388,2417.633096
34.68832327,135.4664018,88.70299091,41.73763997,1978.519853,2398.897468
34.68833514,135.4691309,84.15077515,41.0662391,1959.048509,2378.480182
34.68834695,135.47186,81.22186546,40.52639864,1944.284663,2360.035886
34.6883587,135.474589,80.38106306,40.51071485,1942.224105,2353.317611
34.68837039,135.4773181,80.14331034,40.75617211,1949.207516,2353.597595
34.68838203,135.4800471,69.8153132,41.2919837,1971.051845,2358.990234
34.6883936,135.4827762,37.09642603,41.95483727,1991.950689,2350.82928
34.68840512,135.4855053,35.60380027,42.9542537,2023.302819,2325.939719
34.68841658,135.4882343,34.05580896,44.12442747,2063.289812,2299.780499
34.68842798,135.4909634,33.68446609,46.79215996,2149.424787,2256.906139
34.68843933,135.4936924,33.67853846,48.9226566,2210.24616,2262.678067
34.68845061,135.4964215,33.58435765,51.99485423,2314.098868,2224.099067
34.68846184,135.4991505,33.30771549,56.41753084,2454.86378,2164.782655
34.68847301,135.5018796,32.80975961,68.36279321,2873.586544,2034.905821
34.68848412,135.5046087,32.03516158,188.2485635,3411.201696,1835.771232
34.68849517,135.5073377,31.03924982,607.0572164,9903.712279,1630.261073
34.68850615,135.5100668,28.49257352,0,0,0
34.68851708,135.5127959,62.26675461,0,0,0
34.68852793,135.5155249,86.04303225,0,0,0
34.68853873,135.518254,105.2251027,0,0,0
34.68854946,135.5209831,147.4233445,0,0,8517.727617
34.68856014,135.5237122,142.7446945,0,0,7256.661451
34.68857072,135.5264413,102.4065732,0,0,6659.868077
34.68858123,135.5291703,75.38308379,0,0,6407.831786
34.68859168,135.5318994,79.23686493,0,0,7540.660347
34.68860206,135.5346285,86.26954644,0,0,0
34.68861239,135.5373575,91.7930068,0,0,0
34.68862267,135.5400866,117.7570452,0,0,0
34.68863288,135.5428156,98.74762117,0,0,0
34.68864304,135.5455446,108.819129,0,0,0
34.68865314,135.5482737,116.9764018,0,0,0
34.68866318,135.5510027,121.5637117,0,0,0
34.68867316,135.5537317,122.4723566,0,0,0
34.68868309,135.5564608,124.9404815,0,0,0
34.68869295,135.5591898,164.9106571,0,0,0
34.68870275,135.5619189,165.8645871,0,0,0
34.6887125,135.5646479,144.3616891,0,0,0
34.68872218,135.567377,155.8360897,0,0,0
34.68873181,135.570106,0,360.5018488,6508.584423,0
34.68874137,135.5728351,0,204.9398389,3700.031629,0
34.68875087,135.5755641,0,206.273323,3724.106662,5848.16204
34.68876032,135.5782932,0,209.5109877,4308.431749,3175.821114
34.6887697,135.5810223,222.7094408,152.6002941,3393.669004,3045.975759
34.68877903,135.5837514,301.0376955,120.8132806,2790.09752,3081.471375
34.68585779,135.4200253,81.98963665,48.92438664,2212.819196,2715.948615
34.68587078,135.4227542,89.17131191,48.55232296,2200.426732,2738.423339
34.6858837,135.4254831,98.98056818,48.1801485,2186.850862,2717.138793
34.68589654,135.428212,109.5633962,46.42698725,2130.332987,2670.209712
34.68590932,135.4309408,121.1769669,45.80246543,2110.47697,2642.858378
34.68592204,135.4336697,131.4670554,45.30765022,2095.794546,2628.431025
34.6859347,135.4363986,137.4467932,45.56697977,2106.056056,2621.92715
34.68594729,135.4391275,140.4557667,45.87560673,2116.31159,2614.96688
34.68595981,135.4418563,140.7453663,45.68358009,2108.676705,2603.1203
34.68597227,135.4445852,140.7453663,45.65079914,2108.815121,2591.179983
34.68598467,135.4473141,141.3245653,45.69333457,2111.28313,2583.18438
34.685997,135.4500429,141.3864215,45.48701871,2103.517349,2543.84539
34.68600927,135.4527718,135.1567516,45.22615276,2095.120251,2508.959482
34.68602148,135.4555007,131.7409664,44.54813557,2072.973843,2488.807791
34.68603362,135.4582296,121.1159992,44.20110809,2061.775011,2468.881437
34.6860457,135.4609585,109.9257683,43.76763012,2048.421106,2441.36845
34.68605771,135.4636874,98.88132597,43.17393168,2027.082363,2418.763702
34.68606965,135.4664164,89.31671616,42.59625514,2006.801344,2397.478582
34.68608152,135.4691454,85.36814622,42.19665806,1992.417083,2391.074331
34.68609333,135.4718743,82.39686532,41.46257671,1971.239376,2373.364031
34.68610509,135.4746033,80.98050161,41.36859031,1966.333983,2365.772014
34.68611678,135.4773323,78.85818123,41.6909437,1974.172289,2366.41237
34.68612842,135.4800613,70.13757663,42.57178242,2013.032677,2352.953149
34.68613999,135.4827903,37.323864,43.56265585,2040.557601,2306.932009
34.6861515,135.4855193,35.70438673,44.87196205,2081.517647,2289.204686
34.68616296,135.4882483,34.23330996,46.43162691,2132.562394,2274.124553
34.68617437,135.4909772,33.51881359,48.84548329,2199.843488,2265.375805
34.68618571,135.4937062,33.47370079,52.7590119,2327.357366,2278.891206
34.68619699,135.4964352,33.36304392,57.01220062,2442.185333,2299.786747
34.68620822,135.4991642,33.03107334,63.90279524,2642.344157,2270.680914
34.68621938,135.5018932,32.53311746,134.5660363,3055.19377,2326.470651
34.68623049,135.5046221,31.81384785,211.4327257,3770.649823,2612.716148
34.68624153,135.5073511,31.38007598,939.6178429,0,3464.210011
34.68625252,135.5100801,61.79707004,0,0,6542.055111
34.68626344,135.5128091,117.3954575,248.0323234,5123.375987,0
34.6862743,135.5155381,171.4429925,289.1824979,5220.968234,0
34.68628509,135.5182671,384.2390687,353.4676664,6381.587654,0
34.68629583,135.5209961,0,502.2040607,9066.909191,0
34.6863065,135.5237251,345.4679578,0,0,0
34.68631709,135.5264541,165.0292978,0,0,0
34.6863276,135.5291831,113.3913613,0,0,0
34.68633804,135.5319121,109.8614578,0,0,0
34.68634842,135.5346411,165.5055729,474.0430853,8558.484377,0
34.68635875,135.5373701,255.7310189,477.1647237,8614.843164,0
34.68636902,135.540099,0,0,0,0
34.68637923,135.542828,166.2251623,0,0,0
34.68638939,135.5455569,138.2704786,0,0,0
34.68639948,135.5482859,134.6189695,0,0,0
34.68640952,135.5510149,140.8168962,0,0,0
34.6864195,135.5537438,151.7134418,0,0,0
34.68642942,135.5564728,153.5413146,0,0,0
34.68643929,135.5592018,160.3009951,0,0,0
34.68644909,135.5619307,139.1089897,0,0,0
34.68645883,135.5646597,125.6935474,0,0,0
34.68646852,135.5673887,140.7305055,0,0,0
34.68647814,135.5701177,190.5238571,547.1694728,0,0
34.6864877,135.5728467,263.3647807,205.3546969,3707.521572,3824.523831
34.68649721,135.5755757,403.1471423,174.1847875,3429.178675,3492.779003
34.68650665,135.5783047,275.7100048,156.1254468,3491.47821,2970.078441
34.68651604,135.5810337,174.9738551,130.1195268,3001.999115,3057.192708
34.68361715,135.4227699,95.54051429,48.61584859,2202.848634,2748.812827
34.68363007,135.4254987,105.0041351,48.60785265,2203.575703,2737.452795
34.68364291,135.4282275,117.8251889,47.22203964,2157.118432,2683.914792
34.6836557,135.4309563,127.6513309,47.23479945,2156.048969,2675.147695
34.68366842,135.4336851,136.0616198,46.66782616,2136.780033,2661.037873
34.68368108,135.4364139,140.7453663,46.27063461,2125.642387,2641.404903
34.68369367,135.4391427,141.0349658,46.09431285,2121.744035,2624.575721
34.68370619,135.4418715,141.3245653,45.91785983,2116.564662,2609.151022
34.68371865,135.4446003,141.9037643,45.69997716,2111.757082,2594.458785
34.68373105,135.4473291,143.0621624,45.4838321,2104.887153,2580.97435
34.68374338,135.4500579,142.6606722,45.04783575,2088.676519,2530.686164
34.68375565,135.4527867,136.8562809,44.40705645,2068.7952,2486.470927
34.68376785,135.4555155,132.941189,44.25625611,2064.569514,2481.310635
34.68377999,135.4582444,124.8334513,44.06734484,2057.695192,2466.100113
34.68379207,135.4609732,115.6203503,43.78614877,2047.318154,2450.563923
34.68380408,135.463702,105.5275465,43.68471797,2044.952435,2432.561988
34.68381602,135.4664309,94.77349462,43.55889664,2040.277423,2416.65341
34.6838279,135.4691598,89.5382493,43.41475211,2032.358511,2414.37069
34.68383972,135.4718887,84.36144289,42.67650402,2008.490645,2397.858524
34.68385147,135.4746176,81.79811916,42.45425335,1999.242057,2388.509827
34.68386317,135.4773465,80.48251735,42.85958153,2007.800145,2385.430528
34.6838748,135.4800754,73.72300008,43.90124581,2051.978765,2323.871586
