原点(経度),原点(緯度),メッシュあたり賦存量MJ/y
135.3983415,34.66546914,28776135.95
135.4010697,34.66548261,28196132.29
135.4037979,34.66549603,27589369.8
135.4065261,34.66550939,27597625.31
135.4092543,34.66552268,27226325.24
135.4119825,34.66553591,26598643.27
135.4147107,34.66554908,26111613.26
135.417439,34.66556218,25944412.2
135.4201672,34.66557523,25766973.21
135.4228954,34.66558821,25596858.61
135.4256236,34.66560112,25406752.26
135.4283518,34.66561397,25338225.51
135.43108,34.66562676,25333226.09
135.4338083,34.66563948,25346763.84
135.4365365,34.66565214,25378546.7
135.4392647,34.66566473,25442069.2
135.441993,34.66567724,25536971.62
135.4447212,34.66568969,25634211.1
135.4474494,34.66570208,25692128.82
135.4501777,34.6657144,25593804.89
135.4529059,34.66572666,25646456.53
135.4556341,34.66573885,25880605.28
135.4583624,34.66575097,25974495.01
135.4610906,34.66576304,26045596
135.4638189,34.66577505,26175782
135.4665472,34.66578701,26403971.37
135.4692755,34.66579891,26790638.6
135.4720038,34.66581074,27208211.63
135.4747321,34.66582251,27310047.3
135.4774604,34.66583421,24067550.3
135.4801887,34.66584584,9678673.979
135.4829169,34.66585742,6353201.008
135.4856452,34.66586893,5991713.996
135.4883735,34.66588037,5752923.4
135.4911018,34.66589175,5280897.618
135.4938301,34.66590307,4102116.049
135.4965584,34.66591433,2266318.244
135.4992867,34.66592553,1096728.434
135.5020151,34.66593666,613233.4696
135.5047434,34.66594774,375773.5248
135.5074717,34.66595875,243183.1701
135.5102,34.6659697,63183.52543
135.5129283,34.66598058,-46340.02814
135.5156566,34.66599141,147146.6648
135.5183849,34.66600217,544990.1209
135.5211132,34.66601287,556295.5425
135.5238415,34.6660235,694531.8332
135.5265698,34.66603408,1208368.593
135.5292981,34.66604459,948112.5933
135.5320264,34.66605504,1059042.632
135.5347547,34.66606543,1307815.869
135.537483,34.66607576,792751.4516
135.5402113,34.66608603,234566.2745
135.5429396,34.66609624,-17848.98878
135.5456679,34.66610639,-316046.408
135.5483962,34.66611648,-148221.5015
135.5511245,34.66612651,1457064.717
135.5538527,34.66613648,3108405.331
135.556581,34.66614639,6100352.995
135.5593093,34.66615624,7925655.823
135.5620376,34.66616604,9823239.406
135.5647659,34.66617578,10597362.31
135.5674943,34.66618546,11270091.68
135.5702226,34.66619509,13247515.72
135.572951,34.66620465,13674165
135.5756793,34.66621415,14364836.34
135.5784077,34.66622359,14426334.75
135.581136,34.66623297,15028792.28
135.5838644,34.66624229,16786408.54
135.5865927,34.66625155,18462961.68
135.5893211,34.66626074,19676236.61
135.5920494,34.66626988,19893104.42
135.5947778,34.66627895,20719418.6
135.5975061,34.66628796,3399548.099
135.6002345,34.66629691,3506213.013
135.3901733,34.6631748,5475817.612
135.3929015,34.66318845,29385602.68
135.3956296,34.66320203,29223782.44
135.3983578,34.66321556,28855342.57
135.4010859,34.66322903,28696718.12
135.4038141,34.66324244,27681249.48
135.4065422,34.66325579,27408616.27
135.4092704,34.66326908,26886003.39
135.4119985,34.66328231,26238006.68
135.4147266,34.66329547,25910498.46
135.4174548,34.66330858,25842215.7
135.4201829,34.66332162,25883234.45
135.4229111,34.6633346,25895633.14
135.4256392,34.66334751,25844459.07
135.4283674,34.66336036,25843301.46
135.4310955,34.66337315,25817259.49
135.4338237,34.66338587,25823501.87
135.4365518,34.66339853,25843863.61
135.43928,34.66341112,25878071.31
135.4420081,34.66342363,25968007.29
135.4447363,34.66343608,25992132.72
135.4474645,34.66344846,26006904.58
135.4501926,34.66346079,25822260.52
135.4529208,34.66347304,25821977.41
135.455649,34.66348523,26033899.75
135.4583771,34.66349736,26086710.29
135.4611053,34.66350943,26176610.31
135.4638335,34.66352144,26278718.16
135.4665617,34.6635334,26494427.79
135.4692899,34.66354529,26700907.07
135.4720181,34.66355713,27412009.59
135.4747464,34.6635689,27376829.97
135.4774746,34.66358059,24277517.87
135.4802028,34.66359222,8065544.689
135.482931,34.66360379,5862794.99
135.4856592,34.6636153,6093382.796
135.4883875,34.66362675,5539652.353
135.4911157,34.66363812,4081858.34
135.4938439,34.66364944,2412297.518
135.4965721,34.6636607,1080646.06
135.4993004,34.66367189,434919.7708
135.5020286,34.66368302,186186.462
135.5047568,34.66369409,111364.1087
135.507485,34.66370509,-23169.79532
135.5102133,34.66371604,-78261.36447
135.5129415,34.66372692,4630.182253
135.5156697,34.66373774,279900.312
135.518398,34.6637485,542215.9981
135.5211262,34.6637592,508271.4617
135.5238544,34.66376983,1256605.015
135.5265827,34.6637804,1125247.683
135.5293109,34.66379091,953026.0841
135.5320391,34.66380136,984282.5012
135.5347673,34.66381175,862822.151
135.5374955,34.66382208,471684.0681
135.5402238,34.66383235,385687.528
135.542952,34.66384256,319118.937
135.5456802,34.66385271,29601.07326
135.5484084,34.6638628,253681.1305
135.5511366,34.66387283,2451533.004
135.5538649,34.66388281,5777438.459
135.5565931,34.66389272,8372427.621
135.5593213,34.66390257,10089860.3
135.5620495,34.66391237,11282409.71
135.5647778,34.66392211,11836415.99
135.567506,34.66393179,13369662.81
135.5702343,34.66394141,14019109.89
135.5729626,34.66395097,14723510.37
135.5756909,34.66396047,15116364.82
135.5784191,34.66396991,15145924.91
135.5811474,34.66397929,15998490.51
135.5838757,34.66398861,17684548.44
135.586604,34.66399787,19357507.21
135.5893322,34.66400706,20126606.26
135.5920605,34.6640162,20456475.51
135.5947888,34.66402527,21945104.97
135.5975171,34.66403428,3546344.366
135.6002454,34.66404323,3729047.635
135.3901899,34.66092123,29492909
135.392918,34.66093487,29452916.98
135.395646,34.66094845,29255148.99
135.3983741,34.66096197,29012394.58
135.4011022,34.66097544,28546573.03
135.4038303,34.66098885,27493542.89
135.4065583,34.6610022,27359382.15
135.4092864,34.66101548,26968662.9
135.4120145,34.66102871,26497713.85
135.4147425,34.66104187,26044301.91
135.4174706,34.66105497,26167276.82
135.4201987,34.66106801,26493303.38
135.4229267,34.66108098,26519419.5
135.4256548,34.6610939,26453292.15
135.4283829,34.66110675,26411197.97
135.431111,34.66111954,26369851.74
135.4338391,34.66113226,26336966.4
135.4365671,34.66114492,26272256.37
135.4392952,34.66115751,26236205.33
135.4420233,34.66117001,26263081.59
135.4447514,34.66118246,26241550.96
135.4474795,34.66119484,26221472.96
135.4502076,34.66120717,26075331.92
135.4529357,34.66121942,26107631.51
135.4556638,34.66123162,26364018.96
135.4583919,34.66124375,26528930.46
135.46112,34.66125582,26628258.05
135.4638481,34.66126783,26738764.9
135.4665763,34.66127979,26807013.61
135.4693044,34.66129168,26876709.31
135.4720325,34.66130351,27533618.64
135.4747607,34.66131528,27869735.42
135.4774888,34.66132697,25250175.62
135.4802169,34.6613386,9315400.697
135.4829451,34.66135017,6068905.192
135.4856732,34.66136168,5737410.086
135.4884014,34.66137312,4162146.315
135.4911295,34.66138449,2460088.826
135.4938577,34.6613958,1060792.287
135.4965858,34.66140706,374368.9326
135.499314,34.66141825,162362.9972
135.5020421,34.66142937,104402.5877
135.5047703,34.66144044,76371.7607
135.5074984,34.66145144,66329.46482
135.5102266,34.66146238,73122.79622
135.5129547,34.66147326,222950.7593
135.5156829,34.66148408,880537.9501
135.518411,34.66149483,1033992.466
135.5211392,34.66150553,620667.8776
135.5238673,34.66151616,948244.2657
135.5265955,34.66152673,1144484.711
135.5293236,34.66153724,945394.3402
135.5320518,34.66154768,988168.5819
135.5347799,34.66155807,499352.8417
135.5375081,34.6615684,369133.7228
135.5402362,34.66157867,456125.6154
135.5429644,34.66158888,424645.139
135.5456925,34.66159903,715384.8626
135.5484207,34.66160912,2709308.341
135.5511488,34.66161916,5091383.499
135.553877,34.66162913,7523590.854
135.5566051,34.66163905,9917940.313
135.5593333,34.6616489,11463282.86
135.5620614,34.6616587,12515751.57
135.5647896,34.66166844,12989833.75
135.5675178,34.66167812,14479916.35
135.570246,34.66168774,14794875.94
135.5729742,34.6616973,15327186.5
135.5757024,34.6617068,15676741.34
135.5784306,34.66171624,15949201.72
135.5811588,34.66172561,16868116.03
135.583887,34.66173493,18478936.02
135.5866152,34.66174419,20078867.5
135.5893434,34.66175338,20619166.97
135.5920716,34.66176251,21589078.17
135.5947998,34.66177159,23170843.8
135.597528,34.6617806,3776571.606
135.6002562,34.66178955,4238082.175
135.3902064,34.65866766,29427902.43
135.3929344,34.6586813,29458829.03
135.3956624,34.65869487,29385698.73
135.3983905,34.65870839,29089671.23
135.4011185,34.65872185,28543380.44
135.4038464,34.65873526,27827993.97
135.4065744,34.6587486,27475490.36
135.4093024,34.65876188,27244009.23
135.4120304,34.6587751,27077035.61
135.4147584,34.65878826,26948039.09
135.4174864,34.65880136,26922033.7
135.4202144,34.6588144,27091124.32
135.4229424,34.65882737,27097726.86
135.4256704,34.65884028,27041560.68
135.4283984,34.65885313,26925671.99
135.4311264,34.65886592,26761930.3
135.4338544,34.65887865,26641263.82
135.4365825,34.65889131,26516580.87
135.4393105,34.65890389,26383999.51
135.4420385,34.6589164,26337073.6
135.4447665,34.65892884,26282442.88
135.4474945,34.65894122,26303486.63
135.4502225,34.65895355,26312289.8
135.4529506,34.6589658,26416325.23
135.4556786,34.658978,26743073.16
135.4584066,34.65899013,27077062.21
135.4611347,34.65900221,27472378.51
135.4638627,34.65901422,27852715.2
135.4665908,34.65902617,28066827.81
135.4693188,34.65903807,28425566.28
135.4720469,34.6590499,28809326.08
135.474775,34.65906166,29325905.24
135.477503,34.65907336,21516466.16
135.4802311,34.65908498,11909746.89
135.4829592,34.65909655,5648117.642
135.4856872,34.65910805,4460304.388
135.4884153,34.65911949,3131734.172
135.4911434,34.65913086,2500939.451
135.4938714,34.65914217,1276648.835
135.4965995,34.65915342,621245.7444
135.4993276,34.6591646,248662.3723
135.5020557,34.65917573,94379.2067
135.5047837,34.65918679,123895.7323
135.5075118,34.65919779,12287.19374
135.5102399,34.65920873,3028.315739
135.512968,34.6592196,194719.2475
135.515696,34.65923041,909827.0368
135.5184241,34.65924117,981533.147
135.5211522,34.65925186,813149.0482
135.5238803,34.65926248,1284007.908
135.5266083,34.65927305,1334053.296
135.5293364,34.65928356,900602.233
135.5320645,34.65929401,958880.9818
135.5347926,34.65930439,511549.135
135.5375206,34.65931472,424313.2193
135.5402487,34.65932499,561343.6787
135.5429768,34.6593352,873681.9908
135.5457049,34.65934536,1771923.268
135.5484329,34.65935545,4835443.439
135.551161,34.65936548,7906280.786
135.5538891,34.65937546,8995910.713
135.5566172,34.65938537,10813267.04
135.5593453,34.65939523,12289202.05
135.5620733,34.65940502,13688865.08
135.5648014,34.65941476,14156724.98
135.5675296,34.65942444,15179696.51
135.5702577,34.65943406,15615850.58
135.5729858,34.65944362,16145996.5
135.5757139,34.65945312,16539907.04
135.578442,34.65946256,16727540.67
135.5811702,34.65947193,17609699.19
135.5838983,34.65948125,19131007.36
135.5866264,34.6594905,20952997.2
135.5893546,34.6594997,21790844.9
135.5920827,34.65950883,22020385.76
135.5948108,34.6595179,23699511.92
135.5975389,34.65952692,3776571.606
135.6002671,34.65953586,4238082.175
135.390223,34.65641409,29301107.16
135.3929509,34.65642772,29434940.77
135.3956788,34.65644129,29395619.29
135.3984068,34.6564548,29150901.07
135.4011347,34.65646826,28760018.19
135.4038626,34.65648166,28239204.31
135.4065905,34.656495,27670544.22
135.4093185,34.65650828,27341738.23
135.4120464,34.6565215,27145175.05
135.4147743,34.65653466,27061452.03
135.4175022,34.65654775,27191382.01
135.4202302,34.65656078,27226457.04
135.4229581,34.65657376,27187059.5
135.425686,34.65658667,27066126.38
135.428414,34.65659952,26952987.04
135.4311419,34.6566123,26762759.12
135.4338698,34.65662503,26664036
135.4365978,34.65663769,26542991.64
135.4393257,34.65665027,26409937.1
135.4420537,34.65666277,26327688.15
135.4447816,34.65667522,26265658.19
135.4475096,34.6566876,26317661.3
135.4502375,34.65669992,26405030.91
135.4529655,34.65671218,26593124.87
135.4556934,34.65672438,26919051.93
135.4584214,34.65673651,27492792.58
135.4611494,34.65674859,28183903.69
135.4638773,34.6567606,28795600.86
135.4666053,34.65677256,29125484.7
135.4693333,34.65678445,29365225.36
135.4720613,34.65679628,30100289.98
135.4747893,34.65680805,30487820.8
135.4775173,34.65681974,24570502.48
135.4802452,34.65683136,15135876.65
135.4829732,34.65684292,5248324.84
135.4857012,34.65685442,3682727.447
135.4884292,34.65686586,3434386.794
135.4911572,34.65687722,2550692.174
135.4938852,34.65688853,1491939.203
135.4966132,34.65689978,946677.8674
135.4993412,34.65691096,562231.1707
135.5020692,34.65692208,341369.2135
135.5047972,34.65693314,224205.6393
135.5075252,34.65694413,130117.5803
135.5102532,34.65695507,-23276.2001
135.5129812,34.65696594,187511.8102
135.5157092,34.65697675,806800.3632
135.5184372,34.6569875,835068.8298
135.5211652,34.65699819,691862.2221
135.5238932,34.65700881,1039751.69
135.5266212,34.65701938,1217870.007
135.5293492,34.65702988,793043.0677
135.5320772,34.65704033,985493.6362
135.5348052,34.65705071,642455.4369
135.5375332,34.65706103,514808.2694
135.5402612,34.65707131,698375.1679
135.5429892,34.65708152,2045762.257
135.5457172,34.65709168,5457463.666
135.5484452,34.65710177,7583419.602
135.5511732,34.65711181,9223494.352
135.5539012,34.65712178,10578548.1
135.5566292,34.6571317,12125975.02
135.5593572,34.65714156,13429104.4
135.5620853,34.65715135,14568634.57
135.5648133,34.65716109,15319647.53
135.5675413,34.65717077,15818223.55
135.5702694,34.65718039,16254377.62
135.5729974,34.65718994,16784523.54
135.5757254,34.65719944,17178434.08
135.5784535,34.65720888,17378381.98
135.5811816,34.65721825,18332528.44
135.5839096,34.65722757,19854637.02
135.5866377,34.65723682,21385413.34
135.5893657,34.65724602,22223261.04
135.5920938,34.65725515,23022033.48
135.5948218,34.65726422,24219916.19
135.5975499,34.65727323,4248643.057
135.6002779,34.65728218,4767182.391
135.3902395,34.65416051,29248644.69
135.3929674,34.65417414,29373301.78
135.3956952,34.65418771,29394270.24
135.3984231,34.65420122,29220166.55
135.4011509,34.65421467,29012562.94
135.4038788,34.65422807,28578559.01
135.4066066,34.6542414,28001376.1
135.4093345,34.65425468,27600481.33
135.4120624,34.65426789,27289990.19
135.4147902,34.65428105,27066871.95
135.4175181,34.65429414,27041168.09
135.4202459,34.65430717,27074456.07
135.4229738,34.65432014,27071595.04
135.4257016,34.65433305,27021725.73
135.4284295,34.65434589,26933066.12
135.4311573,34.65435868,26797579.38
135.4338852,34.6543714,26657334.97
135.4366131,34.65438406,26524725.34
135.439341,34.65439664,26388338.54
135.4420688,34.65440914,26340067.49
135.4447967,34.65442159,26273000.3
135.4475246,34.65443397,26360902.75
135.4502525,34.6544463,26496559.32
135.4529803,34.65445856,26749405.22
135.4557082,34.65447075,27211719.8
135.4584361,34.65448289,27733255
135.461164,34.65449497,28522834.53
135.4638919,34.65450698,28916282.21
135.4666198,34.65451894,29325485.43
135.4693477,34.65453083,29616159.14
135.4720757,34.65454267,30415478.18
135.4748036,34.65455443,30937951.17
135.4775315,34.65456612,27607103.04
135.4802594,34.65457774,21989705.49
135.4829873,34.6545893,9773629.314
135.4857152,34.65460079,3596606.463
135.4884431,34.65461222,2400871.093
135.491171,34.65462359,2003779.954
135.493899,34.65463489,1384688.176
135.4966269,34.65464613,911749.2282
135.4993548,34.65465732,530936.3123
135.5020827,34.65466843,307549.1217
135.5048106,34.65467949,253651.6658
135.5075386,34.65469048,61552.98084
135.5102665,34.65470141,-80259.29702
135.5129944,34.65471228,41758.48784
135.5157223,34.65472309,708481.5985
135.5184503,34.65473384,725476.7012
135.5211782,34.65474452,545000.3524
135.5239061,34.65475514,860553.5029
135.526634,34.65476571,917117.6277
135.529362,34.65477621,964671.733
135.5320899,34.65478665,1018537.1
135.5348178,34.65479703,649768.8415
135.5375457,34.65480735,534712.5468
135.5402737,34.65481762,968691.634
135.5430016,34.65482784,3185198.633
135.5457295,34.654838,6498382.112
135.5484575,34.65484809,8739234.353
135.5511854,34.65485813,10516925.78
135.5539133,34.65486811,11932403.85
135.5566413,34.65487803,13239104.33
135.5593692,34.65488788,14458754.9
135.5620972,34.65489768,15462796.55
135.5648251,34.65490742,16039496.86
135.5675531,34.65491709,16695170.86
135.570281,34.65492671,17277065.11
135.573009,34.65493627,17742789.65
135.575737,34.65494576,17992016.1
135.578465,34.6549552,18083339.47
135.5811929,34.65496457,19153318.22
135.5839209,34.65497389,20902741.45
135.5866489,34.65498314,22530689.06
135.5893769,34.65499233,23295666.67
135.5921049,34.65500146,23682564.69
135.5948328,34.65501054,24856776.8
135.5975608,34.65501955,4751341.068
135.6002888,34.65502849,5221300.342
135.390256,34.65190693,29182699.27
135.3929838,34.65192056,29319790.89
135.3957116,34.65193412,29390502.69
135.3984394,34.65194763,29283589.87
135.4011672,34.65196108,29104992.16
135.403895,34.65197447,28754423.24
135.4066227,34.6519878,28238216.11
135.4093505,34.65200108,27548943.27
135.4120783,34.65201429,27241285.51
135.4148061,34.65202744,27018167.26
135.4175339,34.65204053,27015555.01
135.4202617,34.65205356,27065287.07
135.4229894,34.65206653,27071598.8
135.4257172,34.65207943,27004173.1
135.428445,34.65209227,26937443.95
135.4311728,34.65210505,26806699.53
135.4339006,34.65211777,26654076.97
135.4366284,34.65213042,26515060.31
135.4393562,34.652143,26365803.09
135.442084,34.65215551,26315006.8
135.4448118,34.65216796,26258777.07
135.4475396,34.65218035,26358137.02
135.4502674,34.65219267,26497243.24
135.4529952,34.65220493,26779339.75
135.4557231,34.65221713,27318692.74
135.4584509,34.65222927,27859625.65
135.4611787,34.65224135,28581523.65
135.4639065,34.65225336,29652538.38
135.4666344,34.65226532,30264784.73
135.4693622,34.65227722,30816749.67
135.47209,34.65228905,31262780.01
135.4748179,34.65230082,31450242.49
135.4775457,34.6523125,28333364.86
135.4802735,34.65232412,24509109.28
135.4830014,34.65233567,15312984.05
135.4857292,34.65234716,3820532.58
135.488457,34.65235859,2459358.335
135.4911849,34.65236995,1541816.463
135.4939127,34.65238125,1647495.726
135.4966406,34.65239249,1296524.465
135.4993684,34.65240367,990553.4288
135.5020962,34.65241479,712758.4723
135.5048241,34.65242584,493646.1698
135.5075519,34.65243683,28270.39062
135.5102798,34.65244776,-120318.2278
135.5130076,34.65245862,-54219.17487
135.5157355,34.65246943,454474.6694
135.5184633,34.65248017,514744.1231
135.5211912,34.65249085,809155.5754
135.523919,34.65250147,1139334.049
135.5266469,34.65251203,1068438.11
135.5293747,34.65252253,1002209.278
135.5321026,34.65253297,1259751.453
135.5348304,34.65254334,441149.8956
135.5375583,34.65255366,675335.5776
135.5402861,34.65256394,1627919.449
135.543014,34.65257416,3962652.921
135.5457419,34.65258432,8435104.412
135.5484697,34.65259442,9887212.222
135.5511976,34.65260445,11741361.68
135.5539255,34.65261443,13175582.38
135.5566533,34.65262435,14295137.8
135.5593812,34.65263421,15238168.92
135.5621091,34.65264401,15532815.24
135.564837,34.65265374,16065914.51
135.5675648,34.65266342,17701164.16
135.5702927,34.65267303,18165832.61
135.5730206,34.65268259,18524892.24
135.5757485,34.65269208,18683347.55
135.5784764,34.65270152,18783869.39
135.5812043,34.65271089,20110343.39
135.5839322,34.6527202,22195169.96
135.5866601,34.65272946,23384484.42
135.589388,34.65273865,23843196.44
135.5921159,34.65274778,24245935.78
135.5948438,34.65275685,25667091.56
135.5975718,34.65276586,5193842.047
135.6002997,34.65277481,5428293.64
135.3902726,34.64965335,29002761.37
135.3930003,34.64966697,29208271.02
135.395728,34.64968054,29412309.14
135.3984557,34.64969404,29312968.26
135.4011834,34.64970748,29103575.47
135.4039111,34.64972088,28714579.42
135.4066388,34.6497342,28217277.72
135.4093665,34.64974747,27773183.59
135.4120943,34.64976068,27402953.27
135.414822,34.64977383,27069738.5
135.4175497,34.64978692,27043623.87
135.4202774,34.64979994,27080882.33
135.4230051,34.64981291,27089155.47
135.4257328,34.64982581,26986389.74
135.4284605,34.64983865,26943178.01
135.4311883,34.64985143,26824413.58
135.433916,34.64986414,26670498.34
135.4366437,34.64987679,26504370.75
135.4393714,34.64988937,26364217.74
135.4420992,34.64990188,26277883.77
135.4448269,34.64991433,26293337.13
135.4475546,34.64992672,26440183.62
135.4502824,34.64993904,26641506.32
135.4530101,34.64995131,27016409.5
135.4557379,34.6499635,27642579.98
135.4584656,34.64997564,28393141.15
135.4611934,34.64998772,29488345
135.4639211,34.64999974,30486110.53
135.4666489,34.6500117,30869055.87
135.4693766,34.65002359,31128844.52
135.4721044,34.65003543,31204350.82
135.4748322,34.65004719,30953264.79
135.4775599,34.65005888,28461755.98
135.4802877,34.65007049,26724080.03
135.4830154,34.65008204,18096725.71
135.4857432,34.65009353,5376573.262
135.4884709,34.65010495,2476272.27
135.4911987,34.65011631,1771491.104
135.4939265,34.65012761,2359477.54
135.4966542,34.65013885,1951167.481
135.499382,34.65015003,1509166.642
135.5021098,34.65016114,1151762.647
135.5048375,34.65017218,849194.1048
135.5075653,34.65018317,107884.3256
135.5102931,34.6501941,-128825.7456
135.5130209,34.65020496,-49844.67213
135.5157486,34.65021576,403882.0477
135.5184764,34.6502265,722556.3075
135.5212042,34.65023718,1022625.352
135.523932,34.6502478,1175443.221
135.5266597,34.65025836,1016485.69
135.5293875,34.65026885,907784.4027
135.5321153,34.65027929,601483.34
135.5348431,34.65028966,297732.7782
135.5375708,34.65029998,811381.9343
135.5402986,34.65031026,1724615.92
135.5430264,34.65032048,4569470.897
135.5457542,34.65033064,9245554.493
135.548482,34.65034074,11069487.26
135.5512098,34.65035078,12637150.63
135.5539376,34.65036076,13800116.02
135.5566654,34.65037068,14910772.56
135.5593932,34.65038053,15413352
135.562121,34.65039033,15732393.84
135.5648488,34.65040007,16136002.42
135.5675766,34.65040974,18811506.97
135.5703044,34.65041935,19091359.98
135.5730322,34.65042891,19311015.96
135.57576,34.6504384,19391268.28
135.5784879,34.65044783,19502300.35
135.5812157,34.65045721,20969408.02
135.5839435,34.65046652,23172264.56
135.5866713,34.65047577,23889718.2
135.5893992,34.65048496,24373828.79
135.592127,34.65049409,24923364.4
135.5948548,34.65050316,26019825.04
135.5975827,34.65051217,5371264.874
135.6003105,34.65052112,5492715.024
135.3902891,34.64739977,28881576.47
135.3930167,34.64741339,29103158.18
135.3957444,34.64742695,29421814.83
135.398472,34.64744045,29339098.41
135.4011997,34.64745389,29162392.65
135.4039273,34.64746728,28722377.14
135.4066549,34.64748061,28243695.26
135.4093826,34.64749387,27794265.66
135.4121102,34.64750708,27410737.58
135.4148378,34.64752022,27130327.22
135.4175655,34.64753331,26993076.82
135.4202931,34.64754633,27058180.94
135.4230208,34.64755929,27107996.11
135.4257484,34.64757219,27062927.88
135.4284761,34.64758503,26945121.24
135.4312037,34.6475978,26838952.75
135.4339314,34.64761051,26673571.3
135.436659,34.64762316,26502490.5
135.4393867,34.64763574,26373102.35
135.4421143,34.64764825,26263111.91
135.444842,34.6476607,26220848.96
135.4475697,34.64767309,26400438.57
135.4502973,34.64768541,26649819.3
135.453025,34.64769768,27047368.42
135.4557527,34.64770987,27886302.68
135.4584803,34.64772201,28785331.71
135.461208,34.64773409,29730125.19
135.4639357,34.64774611,30464218.22
135.4666634,34.64775806,30899171.61
135.4693911,34.64776996,30358048.54
135.4721188,34.64778179,30315472.6
135.4748464,34.64779355,30290031.27
135.4775741,34.64780524,28744441.64
135.4803018,34.64781685,27852342.54
135.4830295,34.6478284,21615132.91
135.4857572,34.64783989,8703928.345
135.4884848,34.64785131,2633251.801
135.4912125,34.64786267,1760694.505
135.4939402,34.64787397,2160037.24
135.4966679,34.6478852,2422201.29
135.4993956,34.64789638,2035364.88
135.5021233,34.64790749,1521534.973
135.504851,34.64791853,1236953.912
135.5075787,34.64792952,384340.3228
135.5103064,34.64794044,-4619.95075
135.5130341,34.6479513,-15896.72518
135.5157618,34.6479621,532822.5056
135.5184895,34.64797284,1124809.765
135.5212172,34.64798352,1458349.991
135.5239449,34.64799413,1432854.161
135.5266726,34.64800469,967905.6306
135.5294003,34.64801518,1201376.938
135.532128,34.64802562,455743.1605
135.5348557,34.64803599,311461.9256
135.5375834,34.64804631,779699.2866
135.5403111,34.64805659,1691877.184
135.5430388,34.64806681,4501881.248
135.5457665,34.64807697,9206479.227
135.5484943,34.64808706,11048365.5
135.551222,34.6480971,12643487.16
135.5539497,34.64810708,13763152.93
135.5566774,34.648117,14966745.24
135.5594052,34.64812686,15594999.18
135.5621329,34.64813666,16048164.23
135.5648606,34.64814639,16633419.99
135.5675884,34.64815606,19269849.28
135.5703161,34.64816567,19413466.9
135.5730438,34.64817523,19495831.4
135.5757716,34.64818472,19469418.81
135.5784993,34.64819415,19508636.88
135.5812271,34.64820352,21232374
135.5839548,34.64821284,23382426.12
135.5866826,34.64822209,23965756.55
135.5894103,34.64823128,24483661.97
135.5921381,34.64824041,25117684.64
135.5948659,34.64824948,26808965.58
135.5975936,34.64825848,5421957.111
135.6003214,34.64826743,5518061.142
135.3903057,34.64514619,28790194.59
135.3930332,34.64515981,28978421.29
135.3957608,34.64517336,29254060.75
135.3984883,34.64518686,29196456.13
135.4012159,34.6452003,29012738.97
135.4039435,34.64521368,28625182.02
135.406671,34.64522701,28054487.85
135.4093986,34.64524027,27640859.14
135.4121262,34.64525347,27319249.59
135.4148537,34.64526661,27228935.12
135.4175813,34.64527969,27091994.38
135.4203089,34.64529271,27092252.63
135.4230364,34.64530567,27151027.87
135.425764,34.64531857,27099334.67
135.4284916,34.6453314,26944520.14
135.4312192,34.64534417,26834666.47
135.4339467,34.64535688,26661012.78
135.4366743,34.64536953,26491348.66
135.4394019,34.64538211,26364978.02
135.4421295,34.64539462,26240824.47
135.4448571,34.64540707,26194442.09
135.4475847,34.64541946,26377316.16
135.4503123,34.64543178,26648134.17
135.4530399,34.64544404,27179449.52
135.4557675,34.64545624,27981621.96
135.4584951,34.64546838,28727942.97
135.4612227,34.64548046,29398571.94
135.4639503,34.64549247,29847217.63
135.4666779,34.64550442,30193704.66
135.4694055,34.64551632,29896537.97
135.4721331,34.64552815,29985973.06
135.4748607,34.64553991,29981653.5
135.4775883,34.64555159,28969388.44
135.4803159,34.6455632,27907259.13
135.4830435,34.64557475,21595067.23
135.4857711,34.64558624,8652180.02
135.4884988,34.64559767,2616354.389
135.4912264,34.64560902,1783928.447
135.493954,34.64562032,2297328.714
135.4966816,34.64563155,2564773.205
135.4994092,34.64564273,2220180.325
135.5021368,34.64565383,1771827.889
135.5048644,34.64566488,1528434.271
135.5075921,34.64567586,665259.7991
135.5103197,34.64568678,268906.9078
135.5130473,34.64569764,278751.8985
135.5157749,34.64570844,897172.9542
135.5185025,34.64571917,1387775.741
135.5212302,34.64572985,1368582.49
135.5239578,34.64574047,1148766.42
135.5266854,34.64575102,847366.7233
135.5294131,34.64576152,504850.5212
135.5321407,34.64577195,213959.6855
135.5348683,34.64578233,399042.9039
135.5375959,34.64579265,1405402.549
135.5403236,34.64580292,2846995.621
135.5430512,34.64581314,5527442.073
135.5457789,34.6458233,9774886.709
135.5485065,34.64583339,11537347.63
135.5512342,34.64584343,13167377.18
135.5539618,34.64585341,14303387.35
135.5566895,34.64586333,15498302.45
135.5594171,34.64587318,15995517.14
135.5621448,34.64588298,16552696.49
135.5648724,34.64589271,17198094.73
135.5676001,34.64590238,20112201.35
135.5703278,34.64591199,20185061.06
135.5730554,34.64592154,20247359.89
135.5757831,34.64593103,20464903.69
135.5785108,34.64594047,20906132.6
135.5812384,34.64594984,22576983.55
135.5839661,34.64595915,24120051.77
135.5866938,34.6459684,24511174.14
135.5894215,34.64597759,25070214.54
135.5921492,34.64598672,25848921.3
135.5948769,34.64599579,27341052.72
135.5976045,34.6460048,5459976.288
135.6003322,34.64601374,5531790.289
135.3903222,34.64289261,28694934.67
135.3930497,34.64290622,28834839.09
135.3957772,34.64291978,29054455.95
135.3985047,34.64293327,29080125.43
