原点(経度),原点(緯度),メッシュあたり賦存量MJ/y
135.3925879,34.70600731,3844161.255
135.3953175,34.70602095,3787132.489
135.398047,34.70603454,3750169.4
135.4007766,34.70604804,3707925.87
135.4035061,34.70606146,3704757.605
135.4062357,34.7060748,3533671.307
135.4089652,34.70608809,3255920.096
135.4116948,34.70610131,2914803.589
135.4144243,34.70611446,2565238.376
135.4171538,34.70612753,2230458.398
135.4198834,34.70614055,1966436.334
135.4226129,34.7061535,1854490.979
135.4253425,34.70616639,23628334.62
135.428072,34.70617921,23801697
135.4308016,34.70619197,23952741.42
135.4335311,34.70620466,23956307.56
135.4362607,34.7062173,23951075.97
135.4389902,34.70622987,23979522.42
135.4417198,34.70624237,23929201.88
135.4444493,34.70625481,23849687.09
135.4471789,34.70626719,23843396.55
135.4499084,34.7062795,23988728.99
135.452638,34.70629175,24489147.84
135.4553676,34.70630394,24591332.58
135.4580971,34.70631606,24780430.29
135.4608267,34.70632813,24815334.71
135.4635563,34.70634012,24708324.93
135.4662859,34.70635205,24583603.62
135.4690156,34.70636392,24601524.51
135.4717452,34.70637572,24726347.24
135.4744748,34.70638747,24852470.15
135.4772045,34.70639917,24819826.86
135.4799341,34.70641082,24629293.08
135.4826637,34.70642241,24218811.02
135.4853933,34.70643394,24124077
135.4881229,34.70644541,24073057.6
135.4908525,34.70645682,23924067.41
135.4935822,34.70646818,23543646.06
135.4963118,34.70647948,23143236.28
135.4990414,34.70649072,22528433.45
135.501771,34.70650192,18744886.86
135.5045007,34.70651306,10344762
135.5072303,34.70652415,4261775.33
135.50996,34.70653518,3580822.994
135.5126897,34.70654614,3504065.368
135.5154193,34.70655703,3524115.978
135.518149,34.70656786,3430088.655
135.5208787,34.70657863,3436636.07
135.5236083,34.70658933,3417776.194
135.526338,34.70659994,3232281.811
135.5290677,34.70661046,2740528.625
135.5317974,34.70662091,1997804.022
135.5345271,34.70663131,1550952.321
135.5372568,34.70664164,1403216.133
135.5399864,34.70665193,1174503.27
135.5427161,34.70666216,707312.7836
135.5454457,34.70667233,544336.4821
135.5481753,34.70668244,334353.7468
135.550905,34.70669249,260471.3138
135.5536346,34.70670248,443149.2838
135.5563643,34.7067124,303802.9901
135.5590939,34.70672227,164067.4205
135.5618236,34.70673208,159657.887
135.5645532,34.70674182,192571.6027
135.5672829,34.70675151,202120.142
135.5700125,34.70676113,-90495.05007
135.5727422,34.70677069,-7207.437314
135.5754719,34.7067802,55258.27225
135.5782015,34.70678965,133063.2724
135.5809312,34.70679905,533560.7901
135.5836608,34.70680839,2132108.666
135.5863905,34.70681767,6311125.56
135.5891201,34.70682688,9350754.913
135.5918498,34.70683603,11016185.22
135.5945794,34.70684512,11887372.51
135.5973091,34.70685414,12787357.42
135.6000388,34.70686311,302041.2415
135.3926044,34.7037536,3846273.431
135.3953339,34.70376725,3912806.992
135.3980634,34.70378084,3830432.108
135.4007929,34.70379435,3732215.9
135.4035224,34.70380777,3670962.781
135.4062518,34.70382113,3533671.307
135.4089813,34.70383442,3310836.685
135.4117108,34.70384765,3046814.621
135.4144402,34.7038608,2739492.938
135.4171697,34.70387388,2371974.225
135.4198992,34.7038869,2068876.895
135.4226286,34.70389986,23847943.94
135.4253581,34.70391275,24005127.38
135.4280876,34.70392558,24018063.03
135.4308171,34.70393834,24162452.12
135.4335465,34.70395104,24221156.29
135.436276,34.70396368,24256958.23
135.4390055,34.70397625,24210821.77
135.4417349,34.70398876,24106062.16
135.4444644,34.7040012,24051859.83
135.4471939,34.70401358,24106475.51
135.4499234,34.7040259,24150373.99
135.4526528,34.70403815,24627806.44
135.4553823,34.70405034,24737118.21
135.4581118,34.70406247,24887495.37
135.4608413,34.70407453,24988365.78
135.4635709,34.70408653,24921292.08
135.4663004,34.70409846,24896840.26
135.46903,34.70411033,25002516.01
135.4717595,34.70412214,25269755.55
135.4744891,34.70413389,25656366.32
135.4772187,34.70414558,25938847.17
135.4799482,34.70415723,25872452.62
135.4826777,34.70416882,25417037.25
135.4854073,34.70418034,25273989.19
135.4881368,34.70419181,25146500.93
135.4908664,34.70420323,24876517.97
135.4935959,34.70421458,24408230.55
135.4963255,34.70422588,23856310.4
135.4990551,34.70423712,23072532.04
135.5017846,34.70424831,19203491.58
135.5045142,34.70425945,10859153.2
135.5072438,34.70427053,4621030.518
135.5099734,34.70428155,3671910.978
135.5127029,34.70429251,3567712.048
135.5154325,34.70430339,3617893.974
135.5181621,34.70431421,3592909.94
135.5208917,34.70432497,3758260.888
135.5236213,34.70433567,3835712.518
135.526351,34.70434627,3468680.334
135.5290806,34.70435678,2844807.206
135.5318102,34.70436723,1851748.914
135.5345398,34.70437762,1566692.575
135.5372694,34.70438795,593518.1898
135.539999,34.70439824,442955.8575
135.5427285,34.70440848,353919.3144
135.5454581,34.70441865,167316.8224
135.5481877,34.70442877,137068.9007
135.5509172,34.70443882,75720.01516
135.5536468,34.70444881,81818.90509
135.5563764,34.70445874,80894.48917
135.5591059,34.7044686,13870.58287
135.5618355,34.70447841,414.1059171
135.5645651,34.70448816,58399.78295
135.5672947,34.70449784,104909.9247
135.5700242,34.70450747,-57783.50567
135.5727538,34.70451703,-6098.889923
135.5754834,34.70452654,138237.7464
135.578213,34.70453599,465473.439
135.5809426,34.70454539,896262.4821
135.5836722,34.70455472,4479899.221
135.5864017,34.704564,6924445.321
135.5891313,34.70457321,9295601.843
135.5918609,34.70458236,10709692.52
135.5945905,34.70459144,11642593.97
135.5973201,34.70460047,12751290.17
135.6000496,34.70460943,302041.2415
135.392621,34.7014999,4014191.464
135.3953504,34.70151355,4007854.935
135.3980798,34.70152715,3941321.375
135.4008092,34.70154066,3830432.108
135.4035386,34.70155408,3741720.694
135.406268,34.70156745,3643504.486
135.4089974,34.70158075,3453408.6
135.4117268,34.70159399,3243247.037
135.4144562,34.70160714,2984505.414
135.4171856,34.70162023,2639164.554
135.419915,34.70163326,2281150.635
135.4226443,34.70164622,24240074.9
135.4253737,34.70165912,24100577.44
135.4281031,34.70167195,24003189.12
135.4308325,34.70168471,24101573.55
135.4335619,34.70169742,24248969.76
135.4362913,34.70171006,24270924.11
135.4390207,34.70172263,24214015.89
135.4417501,34.70173514,24086100.79
135.4444795,34.70174759,23970251.95
135.4472089,34.70175997,24076285.44
135.4499383,34.70177229,24356973.4
135.4526677,34.70178455,24868485.39
135.4553971,34.70179674,24988225.76
135.4581265,34.70180887,25184089.12
135.460856,34.70182094,25344103.79
135.4635854,34.70183294,25489030.48
135.4663149,34.70184487,25649416.7
135.4690444,34.70185674,25800527.82
135.4717739,34.70186855,26004163.16
135.4745034,34.7018803,26275373
135.4772328,34.701892,26650778.2
135.4799623,34.70190364,26892436.97
135.4826918,34.70191522,26386186.98
135.4854213,34.70192674,26225968.26
135.4881508,34.70193821,25942204.31
135.4908802,34.70194963,25643133.83
135.4936097,34.70196098,25258156.12
135.4963392,34.70197228,24560515.28
135.4990687,34.70198351,23903872.83
135.5017982,34.7019947,20435079.46
135.5045277,34.70200584,12168497.92
135.5072572,34.70201691,5187738.707
135.5099867,34.70202793,3672219.116
135.5127162,34.70203887,3598390.629
135.5154458,34.70204975,3688183.398
135.5181753,34.70206056,3694678.354
135.5209048,34.70207131,3746371.247
135.5236343,34.702082,3668336.884
135.5263639,34.7020926,3419829.09
135.5290934,34.7021031,2904131.405
135.531823,34.70211355,1858155.943
135.5345525,34.70212393,1531763.935
135.5372821,34.70213427,550149.5588
135.5400116,34.70214456,340702.401
135.542741,34.7021548,228803.7638
135.5454705,34.70216498,19038.26669
135.5482,34.70217509,244628.0659
135.5509295,34.70218515,135844.6228
135.5536589,34.70219514,80894.48917
135.5563884,34.70220507,28901.73478
135.5591179,34.70221494,-101512.297
135.5618474,34.70222474,-219386.4285
135.5645769,34.70223449,-155794.1317
135.5673064,34.70224418,-39610.84307
135.5700359,34.7022538,-16139.6993
135.5727654,34.70226337,176616.0349
135.575495,34.70227287,273209.9749
135.5782245,34.70228233,871806.8105
135.580954,34.70229172,1041219.154
135.5836835,34.70230105,4505023.765
135.586413,34.70231032,7176878.446
135.5891425,34.70231953,8778612.91
135.591872,34.70232868,10224483.95
135.5946015,34.70233777,11798577.79
135.597331,34.70234679,13079855.17
135.6000605,34.70235576,480520.1569
135.3926375,34.69924621,4166268.173
135.3953668,34.69925986,3943433.551
135.3980962,34.69927346,4054322.818
135.4008255,34.69928698,3980396.64
135.4035548,34.69930041,3876899.991
135.4062841,34.69931378,3732215.9
135.4090135,34.69932708,3598092.691
135.4117428,34.69934033,3443903.806
135.4144721,34.69935349,3233742.242
135.4172014,34.69936658,25132177.4
135.4199307,34.69937961,24840163.32
135.4226601,34.69939258,24502695.53
135.4253894,34.69940548,24316791.35
135.4281187,34.69941832,24206381.56
135.430848,34.69943109,24258172.59
135.4335773,34.69944379,24341125.75
135.4363067,34.69945644,24322496
135.439036,34.69946902,24224447.51
135.4417653,34.69948153,24072512.63
135.4444946,34.69949397,23944901.92
135.4472239,34.69950636,24031909.73
135.4499532,34.69951869,24308283.74
135.4526826,34.69953094,25097841.96
135.4554119,34.69954314,25297326.35
135.4581413,34.69955527,25535472.33
135.4608706,34.69956734,25746720.68
135.4636,34.69957934,25988699.75
135.4663294,34.69959128,26236345.57
135.4690588,34.69960315,26421754.01
135.4717882,34.69961496,26616333.08
135.4745176,34.69962671,26802372.66
135.477247,34.6996384,26946891.86
135.4799765,34.69965004,27079849.11
135.4827059,34.69966162,26749001.38
135.4854353,34.69967314,26607007.93
135.4881647,34.69968461,26409823.41
135.4908941,34.69969602,26177622.76
135.4936235,34.69970738,25865377.03
135.4963529,34.69971867,25131090.24
135.4990823,34.69972991,24403248.99
135.5018118,34.69974109,21616170.89
135.5045412,34.69975222,15108692.75
135.5072706,34.69976329,7102908.151
135.5100001,34.6997743,3773667.735
135.5127295,34.69978524,3947969.422
135.515459,34.69979611,4016568.004
135.5181884,34.69980692,3950197.736
135.5209179,34.69981766,3592588.191
135.5236473,34.69982834,3289125.397
135.5263768,34.69983893,2918847.658
135.5291063,34.69984944,1901521.662
135.5318358,34.69985988,919395.0517
135.5345652,34.69987026,213144.6782
135.5372947,34.69988059,225640.8335
135.5400241,34.69989088,-118062.6917
135.5427535,34.69990112,-28088.15233
135.5454829,34.69991131,3170.188768
135.5482123,34.69992143,-78903.34681
135.5509417,34.69993148,-64788.33413
135.5536711,34.69994147,-67313.56755
135.5564005,34.6999514,-160457.8582
135.5591299,34.69996127,-96267.32397
135.5618593,34.69997108,-130703.693
135.5645888,34.69998082,-191936.8481
135.5673182,34.69999051,-187088.9901
135.5700476,34.70000014,135588.5058
135.5727771,34.7000097,320644.5325
135.5755065,34.70001921,564502.4197
135.5782359,34.70002866,1053458.266
135.5809654,34.70003805,1264255.088
135.5836948,34.70004738,4350503.519
135.5864242,34.70005665,6793968.283
135.5891537,34.70006586,8679875.515
135.5918831,34.70007501,10271482
135.5946125,34.70008409,11844662.99
135.597342,34.70009312,13657869.92
135.6000714,34.70010208,801570.9869
135.392654,34.69699253,4882296.011
135.3953833,34.69700619,3943433.551
135.3981125,34.69701979,4054322.818
135.4008418,34.69703331,3980396.64
135.403571,34.69704674,3876899.991
135.4063003,34.69706012,3732215.9
135.4090295,34.69707343,3598092.691
135.4117588,34.69708667,3443903.806
135.414488,34.69709984,25560867.06
135.4172173,34.69711294,25216656.23
135.4199465,34.69712597,24935821.57
135.4226758,34.69713894,24736734.31
135.425405,34.69715185,24552122.81
135.4281342,34.69716469,24401624.94
135.4308635,34.69717746,24389308.11
135.4335927,34.69719017,24409261.96
135.436322,34.69720282,24363906.82
135.4390512,34.6972154,24269307.98
135.4417805,34.69722791,24219727.73
135.4445097,34.69724036,24147912.65
135.4472389,34.69725275,24141678.48
135.4499682,34.69726508,24349882.46
135.4526974,34.69727734,25180205.92
135.4554267,34.69728954,25459534.42
135.4581559,34.69730168,25737886.78
135.4608852,34.69731375,26035096
135.4636145,34.69732575,26368599.58
135.4663439,34.69733768,26777133.98
135.4690732,34.69734955,27068236.78
135.4718026,34.69736136,27390523.65
135.4745319,34.69737311,27615453.31
135.4772612,34.69738481,27700471.87
135.4799906,34.69739645,27711903.77
135.4827199,34.69740802,27328888.84
135.4854493,34.69741954,27190527.36
135.4881786,34.69743101,27134532.49
135.490908,34.69744242,27141742.07
135.4936373,34.69745377,26906659.34
135.4963666,34.69746507,26163987.73
135.499096,34.6974763,25485708.21
135.5018253,34.69748748,22907579.79
135.5045547,34.69749861,16998543.15
135.5072841,34.69750967,9382387.807
135.5100134,34.69752067,4062085.797
135.5127428,34.69753161,3924607.656
135.5154722,34.69754247,4048979.686
135.5182015,34.69755328,3860837.987
135.5209309,34.69756402,3436969.476
135.5236603,34.69757469,3025573.308
135.5263897,34.69758529,2080025.845
135.5291191,34.69759579,1326696.208
135.5318485,34.69760623,210690.8188
135.5345779,34.69761662,114453.6286
135.5373073,34.69762695,78275.44397
135.5400366,34.69763723,680471.2653
135.5427659,34.69764747,488638.8672
135.5454953,34.69765765,433897.2576
135.5482246,34.69766777,301163.981
135.5509539,34.69767782,87616.47737
135.5536832,34.69768781,-63200.048
135.5564126,34.69769774,-185300.4566
135.5591419,34.69770761,-212090.0148
135.5618713,34.69771741,-208253.0136
135.5646006,34.69772716,-142487.367
135.56733,34.69773685,-32095.26712
135.5700593,34.69774647,342574.9831
135.5727887,34.69775604,544841.6711
135.575518,34.69776554,617288.0533
135.5782474,34.69777499,1403601.37
135.5809767,34.69778438,3676409.008
135.5837061,34.69779371,5759684.859
135.5864355,34.69780298,7687620.842
135.5891648,34.69781219,9357074.408
135.5918942,34.69782133,10833197.31
135.5946236,34.69783042,12616280.18
135.5973529,34.69783944,14338614.75
135.6000823,34.6978484,1176482.318
135.3926705,34.69473885,4882296.011
135.3953997,34.69475252,4253923.499
135.3981289,34.69476612,3774459.43
135.4008581,34.69477964,3887460.873
135.4035873,34.69479308,3850497.784
135.4063164,34.69480646,3743832.87
135.4090456,34.69481977,3678355.399
135.4117748,34.69483302,26107811.27
135.4145039,34.69484619,25955086.87
135.4172331,34.69485929,25637197.04
135.4199623,34.69487233,25242990.98
135.4226914,34.69488531,25066126.58
135.4254206,34.69489822,24914352.3
135.4281498,34.69491105,24727397.89
135.430879,34.69492383,24611412.28
135.4336081,34.69493654,24511649.34
135.4363373,34.69494919,24414892.49
135.4390665,34.69496178,24335813.31
135.4417956,34.69497429,24339319.33
135.4445248,34.69498674,24344730.54
135.447254,34.69499914,24366153.68
135.4499831,34.69501147,24431415.18
135.4527123,34.69502373,25057953.81
135.4554415,34.69503594,25431401.97
135.4581706,34.69504808,25861288.62
135.4608998,34.69506016,26311686.89
135.463629,34.69507216,26794290.89
135.4663583,34.69508409,27307212.84
135.4690876,34.69509596,27710329.55
135.4718169,34.69510777,28009457.49
135.4745462,34.69511951,28159801.57
135.4772754,34.69513121,28216300.93
135.4800047,34.69514285,28067596.68
135.482734,34.69515442,27989990.04
135.4854633,34.69516594,28077679.86
135.4881925,34.6951774,28245827.33
135.4909218,34.69518881,28365008.26
135.4936511,34.69520017,27988758.98
135.4963804,34.69521146,27236674.56
135.4991096,34.69522269,26658134.84
135.5018389,34.69523387,24818623.76
135.5045682,34.69524499,19540384.24
135.5072975,34.69525605,10535634.89
135.5100268,34.69526705,4228619.67
135.5127561,34.69527798,3975554.117
135.5154854,34.69528884,3725619.873
135.5182147,34.69529964,3454933.177
135.520944,34.69531038,2479975.156
135.5236733,34.69532105,2028770.84
135.5264026,34.69533164,1965249.042
135.5291319,34.69534215,1983637.05
135.5318612,34.6953526,1707413.795
135.5345905,34.69536298,1794326.037
135.5373198,34.69537331,1844191.11
135.5400491,34.69538359,2139906.023
135.5427783,34.69539383,1620841.281
135.5455076,34.695404,1575104.357
135.5482369,34.69541411,1202816.999
135.5509661,34.69542416,694840.471
135.5536954,34.69543415,324367.3514
135.5564246,34.69544407,313212.0486
135.5591539,34.69545394,365347.725
135.5618832,34.69546375,73607.86946
135.5646124,34.69547349,-101421.3966
135.5673417,34.69548318,86599.23706
135.570071,34.69549281,439160.6464
135.5728003,34.69550237,544841.6711
135.5755296,34.69551188,617288.0533
135.5782588,34.69552132,1409937.899
135.5809881,34.69553071,3718652.539
135.5837174,34.69554004,5780806.624
135.5864467,34.69554931,7663330.813
135.589176,34.69555851,9329616.113
135.5919053,34.69556766,10870160.39
135.5946346,34.69557674,12802151.72
135.5973639,34.69558576,14697684.76
135.6000932,34.69559472,1569347.15
135.3926871,34.69248518,5254039.078
135.3954162,34.69249885,5203346.841
135.3981453,34.69251245,4898137.335
135.4008744,34.69252597,4350027.53
135.4036035,34.69253942,4023696.259
135.4063326,34.6925528,3839936.902
135.4090617,34.69256611,3724823.282
135.4117908,34.69257937,26665298.59
135.4145199,34.69259254,26634207.42
135.417249,34.69260565,26198693.27
135.419978,34.69261869,25798788.39
135.4227071,34.69263167,25343906.35
135.4254362,34.69264458,25175700.36
135.4281653,34.69265742,25036124.91
135.4308944,34.6926702,24884423.05
135.4336235,34.69268291,24721637.37
135.4363526,34.69269557,24605059.09
135.4390817,34.69270815,24523454.68
135.4418108,34.69272067,24507991.38
135.4445399,34.69273313,24529230.4
135.447269,34.69274552,24566109.33
135.4499981,34.69275786,24618568.04
135.4527272,34.69277013,24977573.68
135.4554562,34.69278234,25304166.13
135.4581853,34.69279448,25838818.68
135.4609144,34.69280657,26454876.9
135.4636436,34.69281857,27144660.79
135.4663728,34.6928305,27813466.29
135.469102,34.69284236,28234810.85
135.4718312,34.69285417,28464645.5
135.4745604,34.69286592,28549655.2
135.4772896,34.69287761,28567637.55
135.4800189,34.69288925,28631963.27
135.4827481,34.69290082,28824980.52
135.4854773,34.69291234,29109249.33
135.4882065,34.6929238,29290290.37
135.4909357,34.69293521,29212683.21
135.4936649,34.69294656,28721740.85
135.4963941,34.69295785,27839385.08
135.4991233,34.69296908,26956422.34
135.5018525,34.69298025,24797291.74
135.5045817,34.69299137,20293395.59
135.5073109,34.69300242,10887312.28
135.5100401,34.69301342,4867553.065
135.5127693,34.69302435,4818312.545
135.5154986,34.69303521,4554649.155
135.5182278,34.693046,3668263.005
135.520957,34.69305674,2253972.269
135.5236863,34.69306741,2075238.723
135.5264155,34.693078,2620023.761
135.5291447,34.69308851,3089361.455
135.5318739,34.69309896,3011682.792
135.5346032,34.69310934,3193642.977
135.5373324,34.69311967,3200208.432
135.5400616,34.69312995,2761942.006
135.5427908,34.69314018,2544918.506
135.5455199,34.69315035,2539312.935
135.5482491,34.69316045,1994883.191
135.5509783,34.6931705,1437270.516
135.5537075,34.69318049,1042507.366
135.5564367,34.69319041,1148577.86
135.5591659,34.69320028,1646382.781
135.5618951,34.69321008,678746.4406
135.5646243,34.69321983,134086.2847
135.5673535,34.69322951,270358.5938
135.5700827,34.69323914,498301.5888
135.5728119,34.6932487,957409.1645
135.5755411,34.69325821,1452738.15
135.5782703,34.69326765,2362740.543
135.5809995,34.69327704,5136131.083
135.5837287,34.69328637,6978151.117
135.586458,34.69329563,8616298.239
135.5891872,34.69330484,10191128.56
135.5919164,34.69331398,12030743.2
135.5946456,34.69332306,14239487.38
135.5973748,34.69333208,15838936.52
135.6001041,34.69334104,1711919.064
135.3927036,34.69023154,5467368.906
135.3954326,34.6902452,5276216.931
135.3981616,34.6902588,5188561.606
135.4008907,34.69027232,5160047.223
135.4036197,34.69028577,4624610.477
135.4063487,34.69029915,4242306.528
135.4090777,34.69031247,26863365
135.4118068,34.69032572,27104299.24
135.4145358,34.6903389,26981016.49
135.4172648,34.69035201,26745926.61
135.4199938,34.69036505,26265511.73
135.4227228,34.69037804,25584238.72
135.4254519,34.69039095,25368341.91
135.4281809,34.69040379,25191075.74
135.4309099,34.69041657,25034034.25
135.4336389,34.69042929,24871177.03
135.4363679,34.69044194,24763757.98
135.439097,34.69045453,24709679.37
135.441826,34.69046705,24696493.29
135.444555,34.69047951,24719333.12
135.447284,34.69049191,24759105.55
135.450013,34.69050424,24742318.59
135.452742,34.69051651,24955395.83
135.455471,34.69052872,25355914.46
135.4582001,34.69054087,25921193.56
135.4609291,34.69055296,26600617.08
135.4636582,34.69056496,27299905.76
135.4663873,34.69057689,27906402.06
135.4691164,34.69058876,28291839.61
135.4718456,34.69060056,28491047.7
135.4745747,34.69061231,28605627.88
135.4773039,34.690624,28666909.85
135.480033,34.69063564,29000538.07
135.4827621,34.69064722,29200947.94
135.4854913,34.69065873,29480992.4
135.4882204,34.69067019,29536358.94
135.4909495,34.6906816,29285553.3
135.4936786,34.69069295,28731245.65
135.4964078,34.69070423,27884796.87
135.4991369,34.69071546,26995497.61
135.501866,34.69072663,24847983.98
135.5045952,34.69073774,20404284.85
135.5073243,34.6907488,12149387.36
135.5100535,34.69075979,5159287.617
135.5127826,34.69077071,5032826.286
135.5155118,34.69078157,4160263.594
135.5182409,34.69079236,3249091.764
135.5209701,34.6908031,1753194.495
135.5236992,34.69081377,1740991.412
135.5264284,34.69082436,2294283.968
135.5291575,34.69083487,2877458.544
135.5318867,34.69084532,2483827.286
135.5346158,34.6908557,2696978.255
135.537345,34.69086603,2743424.25
135.5400741,34.69087631,2887163.555
135.5428032,34.69088653,2860094.505
135.5455323,34.6908967,2448657.972
135.5482614,34.69090679,2061971.244
135.5509905,34.69091684,1840527.603
135.5537196,34.69092682,1756244.637
135.5564487,34.69093675,2095122.599
135.5591778,34.69094661,1319647.166
135.561907,34.69095642,853087.0064
135.5646361,34.69096616,1029541.235
135.5673652,34.69097585,1203138.718
135.5700943,34.69098547,858242.4731
135.5728235,34.69099503,1290431.238
135.5755526,34.69100454,2531251.169
135.5782818,34.69101399,3705186.273
135.5810109,34.69102337,6158308.347
135.58374,34.6910327,7946591.551
135.5864692,34.69104196,9553003.399
135.5891983,34.69105117,11384340.99
135.5919275,34.69106031,13344981.88
135.5946566,34.69106939,15441375.23
135.5973858,34.69107841,16615785.38
135.6001149,34.69108736,1818583.978
135.3927201,34.68797791,5795812.354
135.395449,34.68799157,5466312.817
135.398178,34.68800517,5330077.432
135.4009069,34.68801869,5381825.757
135.4036359,34.68803213,4963614.807
135.4063648,34.68804551,4511609.033
135.4090938,34.68805883,27040787.83
135.4118227,34.68807209,27184561.95
135.4145517,34.68808527,26994745.64
135.4172806,34.68809838,26780777.52
135.4200096,34.68811142,25963018.3
135.4227385,34.68812441,25685623.2
135.4254675,34.68813732,25433819.38
135.4281964,34.68815017,25239655.8
135.4309254,34.68816295,25083670.4
135.4336543,34.68817567,24868008.76
135.4363833,34.68818832,24737355.78
135.4391122,34.68820091,24709679.37
135.4418411,34.68821343,24696493.29
135.4445701,34.68822589,24719333.12
135.447299,34.68823829,24759105.55
135.450028,34.68825062,24929116.57
135.4527569,34.68826289,25147825.05
135.4554859,34.6882751,25481330.9
135.4582148,34.68828724,26014946.27
135.4609438,34.68829933,26657477.48
135.4636728,34.68831134,27325137.78
135.4664018,34.68832327,27993079.47
135.4691309,34.68833514,28462237.98
135.47186,34.68834695,28692040.78
135.474589,34.6883587,28764579.89
135.4773181,34.68837039,28811187.4
135.4800471,34.68838203,29267415.64
135.4827762,34.6883936,29498135.52
135.4855053,34.68840512,29695322.44
135.4882343,34.68841658,29738089.42
135.4909634,34.68842798,29258106.86
135.4936924,34.68843933,28541950.37
135.4964215,34.68845061,27489586.57
135.4991505,34.68846184,26520565.84
135.5018796,34.68847301,24086357.36
135.5046087,34.68848412,19473500.07
135.5073377,34.68849517,11802848.35
135.5100668,34.68850615,4736305.08
135.5127959,34.68851708,4232095.574
135.5155249,34.68852793,2926540.107
135.518254,34.68853873,2115799.687
135.5209831,34.68854946,1150694.964
135.5237122,34.68856014,1120651.575
135.5264413,34.68857072,1737963.096
135.5291703,34.68858123,2559205.18
135.5318994,34.68859168,2503131.839
135.5346285,34.68860206,2502833.433
135.5373575,34.68861239,2526739.053
135.5400866,34.68862267,1802838.889
135.5428156,34.68863288,2178358.221
135.5455446,34.68864304,2057133.586
135.5482737,34.68865314,1924743.479
135.5510027,34.68866318,1898585.703
135.5537317,34.68867316,1901172.721
135.5564608,34.68868309,1878545.293
135.5591898,34.68869295,1368667.037
135.5619189,34.68870275,1301018.14
135.5646479,34.6887125,1481794.849
135.567377,34.68872218,1517292.173
135.570106,34.68873181,1697438.275
135.5728351,34.68874137,2950080.319
135.5755641,34.68875087,3730952.705
135.5782932,34.68876032,5401456.805
135.5810223,34.6887697,7788935.974
135.5837514,34.68877903,9239845.283
135.5864804,34.68878829,10731602.26
135.5892095,34.68879749,12453567.19
135.5919386,34.68880664,14368435.87
135.5946677,34.68881572,15876959.64
135.5973967,34.68882473,17315336.58
135.6001258,34.68883369,1850266.626
135.3900077,34.68571058,6490718.427
135.3927366,34.68572429,5972179.092
135.3954655,34.68573794,5590931.232
135.3981943,34.68575153,5457864.111
135.4009232,34.68576505,5392386.639
135.4036521,34.6857785,5052326.221
135.406381,34.68579188,27475816.36
135.4091099,34.6858052,27601399.66
135.4118387,34.68581845,27350960.83
135.4145676,34.68583163,27107507.1
135.4172965,34.68584474,27028386.28
135.4200253,34.68585779,26168092.96
135.4227542,34.68587078,25740982.92
135.4254831,34.6858837,25426741.81
135.428212,34.68589654,25179915.39
135.4309408,34.68590932,25042686.47
135.4336697,34.68592204,24926663.47
135.4363986,34.6859347,24839139.21
135.4391275,34.68594729,24800328.48
135.4418563,34.68595981,24842257.88
135.4445852,34.68597227,24888433.57
135.4473141,34.68598467,24942677.23
135.4500429,34.685997,25162901.17
135.4527718,34.68600927,25441804.58
135.4555007,34.68602148,25694916.34
135.4582296,34.68603362,26112956.91
135.4609585,34.6860457,26608483.18
135.4636874,34.68605771,27205417.23
135.4664164,34.68606965,27836134.4
135.4691454,34.68608152,28308582.04
135.4718743,34.68609333,28587284.93
135.4746033,34.68610509,28676812.84
135.4773323,34.68611678,28764607.04
135.4800613,34.68612842,29055471.92
135.4827903,34.68613999,29301605.94
135.4855193,34.6861515,29609229.57
135.4882483,34.68616296,29629487.85
135.4909772,34.68617437,28951567.87
135.4937062,34.68618571,27028648.83
135.4964352,34.68619699,25246394.01
135.4991642,34.68620822,23538205.17
135.5018932,34.68621938,20194288.95
135.5046221,34.68623049,14130053.88
135.5073511,34.68624153,8592896.01
135.5100801,34.68625252,2952291.129
135.5128091,34.68626344,3159577.864
135.5155381,34.6862743,2352925.228
135.5182671,34.68628509,1400030.816
135.5209961,34.68629583,901863.8415
135.5237251,34.6863065,888023.454
135.5264541,34.68631709,1449173.737
135.5291831,34.6863276,2006976.928
135.5319121,34.68633804,2376245.703
135.5346411,34.68634842,2037571.337
135.5373701,34.68635875,1517386.391
135.540099,34.68636902,397768.1217
135.542828,34.68637923,1053777.788
135.5455569,34.68638939,1628043.415
135.5482859,34.68639948,1714561.952
135.5510149,34.68640952,1670900.249
135.5537438,34.6864195,1517583.758
135.5564728,34.68642942,1476335.58
135.5592018,34.68643929,1503438.581
135.5619307,34.68644909,1707053.166
135.5646597,34.68645883,1870994.249
135.5673887,34.68646852,1661607.39
135.5701177,34.68647814,2480846.479
135.5728467,34.6864877,4827362.113
135.5755757,34.68649721,5838830.596
135.5783047,34.68650665,7274942.393
135.5810337,34.68651604,9115435.831
135.5837627,34.68652536,10291137.26
135.5864917,34.68653462,11753048.81
135.5892207,34.68654382,13430658.04
135.5919497,34.68655296,15349593.86
135.5946787,34.68656204,16377969.07
135.5974077,34.68657106,17947501.35
135.6001367,34.68658002,1957987.628
135.3900243,34.68345696,6281612.952
135.3927531,34.68347067,5865514.178
135.3954819,34.68348432,5578258.173
135.3982107,34.68349791,5419844.934
135.4009395,34.68351142,5308955.667
135.4036683,34.68352486,5015363.132
135.4063971,34.68353824,27845696.32
135.4091259,34.68355156,27610399.75
135.4118547,34.68356482,27429547.02
135.4145835,34.683578,27292082.56
