右上経度,右上緯度,左下経度,左下緯度,メッシュあたり賦存量MJ/y
135.555,34.7146,135.5522,34.7123,624813.4549
135.5577,34.7146,135.5549,34.7123,475229.4841
135.5604,34.7146,135.5577,34.7124,347981.7931
135.5632,34.7146,135.5604,34.7124,239260.1348
135.5659,34.7146,135.5631,34.7124,175234.8171
135.5686,34.7146,135.5659,34.7124,171133.4222
135.5714,34.7146,135.5686,34.7124,133555.5425
135.5741,34.7147,135.5713,34.7124,10657.08665
135.5768,34.7147,135.5741,34.7124,-20821.90319
135.5796,34.7147,135.5768,34.7124,46510.14175
135.5823,34.7147,135.5795,34.7124,113349.9166
135.585,34.7147,135.5822,34.7124,314545.6426
135.5877,34.7147,135.585,34.7125,1144543.271
135.5905,34.7147,135.5877,34.7125,4104808.151
135.5932,34.7147,135.5904,34.7125,5685807.121
135.5959,34.7147,135.5932,34.7125,6947954.051
135.5987,34.7147,135.5959,34.7125,10733408.04
135.6014,34.7148,135.5986,34.7125,26402.20642
135.3939,34.7116,135.3912,34.7094,4743948.45
135.3967,34.7117,135.3939,34.7094,4221184.763
135.3994,34.7117,135.3966,34.7094,3901190.021
135.4021,34.7117,135.3994,34.7094,3723767.194
135.4049,34.7117,135.4021,34.7094,3664626.251
135.4076,34.7117,135.4048,34.7095,3628719.25
135.4103,34.7117,135.4075,34.7095,3457632.953
135.413,34.7117,135.4103,34.7095,3056319.415
135.4158,34.7117,135.413,34.7095,2534611.816
135.4185,34.7118,135.4157,34.7095,2073101.248
135.4212,34.7118,135.4185,34.7095,1899902.774
135.424,34.7118,135.4212,34.7095,1831257.037
135.4267,34.7118,135.4239,34.7095,1831257.037
135.4294,34.7118,135.4267,34.7096,1831257.037
135.4322,34.7118,135.4294,34.7096,23250165.9
135.4349,34.7118,135.4321,34.7096,23418195.37
135.4376,34.7119,135.4348,34.7096,23617087.56
135.4403,34.7119,135.4376,34.7096,23862305.75
135.4431,34.7119,135.4403,34.7096,23869625.92
135.4458,34.7119,135.443,34.7096,23801136.48
135.4485,34.7119,135.4458,34.7096,23785981.32
135.4513,34.7119,135.4485,34.7097,23801189.09
135.454,34.7119,135.4512,34.7097,23738480.02
135.4567,34.7119,135.454,34.7097,23630077.15
135.4595,34.7119,135.4567,34.7097,23603547.47
135.4622,34.712,135.4594,34.7097,23693998.17
135.4649,34.712,135.4621,34.7097,23828481.9
135.4676,34.712,135.4649,34.7097,23840590.38
135.4704,34.712,135.4676,34.7097,23593531.03
135.4731,34.712,135.4703,34.7098,23378776.17
135.4758,34.712,135.4731,34.7098,23310337.38
135.4786,34.712,135.4758,34.7098,23299180.5
135.4813,34.712,135.4785,34.7098,23295992.21
135.484,34.7121,135.4812,34.7098,23381027.33
135.4868,34.7121,135.484,34.7098,23194543.79
135.4895,34.7121,135.4867,34.7098,22860502.77
135.4922,34.7121,135.4894,34.7098,23114486.55
135.4949,34.7121,135.4922,34.7098,22682914.57
135.4977,34.7121,135.4949,34.7099,22090443.55
135.5004,34.7121,135.4976,34.7099,20427357.93
135.5031,34.7121,135.5004,34.7099,15772026.12
135.5059,34.7121,135.5031,34.7099,8100101.589
135.5086,34.7122,135.5058,34.7099,2782572.865
135.5113,34.7122,135.5085,34.7099,2011787.393
135.514,34.7122,135.5113,34.7099,2036296.586
135.5168,34.7122,135.514,34.7099,1939225.88
135.5195,34.7122,135.5167,34.7099,2080962.355
135.5222,34.7122,135.5195,34.71,2571421.783
135.525,34.7122,135.5222,34.71,2741391.256
135.5277,34.7122,135.5249,34.71,2715825.976
135.5304,34.7122,135.5277,34.71,2452858.513
135.5332,34.7123,135.5304,34.71,2250281.539
135.5359,34.7123,135.5331,34.71,1818447.409
135.5386,34.7123,135.5358,34.71,1423932.1
135.5413,34.7123,135.5386,34.71,1373733.183
135.5441,34.7123,135.5413,34.71,1648695.174
135.5468,34.7123,135.544,34.7101,1231026.592
135.5495,34.7123,135.5468,34.7101,638025.502
135.5523,34.7123,135.5495,34.7101,630026.3702
135.555,34.7123,135.5522,34.7101,701001.5216
135.5577,34.7123,135.555,34.7101,494043.6915
135.5605,34.7124,135.5577,34.7101,274988.7452
135.5632,34.7124,135.5604,34.7101,180990.1001
135.5659,34.7124,135.5631,34.7101,152344.4824
135.5686,34.7124,135.5659,34.7101,143720.359
135.5714,34.7124,135.5686,34.7101,-24887.8298
135.5741,34.7124,135.5713,34.7102,-243147.6711
135.5768,34.7124,135.5741,34.7102,-128072.9298
135.5796,34.7124,135.5768,34.7102,-12998.1886
135.5823,34.7124,135.5795,34.7102,75772.0368
135.585,34.7124,135.5823,34.7102,502435.0414
135.5878,34.7125,135.585,34.7102,3072818.184
135.5905,34.7125,135.5877,34.7102,5770691.793
135.5932,34.7125,135.5904,34.7102,8170185.794
135.5959,34.7125,135.5932,34.7102,9240174.486
135.5987,34.7125,135.5959,34.7102,10360049.3
135.6014,34.7125,135.5986,34.7102,96104.03137
135.394,34.7094,135.3912,34.7071,4192670.38
135.3967,34.7094,135.3939,34.7071,3835712.549
135.3994,34.7094,135.3966,34.7072,3707925.87
135.4021,34.7094,135.3994,34.7072,3703701.517
135.4049,34.7094,135.4021,34.7072,3703701.517
135.4076,34.7095,135.4048,34.7072,3580139.191
135.4103,34.7095,135.4076,34.7072,3312948.862
135.4131,34.7095,135.4103,34.7072,2939093.619
135.4158,34.7095,135.413,34.7072,2531443.552
135.4185,34.7095,135.4158,34.7073,2126961.749
135.4213,34.7095,135.4185,34.7073,1898846.686
135.424,34.7095,135.4212,34.7073,1859771.42
135.4267,34.7095,135.4239,34.7073,1831257.037
135.4294,34.7096,135.4267,34.7073,23439404.33
135.4322,34.7096,135.4294,34.7073,23607433.8
135.4349,34.7096,135.4321,34.7073,23795052.63
135.4376,34.7096,135.4349,34.7073,23937671.94
135.4404,34.7096,135.4376,34.7074,24016679.43
135.4431,34.7096,135.4403,34.7074,24084353.43
135.4458,34.7096,135.443,34.7074,24146732.7
135.4486,34.7096,135.4458,34.7074,24211945.35
135.4513,34.7097,135.4485,34.7074,24234601.05
135.454,34.7097,135.4512,34.7074,24190340.75
135.4567,34.7097,135.454,34.7074,24227495.93
135.4595,34.7097,135.4567,34.7074,24198853.31
135.4622,34.7097,135.4594,34.7075,24152169.26
135.4649,34.7097,135.4622,34.7075,24108605.83
135.4677,34.7097,135.4649,34.7075,24068386.08
135.4704,34.7097,135.4676,34.7075,24024637.47
135.4731,34.7098,135.4703,34.7075,23964588.02
135.4758,34.7098,135.4731,34.7075,23904474.68
135.4786,34.7098,135.4758,34.7075,23838878.74
135.4813,34.7098,135.4785,34.7075,23720447.11
135.484,34.7098,135.4813,34.7075,23467969.46
135.4868,34.7098,135.484,34.7076,23286652.29
135.4895,34.7098,135.4867,34.7076,23018691.52
135.4922,34.7098,135.4895,34.7076,22745018.6
135.495,34.7098,135.4922,34.7076,22554964.69
135.4977,34.7099,135.4949,34.7076,22270586.08
135.5004,34.7099,135.4976,34.7076,21436319.59
135.5031,34.7099,135.5004,34.7076,17338012.6
135.5059,34.7099,135.5031,34.7076,9213201.883
135.5086,34.7099,135.5058,34.7077,3449603.126
135.5113,34.7099,135.5086,34.7077,2837118.136
135.5141,34.7099,135.5113,34.7077,3222081.527
135.5168,34.7099,135.514,34.7077,3088135.222
135.5195,34.7099,135.5167,34.7077,2923033.133
135.5223,34.71,135.5195,34.7077,3178072.806
135.525,34.71,135.5222,34.7077,3204572.703
135.5277,34.71,135.5249,34.7077,3027238.853
135.5304,34.71,135.5277,34.7077,2671589.817
135.5332,34.71,135.5304,34.7077,2200027.189
135.5359,34.71,135.5331,34.7078,1575372.13
135.5386,34.71,135.5359,34.7078,1228063.94
135.5414,34.71,135.5386,34.7078,1265341.957
135.5441,34.71,135.5413,34.7078,1206881.408
135.5468,34.7101,135.544,34.7078,749938.7995
135.5495,34.7101,135.5468,34.7078,546853.0014
135.5523,34.7101,135.5495,34.7078,374958.4558
135.555,34.7101,135.5522,34.7078,292221.4875
135.5577,34.7101,135.555,34.7078,227535.7101
135.5605,34.7101,135.5577,34.7078,166267.0869
135.5632,34.7101,135.5604,34.7079,124315.1419
135.5659,34.7101,135.5632,34.7079,122590.3172
135.5687,34.7101,135.5659,34.7079,157827.095
135.5714,34.7101,135.5686,34.7079,-165034.5323
135.5741,34.7102,135.5713,34.7079,-102076.5526
135.5768,34.7102,135.5741,34.7079,-41027.5291
135.5796,34.7102,135.5768,34.7079,58399.78295
135.5823,34.7102,135.5795,34.7079,222017.6292
135.585,34.7102,135.5823,34.7079,858932.6291
135.5878,34.7102,135.585,34.7079,4485573.507
135.5905,34.7102,135.5877,34.708,7617392.68
135.5932,34.7102,135.5905,34.708,10613082.99
135.596,34.7102,135.5932,34.708,12255203.89
135.5987,34.7102,135.5959,34.708,13266698.42
135.6014,34.7102,135.5986,34.708,179535.0037
135.394,34.7071,135.3912,34.7049,3844161.255
135.3967,34.7071,135.3939,34.7049,3787132.489
135.3994,34.7072,135.3967,34.7049,3750169.4
135.4022,34.7072,135.3994,34.7049,3707925.87
135.4049,34.7072,135.4021,34.7049,3704757.605
135.4076,34.7072,135.4048,34.7049,3533671.307
135.4104,34.7072,135.4076,34.705,3255920.096
135.4131,34.7072,135.4103,34.705,2914803.589
135.4158,34.7072,135.413,34.705,2565238.376
135.4185,34.7073,135.4158,34.705,2230458.398
135.4213,34.7073,135.4185,34.705,1966436.334
135.424,34.7073,135.4212,34.705,1854490.979
135.4267,34.7073,135.424,34.705,23628334.62
135.4295,34.7073,135.4267,34.7051,23801697
135.4322,34.7073,135.4294,34.7051,23952741.42
135.4349,34.7073,135.4321,34.7051,23956307.56
135.4376,34.7073,135.4349,34.7051,23951075.97
135.4404,34.7074,135.4376,34.7051,23979522.42
135.4431,34.7074,135.4403,34.7051,23929201.88
135.4458,34.7074,135.4431,34.7051,23849687.09
135.4486,34.7074,135.4458,34.7051,23843396.55
135.4513,34.7074,135.4485,34.7052,23988728.99
135.454,34.7074,135.4513,34.7052,24489147.84
135.4568,34.7074,135.454,34.7052,24591332.58
135.4595,34.7074,135.4567,34.7052,24780430.29
135.4622,34.7075,135.4594,34.7052,24815334.71
135.4649,34.7075,135.4622,34.7052,24708324.93
135.4677,34.7075,135.4649,34.7052,24583603.62
135.4704,34.7075,135.4676,34.7052,24601524.51
135.4731,34.7075,135.4704,34.7052,24726347.24
135.4759,34.7075,135.4731,34.7053,24852470.15
135.4786,34.7075,135.4758,34.7053,24819826.86
135.4813,34.7075,135.4785,34.7053,24629293.08
135.4841,34.7075,135.4813,34.7053,24218811.02
135.4868,34.7076,135.484,34.7053,24124077
135.4895,34.7076,135.4867,34.7053,24073057.6
135.4922,34.7076,135.4895,34.7053,23924067.41
135.495,34.7076,135.4922,34.7053,23543646.06
135.4977,34.7076,135.4949,34.7054,23143236.28
135.5004,34.7076,135.4977,34.7054,22528433.45
135.5032,34.7076,135.5004,34.7054,18744886.86
135.5059,34.7076,135.5031,34.7054,10344762
135.5086,34.7077,135.5058,34.7054,4261775.33
135.5113,34.7077,135.5086,34.7054,3580822.994
135.5141,34.7077,135.5113,34.7054,3504065.368
135.5168,34.7077,135.514,34.7054,3524115.978
135.5195,34.7077,135.5168,34.7054,3430088.655
135.5223,34.7077,135.5195,34.7055,3436636.07
135.525,34.7077,135.5222,34.7055,3417776.194
135.5277,34.7077,135.525,34.7055,3232281.811
135.5305,34.7077,135.5277,34.7055,2740528.625
135.5332,34.7077,135.5304,34.7055,1997804.022
135.5359,34.7078,135.5331,34.7055,1550952.321
135.5386,34.7078,135.5359,34.7055,1403216.133
135.5414,34.7078,135.5386,34.7055,1174503.27
135.5441,34.7078,135.5413,34.7055,707312.7836
135.5468,34.7078,135.5441,34.7055,544336.4821
135.5496,34.7078,135.5468,34.7056,334353.7468
135.5523,34.7078,135.5495,34.7056,260471.3138
135.555,34.7078,135.5522,34.7056,443149.2838
135.5578,34.7078,135.555,34.7056,303802.9901
135.5605,34.7078,135.5577,34.7056,164067.4205
135.5632,34.7079,135.5604,34.7056,159657.887
135.5659,34.7079,135.5632,34.7056,192571.6027
135.5687,34.7079,135.5659,34.7056,202120.142
135.5714,34.7079,135.5686,34.7056,-90495.05007
135.5741,34.7079,135.5714,34.7056,-7207.437314
135.5769,34.7079,135.5741,34.7057,55258.27225
135.5796,34.7079,135.5768,34.7057,133063.2724
135.5823,34.7079,135.5795,34.7057,533560.7901
135.585,34.7079,135.5823,34.7057,2132108.666
135.5878,34.7079,135.585,34.7057,6311125.56
135.5905,34.708,135.5877,34.7057,9350754.913
135.5932,34.708,135.5905,34.7057,11016185.22
135.596,34.708,135.5932,34.7057,11887372.51
135.5987,34.708,135.5959,34.7057,12787357.42
135.6014,34.708,135.5987,34.7057,302041.2415
135.394,34.7049,135.3912,34.7026,3846273.431
135.3967,34.7049,135.3939,34.7026,3912806.992
135.3994,34.7049,135.3967,34.7027,3830432.108
135.4022,34.7049,135.3994,34.7027,3732215.9
135.4049,34.7049,135.4021,34.7027,3670962.781
135.4076,34.7049,135.4049,34.7027,3533671.307
135.4104,34.705,135.4076,34.7027,3310836.685
135.4131,34.705,135.4103,34.7027,3046814.621
135.4158,34.705,135.4131,34.7027,2739492.938
135.4186,34.705,135.4158,34.7027,2371974.225
135.4213,34.705,135.4185,34.7028,2068876.895
135.424,34.705,135.4212,34.7028,23847943.94
135.4267,34.705,135.424,34.7028,24005127.38
135.4295,34.7051,135.4267,34.7028,24018063.03
135.4322,34.7051,135.4294,34.7028,24162452.12
135.4349,34.7051,135.4322,34.7028,24221156.29
135.4377,34.7051,135.4349,34.7028,24256958.23
135.4404,34.7051,135.4376,34.7028,24210821.77
135.4431,34.7051,135.4403,34.7029,24106062.16
135.4459,34.7051,135.4431,34.7029,24051859.83
135.4486,34.7051,135.4458,34.7029,24106475.51
135.4513,34.7052,135.4485,34.7029,24150373.99
135.454,34.7052,135.4513,34.7029,24627806.44
135.4568,34.7052,135.454,34.7029,24737118.21
135.4595,34.7052,135.4567,34.7029,24887495.37
135.4622,34.7052,135.4595,34.7029,24988365.78
135.465,34.7052,135.4622,34.703,24921292.08
135.4677,34.7052,135.4649,34.703,24896840.26
135.4704,34.7052,135.4676,34.703,25002516.01
135.4731,34.7052,135.4704,34.703,25269755.55
135.4759,34.7053,135.4731,34.703,25656366.32
135.4786,34.7053,135.4758,34.703,25938847.17
135.4813,34.7053,135.4786,34.703,25872452.62
135.4841,34.7053,135.4813,34.703,25417037.25
135.4868,34.7053,135.484,34.7031,25273989.19
135.4895,34.7053,135.4868,34.7031,25146500.93
135.4923,34.7053,135.4895,34.7031,24876517.97
135.495,34.7053,135.4922,34.7031,24408230.55
135.4977,34.7054,135.4949,34.7031,23856310.4
135.5004,34.7054,135.4977,34.7031,23072532.04
135.5032,34.7054,135.5004,34.7031,19203491.58
135.5059,34.7054,135.5031,34.7031,10859153.2
135.5086,34.7054,135.5059,34.7031,4621030.518
135.5114,34.7054,135.5086,34.7032,3671910.978
135.5141,34.7054,135.5113,34.7032,3567712.048
135.5168,34.7054,135.514,34.7032,3617893.974
135.5195,34.7054,135.5168,34.7032,3592909.94
135.5223,34.7055,135.5195,34.7032,3758260.888
135.525,34.7055,135.5222,34.7032,3835712.518
135.5277,34.7055,135.525,34.7032,3468680.334
135.5305,34.7055,135.5277,34.7032,2844807.206
135.5332,34.7055,135.5304,34.7032,1851748.914
135.5359,34.7055,135.5332,34.7033,1566692.575
135.5387,34.7055,135.5359,34.7033,593518.1898
135.5414,34.7055,135.5386,34.7033,442955.8575
135.5441,34.7055,135.5413,34.7033,353919.3144
135.5468,34.7055,135.5441,34.7033,167316.8224
135.5496,34.7056,135.5468,34.7033,137068.9007
135.5523,34.7056,135.5495,34.7033,75720.01516
135.555,34.7056,135.5523,34.7033,81818.90509
135.5578,34.7056,135.555,34.7033,80894.48917
135.5605,34.7056,135.5577,34.7033,13870.58287
135.5632,34.7056,135.5604,34.7034,414.1059171
135.566,34.7056,135.5632,34.7034,58399.78295
135.5687,34.7056,135.5659,34.7034,104909.9247
135.5714,34.7056,135.5686,34.7034,-57783.50567
135.5741,34.7056,135.5714,34.7034,-6098.889923
135.5769,34.7057,135.5741,34.7034,138237.7464
135.5796,34.7057,135.5768,34.7034,465473.439
135.5823,34.7057,135.5796,34.7034,896262.4821
135.5851,34.7057,135.5823,34.7034,4479899.221
135.5878,34.7057,135.585,34.7034,6924445.321
135.5905,34.7057,135.5877,34.7034,9295601.843
135.5932,34.7057,135.5905,34.7035,10709692.52
135.596,34.7057,135.5932,34.7035,11642593.97
135.5987,34.7057,135.5959,34.7035,12751290.17
135.6014,34.7057,135.5987,34.7035,302041.2415
135.394,34.7026,135.3912,34.7004,4014191.464
135.3967,34.7026,135.394,34.7004,4007854.935
135.3995,34.7027,135.3967,34.7004,3941321.375
135.4022,34.7027,135.3994,34.7004,3830432.108
135.4049,34.7027,135.4022,34.7004,3741720.694
135.4077,34.7027,135.4049,34.7004,3643504.486
135.4104,34.7027,135.4076,34.7005,3453408.6
135.4131,34.7027,135.4103,34.7005,3243247.037
135.4158,34.7027,135.4131,34.7005,2984505.414
135.4186,34.7027,135.4158,34.7005,2639164.554
135.4213,34.7028,135.4185,34.7005,2281150.635
135.424,34.7028,135.4213,34.7005,24240074.9
135.4268,34.7028,135.424,34.7005,24100577.44
135.4295,34.7028,135.4267,34.7005,24003189.12
135.4322,34.7028,135.4294,34.7006,24101573.55
135.4349,34.7028,135.4322,34.7006,24248969.76
135.4377,34.7028,135.4349,34.7006,24270924.11
135.4404,34.7028,135.4376,34.7006,24214015.89
135.4431,34.7029,135.4404,34.7006,24086100.79
135.4459,34.7029,135.4431,34.7006,23970251.95
135.4486,34.7029,135.4458,34.7006,24076285.44
135.4513,34.7029,135.4486,34.7006,24356973.4
135.4541,34.7029,135.4513,34.7007,24868485.39
135.4568,34.7029,135.454,34.7007,24988225.76
135.4595,34.7029,135.4567,34.7007,25184089.12
135.4622,34.7029,135.4595,34.7007,25344103.79
135.465,34.703,135.4622,34.7007,25489030.48
135.4677,34.703,135.4649,34.7007,25649416.7
135.4704,34.703,135.4677,34.7007,25800527.82
135.4732,34.703,135.4704,34.7007,26004163.16
135.4759,34.703,135.4731,34.7008,26275373
135.4786,34.703,135.4758,34.7008,26650778.2
135.4813,34.703,135.4786,34.7008,26892436.97
135.4841,34.703,135.4813,34.7008,26386186.98
135.4868,34.7031,135.484,34.7008,26225968.26
135.4895,34.7031,135.4868,34.7008,25942204.31
135.4923,34.7031,135.4895,34.7008,25643133.83
135.495,34.7031,135.4922,34.7008,25258156.12
135.4977,34.7031,135.495,34.7008,24560515.28
135.5005,34.7031,135.4977,34.7009,23903872.83
135.5032,34.7031,135.5004,34.7009,20435079.46
135.5059,34.7031,135.5031,34.7009,12168497.92
135.5086,34.7031,135.5059,34.7009,5187738.707
135.5114,34.7032,135.5086,34.7009,3672219.116
135.5141,34.7032,135.5113,34.7009,3598390.629
135.5168,34.7032,135.5141,34.7009,3688183.398
135.5196,34.7032,135.5168,34.7009,3694678.354
135.5223,34.7032,135.5195,34.7009,3746371.247
135.525,34.7032,135.5222,34.701,3668336.884
135.5278,34.7032,135.525,34.701,3419829.09
135.5305,34.7032,135.5277,34.701,2904131.405
135.5332,34.7032,135.5304,34.701,1858155.943
135.5359,34.7033,135.5332,34.701,1531763.935
135.5387,34.7033,135.5359,34.701,550149.5588
135.5414,34.7033,135.5386,34.701,340702.401
135.5441,34.7033,135.5414,34.701,228803.7638
135.5469,34.7033,135.5441,34.701,19038.26669
135.5496,34.7033,135.5468,34.701,244628.0659
135.5523,34.7033,135.5495,34.7011,135844.6228
135.555,34.7033,135.5523,34.7011,80894.48917
135.5578,34.7033,135.555,34.7011,28901.73478
135.5605,34.7033,135.5577,34.7011,-101512.297
135.5632,34.7034,135.5605,34.7011,-219386.4285
135.566,34.7034,135.5632,34.7011,-155794.1317
135.5687,34.7034,135.5659,34.7011,-39610.84307
135.5714,34.7034,135.5686,34.7011,-16139.6993
135.5742,34.7034,135.5714,34.7011,176616.0349
135.5769,34.7034,135.5741,34.7011,273209.9749
135.5796,34.7034,135.5768,34.7012,871806.8105
135.5823,34.7034,135.5796,34.7012,1041219.154
135.5851,34.7034,135.5823,34.7012,4505023.765
135.5878,34.7034,135.585,34.7012,7176878.446
135.5905,34.7034,135.5878,34.7012,8778612.91
135.5933,34.7035,135.5905,34.7012,10224483.95
135.596,34.7035,135.5932,34.7012,11798577.79
135.5987,34.7035,135.5959,34.7012,13079855.17
135.6014,34.7035,135.5987,34.7012,480520.1569
135.394,34.7004,135.3913,34.6981,4166268.173
135.3968,34.7004,135.394,34.6981,3943433.551
135.3995,34.7004,135.3967,34.6981,4054322.818
135.4022,34.7004,135.3994,34.6982,3980396.64
135.4049,34.7004,135.4022,34.6982,3876899.991
135.4077,34.7004,135.4049,34.6982,3732215.9
135.4104,34.7005,135.4076,34.6982,3598092.691
135.4131,34.7005,135.4104,34.6982,3443903.806
135.4159,34.7005,135.4131,34.6982,3233742.242
135.4186,34.7005,135.4158,34.6982,25132177.4
135.4213,34.7005,135.4185,34.6983,24840163.32
135.424,34.7005,135.4213,34.6983,24502695.53
135.4268,34.7005,135.424,34.6983,24316791.35
135.4295,34.7005,135.4267,34.6983,24206381.56
135.4322,34.7006,135.4295,34.6983,24258172.59
135.435,34.7006,135.4322,34.6983,24341125.75
135.4377,34.7006,135.4349,34.6983,24322496
135.4404,34.7006,135.4376,34.6983,24224447.51
135.4432,34.7006,135.4404,34.6984,24072512.63
135.4459,34.7006,135.4431,34.6984,23944901.92
135.4486,34.7006,135.4458,34.6984,24031909.73
135.4513,34.7006,135.4486,34.6984,24308283.74
135.4541,34.7007,135.4513,34.6984,25097841.96
135.4568,34.7007,135.454,34.6984,25297326.35
135.4595,34.7007,135.4568,34.6984,25535472.33
135.4623,34.7007,135.4595,34.6984,25746720.68
135.465,34.7007,135.4622,34.6985,25988699.75
135.4677,34.7007,135.4649,34.6985,26236345.57
135.4704,34.7007,135.4677,34.6985,26421754.01
135.4732,34.7007,135.4704,34.6985,26616333.08
135.4759,34.7008,135.4731,34.6985,26802372.66
135.4786,34.7008,135.4759,34.6985,26946891.86
135.4814,34.7008,135.4786,34.6985,27079849.11
135.4841,34.7008,135.4813,34.6985,26749001.38
135.4868,34.7008,135.484,34.6985,26607007.93
135.4896,34.7008,135.4868,34.6986,26409823.41
135.4923,34.7008,135.4895,34.6986,26177622.76
135.495,34.7008,135.4922,34.6986,25865377.03
135.4977,34.7008,135.495,34.6986,25131090.24
135.5005,34.7009,135.4977,34.6986,24403248.99
135.5032,34.7009,135.5004,34.6986,21616170.89
135.5059,34.7009,135.5032,34.6986,15108692.75
135.5087,34.7009,135.5059,34.6986,7102908.151
135.5114,34.7009,135.5086,34.6986,3773667.735
135.5141,34.7009,135.5113,34.6987,3947969.422
135.5168,34.7009,135.5141,34.6987,4016568.004
135.5196,34.7009,135.5168,34.6987,3950197.736
135.5223,34.7009,135.5195,34.6987,3592588.191
135.525,34.701,135.5223,34.6987,3289125.397
135.5278,34.701,135.525,34.6987,2918847.658
135.5305,34.701,135.5277,34.6987,1901521.662
135.5332,34.701,135.5304,34.6987,919395.0517
135.536,34.701,135.5332,34.6987,213144.6782
135.5387,34.701,135.5359,34.6988,225640.8335
135.5414,34.701,135.5386,34.6988,-118062.6917
135.5441,34.701,135.5414,34.6988,-28088.15233
135.5469,34.701,135.5441,34.6988,3170.188768
135.5496,34.701,135.5468,34.6988,-78903.34681
135.5523,34.7011,135.5496,34.6988,-64788.33413
135.5551,34.7011,135.5523,34.6988,-67313.56755
135.5578,34.7011,135.555,34.6988,-160457.8582
135.5605,34.7011,135.5577,34.6988,-96267.32397
135.5632,34.7011,135.5605,34.6988,-130703.693
135.566,34.7011,135.5632,34.6989,-191936.8481
135.5687,34.7011,135.5659,34.6989,-187088.9901
135.5714,34.7011,135.5687,34.6989,135588.5058
135.5742,34.7011,135.5714,34.6989,320644.5325
135.5769,34.7011,135.5741,34.6989,564502.4197
135.5796,34.7012,135.5768,34.6989,1053458.266
135.5824,34.7012,135.5796,34.6989,1264255.088
135.5851,34.7012,135.5823,34.6989,4350503.519
135.5878,34.7012,135.585,34.6989,6793968.283
135.5905,34.7012,135.5878,34.6989,8679875.515
135.5933,34.7012,135.5905,34.6989,10271482
135.596,34.7012,135.5932,34.699,11844662.99
135.5987,34.7012,135.596,34.699,13657869.92
135.6015,34.7012,135.5987,34.699,801570.9869
135.394,34.6981,135.3913,34.6959,4882296.011
135.3968,34.6981,135.394,34.6959,3943433.551
135.3995,34.6981,135.3967,34.6959,4054322.818
135.4022,34.6982,135.3995,34.6959,3980396.64
135.405,34.6982,135.4022,34.6959,3876899.991
135.4077,34.6982,135.4049,34.6959,3732215.9
135.4104,34.6982,135.4076,34.6959,3598092.691
135.4131,34.6982,135.4104,34.696,3443903.806
135.4159,34.6982,135.4131,34.696,25560867.06
135.4186,34.6982,135.4158,34.696,25216656.23
135.4213,34.6983,135.4186,34.696,24935821.57
135.4241,34.6983,135.4213,34.696,24736734.31
135.4268,34.6983,135.424,34.696,24552122.81
135.4295,34.6983,135.4267,34.696,24401624.94
135.4323,34.6983,135.4295,34.6961,24389308.11
135.435,34.6983,135.4322,34.6961,24409261.96
135.4377,34.6983,135.4349,34.6961,24363906.82
135.4404,34.6983,135.4377,34.6961,24269307.98
135.4432,34.6984,135.4404,34.6961,24219727.73
135.4459,34.6984,135.4431,34.6961,24147912.65
135.4486,34.6984,135.4459,34.6961,24141678.48
135.4514,34.6984,135.4486,34.6961,24349882.46
135.4541,34.6984,135.4513,34.6962,25180205.92
135.4568,34.6984,135.454,34.6962,25459534.42
135.4595,34.6984,135.4568,34.6962,25737886.78
135.4623,34.6984,135.4595,34.6962,26035096
135.465,34.6985,135.4622,34.6962,26368599.58
135.4677,34.6985,135.465,34.6962,26777133.98
135.4705,34.6985,135.4677,34.6962,27068236.78
135.4732,34.6985,135.4704,34.6962,27390523.65
135.4759,34.6985,135.4731,34.6962,27615453.31
135.4786,34.6985,135.4759,34.6963,27700471.87
135.4814,34.6985,135.4786,34.6963,27711903.77
135.4841,34.6985,135.4813,34.6963,27328888.84
135.4868,34.6985,135.4841,34.6963,27190527.36
135.4896,34.6986,135.4868,34.6963,27134532.49
135.4923,34.6986,135.4895,34.6963,27141742.07
135.495,34.6986,135.4923,34.6963,26906659.34
135.4978,34.6986,135.495,34.6963,26163987.73
135.5005,34.6986,135.4977,34.6963,25485708.21
135.5032,34.6986,135.5004,34.6964,22907579.79
135.5059,34.6986,135.5032,34.6964,16998543.15
135.5087,34.6986,135.5059,34.6964,9382387.807
135.5114,34.6986,135.5086,34.6964,4062085.797
135.5141,34.6987,135.5114,34.6964,3924607.656
135.5169,34.6987,135.5141,34.6964,4048979.686
135.5196,34.6987,135.5168,34.6964,3860837.987
135.5223,34.6987,135.5195,34.6964,3436969.476
135.525,34.6987,135.5223,34.6964,3025573.308
135.5278,34.6987,135.525,34.6965,2080025.845
135.5305,34.6987,135.5277,34.6965,1326696.208
135.5332,34.6987,135.5305,34.6965,210690.8188
135.536,34.6987,135.5332,34.6965,114453.6286
135.5387,34.6988,135.5359,34.6965,78275.44397
135.5414,34.6988,135.5387,34.6965,680471.2653
135.5442,34.6988,135.5414,34.6965,488638.8672
135.5469,34.6988,135.5441,34.6965,433897.2576
135.5496,34.6988,135.5468,34.6965,301163.981
135.5523,34.6988,135.5496,34.6966,87616.47737
135.5551,34.6988,135.5523,34.6966,-63200.048
135.5578,34.6988,135.555,34.6966,-185300.4566
135.5605,34.6988,135.5578,34.6966,-212090.0148
135.5633,34.6988,135.5605,34.6966,-208253.0136
135.566,34.6989,135.5632,34.6966,-142487.367
