右上経度,右上緯度,左下経度,左下緯度,メッシュあたり賦存量MJ/y
135.4873,34.6197,135.4846,34.6174,10761495.04
135.4901,34.6197,135.4873,34.6174,8468035.421
135.4928,34.6197,135.49,34.6174,7997738.856
135.4955,34.6197,135.4927,34.6174,5785658.694
135.4982,34.6197,135.4955,34.6175,3173019.804
135.501,34.6197,135.4982,34.6175,2305806.129
135.5037,34.6197,135.5009,34.6175,2086865.395
135.5064,34.6197,135.5036,34.6175,1988133.981
135.5091,34.6198,135.5064,34.6175,1904539.716
135.5119,34.6198,135.5091,34.6175,2016907.891
135.5146,34.6198,135.5118,34.6175,2340889.346
135.5173,34.6198,135.5145,34.6175,2738104.899
135.52,34.6198,135.5173,34.6175,3213890.424
135.5228,34.6198,135.52,34.6176,3600407.039
135.5255,34.6198,135.5227,34.6176,4687875.694
135.5282,34.6198,135.5255,34.6176,5772892.823
135.531,34.6198,135.5282,34.6176,7086819.368
135.5337,34.6199,135.5309,34.6176,10836835.6
135.5364,34.6199,135.5336,34.6176,16622402.02
135.5391,34.6199,135.5364,34.6176,18691566.05
135.5419,34.6199,135.5391,34.6176,19996463.43
135.5446,34.6199,135.5418,34.6176,20757360.17
135.5473,34.6199,135.5445,34.6177,21558803.46
135.55,34.6199,135.5473,34.6177,22212262.04
135.5528,34.6199,135.55,34.6177,22144439.49
135.5555,34.6199,135.5527,34.6177,22308596.33
135.5582,34.6199,135.5554,34.6177,22254704.55
135.5609,34.62,135.5582,34.6177,22753186.52
135.5637,34.62,135.5609,34.6177,23277883.87
135.5664,34.62,135.5636,34.6177,24129612.63
135.5691,34.62,135.5664,34.6177,24864209.79
135.5719,34.62,135.5691,34.6177,25842217.74
135.5746,34.62,135.5718,34.6178,26777797.95
135.5773,34.62,135.5745,34.6178,27179052.43
135.58,34.62,135.5773,34.6178,27485367.2
135.5828,34.62,135.58,34.6178,28031386.78
135.5855,34.62,135.5827,34.6178,28521934.48
135.5882,34.6201,135.5854,34.6178,29102096.65
135.5909,34.6201,135.5882,34.6178,29758041.49
135.5937,34.6201,135.5909,34.6178,4316232.706
135.5964,34.6201,135.5936,34.6178,5258263.431
135.5991,34.6201,135.5963,34.6178,5426181.464
135.6018,34.6201,135.5991,34.6178,5481098.053
135.3919,34.617,135.3891,34.6147,5915150.327
135.3946,34.617,135.3919,34.6147,5758849.265
135.3974,34.617,135.3946,34.6148,5626838.232
135.4001,34.617,135.3973,34.6148,5502219.818
135.4028,34.617,135.4,34.6148,5393442.728
135.4055,34.617,135.4028,34.6148,28270178.03
135.4083,34.6171,135.4055,34.6148,27617004.74
135.411,34.6171,135.4082,34.6148,27206901.61
135.4137,34.6171,135.4109,34.6148,26860860.02
135.4164,34.6171,135.4137,34.6148,26951129.31
135.4192,34.6171,135.4164,34.6149,26998937.09
135.4219,34.6171,135.4191,34.6149,27052108.58
135.4246,34.6171,135.4219,34.6149,27132154.83
135.4274,34.6171,135.4246,34.6149,27314191.32
135.4301,34.6172,135.4273,34.6149,27549941.44
135.4328,34.6172,135.43,34.6149,27716660.97
135.4355,34.6172,135.4328,34.6149,27845774.39
135.4383,34.6172,135.4355,34.6149,27916947.1
135.441,34.6172,135.4382,34.615,27850415.56
135.4437,34.6172,135.4409,34.615,27972088.28
135.4464,34.6172,135.4437,34.615,28552389.83
135.4492,34.6172,135.4464,34.615,29358138.04
135.4519,34.6173,135.4491,34.615,29741257.35
135.4546,34.6173,135.4518,34.615,30115173.67
135.4573,34.6173,135.4546,34.615,30300408.37
135.4601,34.6173,135.4573,34.615,30343441.76
135.4628,34.6173,135.46,34.6151,29852700.82
135.4655,34.6173,135.4628,34.6151,28784039.84
135.4683,34.6173,135.4655,34.6151,27520405.88
135.471,34.6173,135.4682,34.6151,25281536.57
135.4737,34.6174,135.4709,34.6151,22827999.61
135.4764,34.6174,135.4737,34.6151,17811851.95
135.4792,34.6174,135.4764,34.6151,15671102.23
135.4819,34.6174,135.4791,34.6151,14340873.08
135.4846,34.6174,135.4818,34.6152,13075798.15
135.4873,34.6174,135.4846,34.6152,12208865.38
135.4901,34.6174,135.4873,34.6152,10925627.21
135.4928,34.6174,135.49,34.6152,9056121.709
135.4955,34.6174,135.4927,34.6152,4373002.497
135.4982,34.6175,135.4955,34.6152,2692234.379
135.501,34.6175,135.4982,34.6152,2151551.61
135.5037,34.6175,135.5009,34.6152,1800313.594
135.5064,34.6175,135.5037,34.6152,1590035.863
135.5092,34.6175,135.5064,34.6153,1668856.617
135.5119,34.6175,135.5091,34.6153,1938703.414
135.5146,34.6175,135.5118,34.6153,2347982.102
135.5173,34.6175,135.5146,34.6153,2713717.179
135.5201,34.6175,135.5173,34.6153,3324961.461
135.5228,34.6176,135.52,34.6153,4181487.885
135.5255,34.6176,135.5227,34.6153,5147632.916
135.5282,34.6176,135.5255,34.6153,7795347.79
135.531,34.6176,135.5282,34.6153,10427019.28
135.5337,34.6176,135.5309,34.6153,14206342.74
135.5364,34.6176,135.5336,34.6154,18380868.46
135.5391,34.6176,135.5364,34.6154,20014304.67
135.5419,34.6176,135.5391,34.6154,21274552.88
135.5446,34.6176,135.5418,34.6154,22069488.84
135.5473,34.6177,135.5446,34.6154,22771455.99
135.5501,34.6177,135.5473,34.6154,23326798.83
135.5528,34.6177,135.55,34.6154,23009119.56
135.5555,34.6177,135.5527,34.6154,22257547.81
135.5582,34.6177,135.5555,34.6154,21814474.99
135.561,34.6177,135.5582,34.6154,23546336.52
135.5637,34.6177,135.5609,34.6155,25223335.23
135.5664,34.6177,135.5636,34.6155,25414305.03
135.5691,34.6177,135.5664,34.6155,26036894.36
135.5719,34.6177,135.5691,34.6155,26858340.43
135.5746,34.6178,135.5718,34.6155,27270088.17
135.5773,34.6178,135.5745,34.6155,27383878.58
135.58,34.6178,135.5773,34.6155,27031968
135.5828,34.6178,135.58,34.6155,27337074.32
135.5855,34.6178,135.5827,34.6155,28635411.97
135.5882,34.6178,135.5855,34.6155,29402501.76
135.591,34.6178,135.5882,34.6156,30025707.87
135.5937,34.6178,135.5909,34.6156,4127192.908
135.5964,34.6178,135.5936,34.6156,5184337.253
135.5991,34.6178,135.5964,34.6156,5380769.669
135.6019,34.6178,135.5991,34.6156,5468424.994
135.3919,34.6147,135.3891,34.6125,6297454.276
135.3946,34.6147,135.3919,34.6125,6079900.095
135.3974,34.6147,135.3946,34.6125,5883467.679
135.4001,34.6148,135.3973,34.6125,5718717.911
135.4028,34.6148,135.4001,34.6125,5502219.818
135.4056,34.6148,135.4028,34.6125,5379713.58
135.4083,34.6148,135.4055,34.6125,27990972.67
135.411,34.6148,135.4082,34.6126,27525630.86
135.4137,34.6148,135.411,34.6126,27035746.33
135.4165,34.6148,135.4137,34.6126,26989158.1
135.4192,34.6149,135.4164,34.6126,27032788.9
135.4219,34.6149,135.4191,34.6126,27084021.05
135.4246,34.6149,135.4219,34.6126,27251324.76
135.4274,34.6149,135.4246,34.6126,27624768.89
135.4301,34.6149,135.4273,34.6127,28068840.9
135.4328,34.6149,135.43,34.6127,28285150.27
135.4355,34.6149,135.4328,34.6127,28300061.54
135.4383,34.6149,135.4355,34.6127,28149166.95
135.441,34.615,135.4382,34.6127,28034437.9
135.4437,34.615,135.441,34.6127,28214029.38
135.4465,34.615,135.4437,34.6127,29341867.74
135.4492,34.615,135.4464,34.6127,29248906.13
135.4519,34.615,135.4491,34.6128,29395537.69
135.4546,34.615,135.4519,34.6128,29489041.05
135.4574,34.615,135.4546,34.6128,29381207.97
135.4601,34.615,135.4573,34.6128,28799282.78
135.4628,34.6151,135.46,34.6128,27653145.34
135.4655,34.6151,135.4628,34.6128,26074098.9
135.4683,34.6151,135.4655,34.6128,24413262.55
135.471,34.6151,135.4682,34.6128,21932681.33
135.4737,34.6151,135.4709,34.6129,19083459.66
135.4764,34.6151,135.4737,34.6129,14383980.28
135.4792,34.6151,135.4764,34.6129,12735685.44
135.4819,34.6151,135.4791,34.6129,12131099.02
135.4846,34.6152,135.4819,34.6129,11826344.49
135.4874,34.6152,135.4846,34.6129,11651397.85
135.4901,34.6152,135.4873,34.6129,11980924.35
135.4928,34.6152,135.49,34.6129,11063019.01
135.4955,34.6152,135.4928,34.6129,6854932.332
135.4983,34.6152,135.4955,34.613,3783261.518
135.501,34.6152,135.4982,34.613,2710129.291
135.5037,34.6152,135.5009,34.613,2065595.555
135.5064,34.6152,135.5037,34.613,1653550.433
135.5092,34.6153,135.5064,34.613,1777886.414
135.5119,34.6153,135.5091,34.613,2129818.608
135.5146,34.6153,135.5118,34.613,2699405.3
135.5173,34.6153,135.5146,34.613,3153565.003
135.5201,34.6153,135.5173,34.613,4371168.7
135.5228,34.6153,135.52,34.6131,6541794.668
135.5255,34.6153,135.5228,34.6131,9328903.261
135.5283,34.6153,135.5255,34.6131,11487602.42
135.531,34.6153,135.5282,34.6131,14206665.21
135.5337,34.6153,135.5309,34.6131,16449881.18
135.5364,34.6154,135.5337,34.6131,19586755.91
135.5392,34.6154,135.5364,34.6131,20859946.38
135.5419,34.6154,135.5391,34.6131,21851845.57
135.5446,34.6154,135.5418,34.6131,22577153.81
135.5473,34.6154,135.5446,34.6131,23202167.52
135.5501,34.6154,135.5473,34.6132,23398446.28
135.5528,34.6154,135.55,34.6132,23044827.76
135.5555,34.6154,135.5527,34.6132,22567557.47
135.5582,34.6154,135.5555,34.6132,22570025.04
135.561,34.6154,135.5582,34.6132,24447974.56
135.5637,34.6155,135.5609,34.6132,25537195.71
135.5664,34.6155,135.5637,34.6132,25638539.55
135.5692,34.6155,135.5664,34.6132,26682110.18
135.5719,34.6155,135.5691,34.6132,27654327.63
135.5746,34.6155,135.5718,34.6132,27947095.25
135.5773,34.6155,135.5746,34.6133,27468107.52
135.5801,34.6155,135.5773,34.6133,26879560.57
135.5828,34.6155,135.58,34.6133,27528617.06
135.5855,34.6155,135.5827,34.6133,29094580.51
135.5882,34.6155,135.5855,34.6133,29850759.23
135.591,34.6156,135.5882,34.6133,30264059.45
135.5937,34.6156,135.5909,34.6133,3896965.668
135.5964,34.6156,135.5936,34.6133,4879127.747
135.5991,34.6156,135.5964,34.6133,5252982.99
135.6019,34.6156,135.5991,34.6133,5439910.611
135.3919,34.6125,135.3892,34.6102,6714609.137
135.3947,34.6125,135.3919,34.6102,6539298.486
135.3974,34.6125,135.3946,34.6102,6313295.599
135.4001,34.6125,135.3973,34.6103,6043993.094
135.4028,34.6125,135.4001,34.6103,5760961.441
135.4056,34.6125,135.4028,34.6103,5466312.817
135.4083,34.6125,135.4055,34.6103,28138993.21
135.411,34.6126,135.4083,34.6103,27784758.16
135.4138,34.6126,135.411,34.6103,27394167.59
135.4165,34.6126,135.4137,34.6103,27032375.36
135.4192,34.6126,135.4164,34.6103,27153189.89
135.4219,34.6126,135.4192,34.6104,27205321.81
135.4247,34.6126,135.4219,34.6104,27432574.06
135.4274,34.6126,135.4246,34.6104,27966955.15
135.4301,34.6127,135.4273,34.6104,28424051.16
135.4328,34.6127,135.4301,34.6104,28422229.3
135.4356,34.6127,135.4328,34.6104,28377908.23
135.4383,34.6127,135.4355,34.6104,28370787.6
135.441,34.6127,135.4382,34.6105,28405082.58
135.4437,34.6127,135.441,34.6105,28636678.35
135.4465,34.6127,135.4437,34.6105,29158182.67
135.4492,34.6127,135.4464,34.6105,29060680.57
135.4519,34.6128,135.4491,34.6105,29023672.38
135.4546,34.6128,135.4519,34.6105,28745262.56
135.4574,34.6128,135.4546,34.6105,28257482.56
135.4601,34.6128,135.4573,34.6105,26971405.85
135.4628,34.6128,135.4601,34.6105,25255508.9
135.4656,34.6128,135.4628,34.6106,23210203.11
135.4683,34.6128,135.4655,34.6106,21169035.25
135.471,34.6128,135.4682,34.6106,19345100.09
135.4737,34.6129,135.471,34.6106,16758632.32
135.4765,34.6129,135.4737,34.6106,11913845.95
135.4792,34.6129,135.4764,34.6106,10906490.98
135.4819,34.6129,135.4791,34.6106,10781460.88
135.4846,34.6129,135.4819,34.6106,11111039.89
135.4874,34.6129,135.4846,34.6107,11429210.02
135.4901,34.6129,135.4873,34.6107,11904720.87
135.4928,34.6129,135.49,34.6107,11294785.78
135.4955,34.6129,135.4928,34.6107,9320403.036
135.4983,34.613,135.4955,34.6107,7458983.62
135.501,34.613,135.4982,34.6107,5707732.637
135.5037,34.613,135.501,34.6107,4111110.032
135.5065,34.613,135.5037,34.6107,2591741.487
135.5092,34.613,135.5064,34.6107,2637525.478
135.5119,34.613,135.5091,34.6108,3116181.383
135.5146,34.613,135.5119,34.6108,3900748.98
135.5174,34.613,135.5146,34.6108,5315845.302
135.5201,34.613,135.5173,34.6108,8667110.051
135.5228,34.6131,135.52,34.6108,10931117.59
135.5255,34.6131,135.5228,34.6108,13212047.55
135.5283,34.6131,135.5255,34.6108,15102237.75
135.531,34.6131,135.5282,34.6108,16458148.56
135.5337,34.6131,135.5309,34.6108,18156504.53
135.5364,34.6131,135.5337,34.6109,20659011.16
135.5392,34.6131,135.5364,34.6109,21624741.4
135.5419,34.6131,135.5391,34.6109,22292184.79
135.5446,34.6131,135.5419,34.6109,22820008.36
135.5474,34.6131,135.5446,34.6109,23356169.17
135.5501,34.6132,135.5473,34.6109,23295520.47
135.5528,34.6132,135.55,34.6109,22922072.11
135.5555,34.6132,135.5528,34.6109,23005779.4
135.5583,34.6132,135.5555,34.6109,23261897.64
135.561,34.6132,135.5582,34.6109,24283725.4
135.5637,34.6132,135.5609,34.611,25209618.07
135.5664,34.6132,135.5637,34.611,26342275.48
135.5692,34.6132,135.5664,34.611,27562961.92
135.5719,34.6132,135.5691,34.611,28288965.36
135.5746,34.6132,135.5718,34.611,28543493.73
135.5773,34.6133,135.5746,34.611,28071465.43
135.5801,34.6133,135.5773,34.611,27196312.01
135.5828,34.6133,135.58,34.611,27966147.56
135.5855,34.6133,135.5827,34.611,29292356.63
135.5882,34.6133,135.5855,34.611,30283175.38
135.591,34.6133,135.5882,34.611,30696475.6
135.5937,34.6133,135.5909,34.6111,3896965.668
135.5964,34.6133,135.5937,34.6111,4879127.747
135.5992,34.6133,135.5964,34.6111,5252982.99
135.6019,34.6133,135.5991,34.6111,5439910.611
135.392,34.6102,135.3892,34.608,7034603.879
135.3947,34.6102,135.3919,34.608,6898368.494
135.3974,34.6102,135.3946,34.608,6741011.343
135.4001,34.6103,135.3974,34.608,6555139.81
135.4029,34.6103,135.4001,34.608,6286893.393
135.4056,34.6103,135.4028,34.608,5786307.559
135.4083,34.6103,135.4055,34.608,5452583.67
135.411,34.6103,135.4083,34.6081,5050214.044
135.4138,34.6103,135.411,34.6081,27021867.85
135.4165,34.6103,135.4137,34.6081,26726371.9
135.4192,34.6103,135.4164,34.6081,26774144.54
135.4219,34.6104,135.4192,34.6081,26916993.51
135.4247,34.6104,135.4219,34.6081,27489148.37
135.4274,34.6104,135.4246,34.6081,28137215.55
135.4301,34.6104,135.4274,34.6081,28508251.48
135.4329,34.6104,135.4301,34.6082,28451077.27
135.4356,34.6104,135.4328,34.6082,28674273.75
135.4383,34.6104,135.4355,34.6082,28829121.69
135.441,34.6105,135.4383,34.6082,28752561.35
135.4438,34.6105,135.441,34.6082,28671466.89
135.4465,34.6105,135.4437,34.6082,28723362.26
135.4492,34.6105,135.4464,34.6082,28576082.07
135.4519,34.6105,135.4492,34.6082,28290845.08
135.4547,34.6105,135.4519,34.6083,27848620.66
135.4574,34.6105,135.4546,34.6083,26667820.04
135.4601,34.6105,135.4573,34.6083,24678465.34
135.4628,34.6105,135.4601,34.6083,22673943.42
135.4656,34.6106,135.4628,34.6083,20889698.82
135.4683,34.6106,135.4655,34.6083,19081007.11
135.471,34.6106,135.4682,34.6083,17997952.58
135.4737,34.6106,135.471,34.6083,15668487.99
135.4765,34.6106,135.4737,34.6084,11495835.72
135.4792,34.6106,135.4764,34.6084,11159834.49
135.4819,34.6106,135.4792,34.6084,11615716.06
135.4847,34.6106,135.4819,34.6084,12014558.61
135.4874,34.6107,135.4846,34.6084,12411345.41
135.4901,34.6107,135.4873,34.6084,12657695.09
135.4928,34.6107,135.4901,34.6084,12204068.93
135.4956,34.6107,135.4928,34.6084,11026130.5
135.4983,34.6107,135.4955,34.6084,10351168.64
135.501,34.6107,135.4982,34.6085,9580486.033
135.5037,34.6107,135.501,34.6085,8739035.949
135.5065,34.6107,135.5037,34.6085,7420893.186
135.5092,34.6107,135.5064,34.6085,7225517.391
135.5119,34.6108,135.5091,34.6085,7692505.36
135.5146,34.6108,135.5119,34.6085,8394285.131
135.5174,34.6108,135.5146,34.6085,9403934.974
135.5201,34.6108,135.5173,34.6085,11023584.89
135.5228,34.6108,135.5201,34.6085,12930978.39
135.5256,34.6108,135.5228,34.6086,14806337.84
135.5283,34.6108,135.5255,34.6086,16356688.74
135.531,34.6108,135.5282,34.6086,17672954.89
135.5337,34.6108,135.531,34.6086,19144122.53
135.5365,34.6109,135.5337,34.6086,21251411.36
135.5392,34.6109,135.5364,34.6086,21990956.6
135.5419,34.6109,135.5391,34.6086,22562888.3
135.5446,34.6109,135.5419,34.6086,23263899.28
135.5474,34.6109,135.5446,34.6086,23839692.6
135.5501,34.6109,135.5473,34.6086,23883823.75
135.5528,34.6109,135.55,34.6087,23344573.62
135.5555,34.6109,135.5528,34.6087,23478620.69
135.5583,34.6109,135.5555,34.6087,23815245.24
135.561,34.6109,135.5582,34.6087,24159239.83
135.5637,34.611,135.5609,34.6087,24723798.43
135.5664,34.611,135.5637,34.6087,26598905.77
135.5692,34.611,135.5664,34.6087,27877467.34
135.5719,34.611,135.5691,34.6087,28625717.07
135.5746,34.611,135.5719,34.6087,29115041.66
135.5774,34.611,135.5746,34.6087,28771027.98
135.5801,34.611,135.5773,34.6088,27604883.76
135.5828,34.611,135.58,34.6088,28126597.93
135.5855,34.611,135.5828,34.6088,29558157.8
135.5883,34.611,135.5855,34.6088,30348075.92
135.591,34.611,135.5882,34.6088,30905001.03
135.5937,34.6111,135.5909,34.6088,3520998.248
135.5964,34.6111,135.5937,34.6088,4299335.294
135.5992,34.6111,135.5964,34.6088,4838996.393
135.6019,34.6111,135.5991,34.6088,5199122.488
135.392,34.608,135.3892,34.6057,7218363.235
135.3947,34.608,135.3919,34.6057,7159222.293
135.3974,34.608,135.3947,34.6057,7087408.292
135.4002,34.608,135.3974,34.6057,6964902.054
135.4029,34.608,135.4001,34.6058,6752628.314
135.4056,34.608,135.4028,34.6058,6397782.66
135.4083,34.608,135.4056,34.6058,5826438.913
135.4111,34.6081,135.4083,34.6058,5300506.961
135.4138,34.6081,135.411,34.6058,4695368.39
135.4165,34.6081,135.4137,34.6058,3879012.167
135.4192,34.6081,135.4165,34.6058,3757562.018
135.422,34.6081,135.4192,34.6059,25658371.55
135.4247,34.6081,135.4219,34.6059,26632385.77
135.4274,34.6081,135.4246,34.6059,26956105.3
135.4301,34.6081,135.4274,34.6059,27691699.24
135.4329,34.6082,135.4301,34.6059,28064799.24
135.4356,34.6082,135.4328,34.6059,28404535.99
135.4383,34.6082,135.4355,34.6059,28476528.46
135.441,34.6082,135.4383,34.6059,28443329.23
135.4438,34.6082,135.441,34.606,28321158.39
135.4465,34.6082,135.4437,34.606,28215572.39
135.4492,34.6082,135.4465,34.606,28001354.74
135.452,34.6082,135.4492,34.606,27521186.26
135.4547,34.6083,135.4519,34.606,26912566.99
135.4574,34.6083,135.4546,34.606,25506847.75
135.4601,34.6083,135.4574,34.606,22723709.26
135.4629,34.6083,135.4601,34.606,20975325.67
135.4656,34.6083,135.4628,34.6061,19480761.41
135.4683,34.6083,135.4655,34.6061,18057366.95
135.471,34.6083,135.4683,34.6061,17096835.08
135.4738,34.6083,135.471,34.6061,15144231.5
135.4765,34.6084,135.4737,34.6061,11924779.65
135.4792,34.6084,135.4764,34.6061,11776479.92
135.4819,34.6084,135.4792,34.6061,11830094.75
135.4847,34.6084,135.4819,34.6061,12141685.47
135.4874,34.6084,135.4846,34.6061,12673145.37
135.4901,34.6084,135.4873,34.6062,13225132.38
135.4928,34.6084,135.4901,34.6062,13258452.67
135.4956,34.6084,135.4928,34.6062,12715389.61
135.4983,34.6084,135.4955,34.6062,12155095.86
135.501,34.6085,135.4983,34.6062,11244516.89
135.5038,34.6085,135.501,34.6062,10144879.27
135.5065,34.6085,135.5037,34.6062,8795171.415
135.5092,34.6085,135.5064,34.6062,8713427.435
135.5119,34.6085,135.5092,34.6062,9080885.767
135.5147,34.6085,135.5119,34.6063,9686941.671
135.5174,34.6085,135.5146,34.6063,10807744.87
135.5201,34.6085,135.5173,34.6063,13014078.56
135.5228,34.6085,135.5201,34.6063,14658353.63
135.5256,34.6086,135.5228,34.6063,16342567.79
135.5283,34.6086,135.5255,34.6063,17648372.89
135.531,34.6086,135.5282,34.6063,18706445.66
135.5337,34.6086,135.531,34.6063,19874312.99
135.5365,34.6086,135.5337,34.6063,21588015.05
135.5392,34.6086,135.5364,34.6064,22344062.1
135.5419,34.6086,135.5391,34.6064,22993277.5
135.5446,34.6086,135.5419,34.6064,23485544.87
135.5474,34.6086,135.5446,34.6064,24568148.48
135.5501,34.6086,135.5473,34.6064,24798943.11
135.5528,34.6087,135.5501,34.6064,24386106.4
135.5556,34.6087,135.5528,34.6064,24726552.95
135.5583,34.6087,135.5555,34.6064,24703094.54
135.561,34.6087,135.5582,34.6064,24872950.98
135.5637,34.6087,135.561,34.6064,26264653.01
135.5665,34.6087,135.5637,34.6065,27403569.54
135.5692,34.6087,135.5664,34.6065,27933145.16
135.5719,34.6087,135.5691,34.6065,28582298.23
135.5746,34.6087,135.5719,34.6065,29040595.2
135.5774,34.6087,135.5746,34.6065,29294875.82
135.5801,34.6088,135.5773,34.6065,29432433.73
135.5828,34.6088,135.58,34.6065,29150544.07
135.5855,34.6088,135.5828,34.6065,29425468.45
135.5883,34.6088,135.5855,34.6065,30497782.36
135.591,34.6088,135.5882,34.6065,31128311.7
135.5937,34.6088,135.591,34.6065,3287602.744
135.5965,34.6088,135.5937,34.6066,3633999.692
135.5992,34.6088,135.5964,34.6066,4077556.76
135.6019,34.6088,135.5991,34.6066,4507384.68
135.392,34.6057,135.3892,34.6035,7218363.235
135.3947,34.6057,135.3919,34.6035,7159222.293
135.3974,34.6057,135.3947,34.6035,7087408.292
135.4002,34.6057,135.3974,34.6035,6964902.054
135.4029,34.6058,135.4001,34.6035,6752628.314
135.4056,34.6058,135.4028,34.6035,6397782.66
135.4083,34.6058,135.4056,34.6035,5826438.913
135.4111,34.6058,135.4083,34.6035,5300506.961
135.4138,34.6058,135.411,34.6036,4695368.39
135.4165,34.6058,135.4138,34.6036,3879012.167
135.4193,34.6058,135.4165,34.6036,3757562.018
135.422,34.6059,135.4192,34.6036,4168380.35
135.4247,34.6059,135.4219,34.6036,4958334.366
135.4274,34.6059,135.4247,34.6036,5596211.673
135.4302,34.6059,135.4274,34.6036,5765185.794
135.4329,34.6059,135.4301,34.6037,26922370.39
135.4356,34.6059,135.4328,34.6037,27691759.16
135.4383,34.6059,135.4356,34.6037,27995157.33
135.4411,34.6059,135.4383,34.6037,28275577.24
135.4438,34.606,135.441,34.6037,28344172.48
135.4465,34.606,135.4437,34.6037,27779941.37
135.4492,34.606,135.4465,34.6037,25578420.29
135.452,34.606,135.4492,34.6037,23598265.3
135.4547,34.606,135.4519,34.6038,23272761.96
135.4574,34.606,135.4546,34.6038,22609402.91
135.4601,34.606,135.4574,34.6038,20680993.01
135.4629,34.606,135.4601,34.6038,19121750.46
135.4656,34.6061,135.4628,34.6038,18070259
135.4683,34.6061,135.4656,34.6038,16982454.33
135.4711,34.6061,135.4683,34.6038,15756412.84
135.4738,34.6061,135.471,34.6038,13383293.99
135.4765,34.6061,135.4737,34.6038,11485271.19
135.4792,34.6061,135.4765,34.6039,11786351.41
135.482,34.6061,135.4792,34.6039,11535975.5
135.4847,34.6061,135.4819,34.6039,11602781.72
135.4874,34.6061,135.4846,34.6039,12519845.23
135.4901,34.6062,135.4874,34.6039,13458388.13
135.4929,34.6062,135.4901,34.6039,13827535.08
135.4956,34.6062,135.4928,34.6039,13507891.72
135.4983,34.6062,135.4955,34.6039,13005483.25
135.501,34.6062,135.4983,34.604,12240710.36
135.5038,34.6062,135.501,34.604,11171370.99
135.5065,34.6062,135.5037,34.604,9840147.006
135.5092,34.6062,135.5064,34.604,9584323.088
135.5119,34.6062,135.5092,34.604,10072439.59
135.5147,34.6063,135.5119,34.604,10979707.48
135.5174,34.6063,135.5146,34.604,12460218.04
135.5201,34.6063,135.5174,34.604,14387673.1
135.5229,34.6063,135.5201,34.604,16015823.44
135.5256,34.6063,135.5228,34.604,17310748.95
135.5283,34.6063,135.5255,34.6041,18105894
135.531,34.6063,135.5283,34.6041,19163257.87
135.5338,34.6063,135.531,34.6041,20252317.75
135.5365,34.6063,135.5337,34.6041,21900411.25
135.5392,34.6064,135.5364,34.6041,22528054.84
135.5419,34.6064,135.5392,34.6041,23213775.94
135.5447,34.6064,135.5419,34.6041,23929410.98
135.5474,34.6064,135.5446,34.6041,24642067.03
135.5501,34.6064,135.5473,34.6041,24988004.17
135.5528,34.6064,135.5501,34.6042,24968739.13
135.5556,34.6064,135.5528,34.6042,25112882.81
135.5583,34.6064,135.5555,34.6042,25056674.68
135.561,34.6064,135.5582,34.6042,25708690.7
135.5637,34.6064,135.561,34.6042,26973679.96
135.5665,34.6065,135.5637,34.6042,27960846.29
135.5692,34.6065,135.5664,34.6042,28394758.99
135.5719,34.6065,135.5692,34.6042,28840264.79
135.5747,34.6065,135.5719,34.6042,29160910.49
135.5774,34.6065,135.5746,34.6042,29371255.11
135.5801,34.6065,135.5773,34.6042,29548586.88
135.5828,34.6065,135.5801,34.6043,29397100.82
135.5856,34.6065,135.5828,34.6043,30122501.6
135.5883,34.6065,135.5855,34.6043,30058448.16
135.591,34.6065,135.5882,34.6043,31027239.68
135.5937,34.6065,135.591,34.6043,3095394.681
135.5965,34.6066,135.5937,34.6043,3172489.124
135.5992,34.6066,135.5964,34.6043,3518886.072
135.6019,34.6066,135.5991,34.6043,3876899.991
135.392,34.6035,135.3892,34.6012,7278560.266
135.3947,34.6035,135.392,34.6012,7278560.266
135.3975,34.6035,135.3947,34.6012,7261662.854
135.4002,34.6035,135.3974,34.6012,7223643.677
135.4029,34.6035,135.4001,34.6013,7123315.292
135.4056,34.6035,135.4029,34.6013,6926882.877
135.4084,34.6035,135.4056,34.6013,6397782.66
135.4111,34.6035,135.4083,34.6013,5854953.296
135.4138,34.6036,135.411,34.6013,4915034.747
135.4165,34.6036,135.4138,34.6013,4163099.908
135.4193,34.6036,135.4165,34.6013,4363756.677
135.422,34.6036,135.4192,34.6013,4916090.836
135.4247,34.6036,135.4219,34.6014,5467368.906
135.4274,34.6036,135.4247,34.6014,5660633.057
135.4302,34.6036,135.4274,34.6014,6333361.276
135.4329,34.6037,135.4301,34.6014,6927938.965
135.4356,34.6037,135.4329,34.6014,6915265.906
135.4384,34.6037,135.4356,34.6014,7025099.084
135.4411,34.6037,135.4383,34.6014,7075791.321
135.4438,34.6037,135.441,34.6014,26727963.8
135.4465,34.6037,135.4438,34.6015,27139639.49
135.4493,34.6037,135.4465,34.6015,27279469.04
135.452,34.6037,135.4492,34.6015,27049398.47
135.4547,34.6038,135.4519,34.6015,26653688.72
135.4574,34.6038,135.4547,34.6015,25339937.63
135.4602,34.6038,135.4574,34.6015,22822067.06
135.4629,34.6038,135.4601,34.6015,20204245.8
135.4656,34.6038,135.4628,34.6015,17974847.93
135.4683,34.6038,135.4656,34.6016,16241875.55
135.4711,34.6038,135.4683,34.6016,13838186.68
135.4738,34.6038,135.471,34.6016,12301125.91
135.4765,34.6038,135.4737,34.6016,11855689.06
135.4792,34.6039,135.4765,34.6016,11525130.59
135.482,34.6039,135.4792,34.6016,11303473.95
