原点(経度),原点(緯度),メッシュあたり賦存量MJ/y,メッシュあたり導入P_MJ/y,メッシュあたり条件付P_ML/y
135.441323849579,34.7648360434006,,,
135.444055461362,34.7648485279872,,,
135.446787074767,34.7648609512865,,,
135.449518681267,34.7648733063249,,,
135.452250265391,34.7648855803154,,,
135.454981835405,34.764897779936,,,
135.457713407125,34.7649099183485,,,
135.46044498054,34.7649219955524,,,
135.46317654922,34.7649340093976,,,
135.465908111961,34.7649459596243,,,
135.468639674754,34.7649578481228,,,
135.471371239171,34.7649696753736,,,
135.474102804186,34.764981442428,,,
135.476834365992,34.7649931532287,,,
135.479565925532,34.7650048068051,,,
135.482297486652,34.7650163991372,,,
135.485029049342,34.7650279302249,,,
135.487760610289,34.7650394024859,,,
135.490492167725,34.7650508171702,,,
135.493223724883,34.7650621719236,,,
135.495955283591,34.7650734654228,,,
135.498686843538,34.7650846978587,,,
135.501418399864,34.7650958722946,,,
135.504149952962,34.7651069885711,,,
135.506881507571,34.7651180435871,,,
135.509613063682,34.7651290373428,,,
135.512344618182,34.7651399710428,,,
135.51507616774,34.7651508459596,,,
135.51780771544,34.7651616609039,,,
135.520539264607,34.7651724145866,,,
135.523270815232,34.7651831070079,,,
135.526002360493,34.7651937422218,,,
135.528733899466,34.7652043206262,,,
135.531465439124,34.7652148382123,,,
135.534196980204,34.7652252945482,,,
135.5369285221,34.7652356925348,,,
135.539660063171,34.7652460380132,,,
135.542391603513,34.7652563279762,,,
135.545123145267,34.7652665567516,,,
135.547854688425,34.7652767243388,,,
135.550586245694,34.7652868457444,,,
135.553317822391,34.7652969272564,,,
135.556049404916,34.765306952912,,,
135.558780988697,34.7653169173126,,,
135.56151257526,34.7653268172416,,,
135.564244171738,34.7653366374046,,,
135.56697577657,34.7653463805159,,,
135.569707382671,34.7653560623795,,,
135.57243899003,34.7653656829955,,,
135.575170593468,34.7653752369825,,,
135.577902189288,34.765384720791,,,
135.580633782739,34.7653941398031,,,
135.583365377405,34.7654034975798,,,
135.586096972889,34.7654127941439,,,
135.588828551517,34.7654220300816,,,
135.591560113311,34.7654312055462,,,
135.594291676278,34.7654403197896,,,
135.597023240409,34.7654493728117,,,
135.599754806275,34.7654583626114,,,
135.602486374747,34.7654672865502,,,
135.605217945302,34.7654761465837,,,
135.367590901082,34.7622229224224,,,
135.37032231057,34.7622370317995,,,
135.373053722001,34.7622510799432,,,
135.375785128236,34.7622650676702,,,
135.378516527924,34.7622789950838,,,
135.381247928094,34.7622928614209,,,
135.383979330174,34.7623066665161,,,
135.386710730536,34.7623204098129,,,
135.389442118495,34.7623340895872,,,
135.392173497692,34.7623477064205,,,
135.394904878766,34.7623612620099,,,
135.397636261709,34.7623747563553,,,
135.400367635446,34.7623881858422,,,
135.403098994533,34.7624015485165,,,
135.405830350133,34.7624148481489,,,
135.408561707589,34.7624280865489,,,
135.411293066463,34.7624412635662,,,
135.414024422881,34.7624543776725,,,
135.416755776547,34.762467427627,,,
135.419487132181,34.7624804164076,,,
135.422218489773,34.7624933440138,,,
135.424949893765,34.7625062238872,,,
135.427681385762,34.7625190708095,,,
135.430412920898,34.7625318708023,,,
135.433144457591,34.7625446094966,,,
135.435875995831,34.7625572868926,,,
135.438607536329,34.762569900743,,,
135.441339078932,34.7625824496884,,,
135.444070623202,34.7625949371529,,,
135.446802169094,34.7626073633352,,,
135.449533705955,34.762619719827,,,
135.452265215008,34.7626319916492,,,
135.454996706674,34.7626441869469,,,
135.457728200045,34.7626563210416,,,
135.460459695112,34.7626683939328,,,
135.463191186698,34.7626804048857,,,
135.465922673996,34.7626923540356,,,
135.468654161724,34.7627042418479,,,
135.471385651076,34.7627160684177,,,
135.474117141089,34.7627278347863,,,
135.476848628302,34.7627395447432,,,
135.479580113598,34.7627511973251,,,
135.482311600473,34.7627627886679,,,
135.485043088918,34.7627743187714,,,
135.487774575121,34.7627857903878,,,
135.490506057075,34.7627972049229,,,
135.493237538511,34.7628085596921,,,
135.495969021495,34.762819853212,,,
135.498700505699,34.7628310857105,,,
135.501431986364,34.7628422605425,,,
135.504163463903,34.7628533775115,,,
135.506894942952,34.7628644332251,,,
135.509626423504,34.7628754276834,,,
135.512357902373,34.7628863621433,,,
135.515089376218,34.7628972379067,,,
135.517820848194,34.7629080537329,,,
135.520552321637,34.7629188083026,,,
135.523283796538,34.7629295016161,,,
135.526015265966,34.7629401372261,,,
135.528746729021,34.7629507154568,,,
135.53147819279,34.762961232801,,,
135.534209657982,34.7629716889,,,
135.536941123492,34.7629820855511,,,
135.539672586689,34.7629924262478,,,
135.542404048186,34.7630027090944,,,
135.545135511095,34.7630129307585,,,
135.547866975408,34.7630230912395,,,
135.550598458682,34.7630332084198,,,
135.553329967716,34.76304328942,,,
135.556061484038,34.7630533153701,,,
135.558793001615,34.7630632800702,,,
135.561524521529,34.763073180152,,,
135.564256048645,34.7630830000566,,,
135.566987581854,34.7630927426631,,,
135.569719116332,34.7631024240271,,,
135.572450652069,34.7631120441484,,,
135.575182184144,34.7631215971627,,,
135.577913709092,34.7631310792663,,,
135.580645231905,34.7631404963221,,,
135.583376755933,34.7631498521476,,,
135.586108280718,34.7631591467447,,,
135.588839789137,34.7631683798186,,,
135.591571281279,34.7631775515415,,,
135.594302774593,34.7631866620483,,,
135.597034269072,34.7631957113387,,,
135.599765764774,34.7632046978002,,,
135.602497261935,34.7632136193063,,,
135.605228760538,34.7632224774295,,,
135.367608139779,34.7599693535633,,,
135.370339474875,34.7599834614143,,,
135.373070811913,34.7599975080368,,,
135.375802143564,34.7600114945285,,,
135.378533468505,34.7600254210396,,,
135.381264793954,34.7600392865273,,,
135.383996121313,34.7600530907782,,,
135.386727446824,34.7600668332435,,,
135.389458759768,34.760080512273,,,
135.392190063914,34.7600941284416,,,
135.394921369939,34.7601076833712,,,
135.397652677832,34.7601211770619,,,
135.400383975749,34.7601346055321,,,
135.40311525803,34.7601479666993,,,
135.40584653661,34.7601612647078,,,
135.408577817045,34.760174501489,,,
135.411309098193,34.7601876766206,,,
135.414040370388,34.7602007862813,,,
135.416771634063,34.7602138295444,,,
135.419502899707,34.7602268116388,,,
135.422234167309,34.7602397325637,,,
135.424965490251,34.7602526087587,,,
135.427696917226,34.7602654574738,,,
135.43042839438,34.7602782616315,,,
135.43315987309,34.7602910044956,,,
135.435891353349,34.7603036860667,,,
135.438622831338,34.7603163034629,,,
135.441354306668,34.7603288552881,,,
135.444085783433,34.7603413456301,,,
135.44681726182,34.7603537746951,,,
135.449548728992,34.7603661326007,,,
135.452280162922,34.760378402215,,,
135.455011576248,34.76039059319,,,
135.457742991279,34.7604027229669,,,
135.460474408006,34.7604147915456,,,
135.463205822525,34.7604267996254,,,
135.465937234405,34.7604387477178,,,
135.468668647076,34.7604506348438,,,
135.471400061371,34.7604624607324,,,
135.474131476395,34.7604742264135,,,
135.476862889029,34.7604859355248,,,
135.479594300088,34.7604975871122,,,
135.482325712727,34.7605091774655,,,
135.485057126935,34.7605207065847,,,
135.487788538394,34.7605321775614,,,
135.490519944868,34.7605435919523,,,
135.493251350589,34.7605549467371,,,
135.495982757859,34.7605662402777,,,
135.498714166327,34.7605774728418,,,
135.501445571341,34.760588648073,,,
135.504176973329,34.7605997657344,,,
135.506908376827,34.7606108221454,,,
135.509639781828,34.7606218173062,,,
135.512371185074,34.7606327525264,,,
135.515102583214,34.7606436291371,,,
135.517833979474,34.7606544458451,,,
135.520565377202,34.7606652013018,,,
135.523296776387,34.7606758955072,,,
135.526028169988,34.7606865315077,,,
135.528759557133,34.7606971095592,,,
135.531490945022,34.7607076266613,,,
135.534222334334,34.7607180825234,,,
135.536953723454,34.7607284778072,,,
135.53968510877,34.7607388136906,,,
135.542416491431,34.760749089421,,,
135.545147875505,34.760759303974,,,
135.547879260982,34.760769457349,,,
135.550610670324,34.7607795703372,,,
135.553342111761,34.7607896508586,,,
135.556073561887,34.760799677103,,,
135.558805013268,34.7608096421025,,,
135.561536466516,34.7608195423335,,,
135.564267924255,34.760829361976,,,
135.56699938585,34.7608391040776,,,
135.569730848713,34.7608487849417,,,
135.572462312835,34.7608584045683,,,
135.57519377356,34.7608679566036,,,
135.577925227648,34.760877436996,,,
135.580656679831,34.7608868520955,,,
135.583388133229,34.7608962059697,,,
135.586119587328,34.7609054985923,,,
135.58885102555,34.7609147287952,,,
135.591582448047,34.7609238967764,,,
135.594313871717,34.7609330035466,,,
135.597045296552,34.7609420491055,,,
135.599776722088,34.7609510322359,,,
135.602508147938,34.7609599513165,,,
135.605239574597,34.7609688075294,,,
135.367625377744,34.7577157846498,,,
135.370356639228,34.7577298896636,,,
135.373087902642,34.7577439334746,,,
135.37581916013,34.7577579182275,,,
135.378550410958,34.7577718442328,,,
135.381281662361,34.7577857093942,,,
135.384012915663,34.7577995133157,,,
135.386744167009,34.7578132554626,,,
135.389475405756,34.7578269342942,,,
135.39220663579,34.7578405504112,,,
135.394937867686,34.7578541052846,,,
135.397669101435,34.7578675989142,,,
135.400400324788,34.7578810268791,,,
135.403131532068,34.7578943871613,,,
135.405862735596,34.7579076842295,,,
135.408593940945,34.7579209200638,,,
135.411325146633,34.7579340939682,,,
135.414056340796,34.7579472003518,,,
135.416787525047,34.757960240469,,,
135.419518711086,34.7579732193627,,,
135.422249898907,34.7579861370328,,,
135.424981145932,34.7579990125446,,,
135.427712501886,34.7580118619342,,,
135.430443909246,34.758024665941,,,
135.433175318357,34.7580374087309,,,
135.43590672921,34.7580500903036,,,
135.438638136095,34.7580627068263,,,
135.441369538868,34.7580752584491,,,
135.444100943113,34.7580877486992,,,
135.446832349066,34.7581001777289,,,
135.449563742592,34.7581125346983,,,
135.4522951007,34.7581248019683,,,
135.45502643774,34.7581369905779,,,
135.45775777645,34.7581491179613,,,
135.46048911682,34.7581611841183,,,
135.463220455723,34.7581731907855,,,
135.465951792466,34.7581851383116,,,
135.468683130096,34.7581970250137,,,
135.471414469349,34.7582088504789,,,
135.474145809422,34.7582206157143,,,
135.476877147589,34.7582323241839,,,
135.479608484565,34.7582439749757,,,
135.482339823118,34.758255564535,,,
135.485071163238,34.7582670928618,,,
135.487802500086,34.7582785633419,,,
135.490533831154,34.7582899776355,,,
135.493265161213,34.7583013324415,,,
135.495996492819,34.7583126260084,,,
135.49872782562,34.7583238586399,,,
135.501459155258,34.7583350341838,,,
135.504190482127,34.7583461524588,,,
135.506921810498,34.7583572094902,,,
135.509653140363,34.758368205278,,,
135.512384468267,34.7583791413388,,,
135.515115790833,34.7583900191434,,,
135.51784711149,34.758400837187,,,
135.520578433611,34.7584115939756,,,
135.523309757187,34.7584222895096,,,
135.526041075296,34.7584329261958,,,
135.528772387047,34.7584435043286,,,
135.531503699578,34.7584540214478,,,
135.53423501352,34.7584644773268,,,
135.53696632693,34.7584748717309,,,
135.539697635881,34.7584852042492,,,
135.542428942121,34.7584954751821,,,
135.545160249726,34.7585056848959,,,
135.547891558685,34.7585158333904,,,
135.550622895095,34.7585259434152,,,
135.553354266967,34.7585360223062,,,
135.556085648147,34.7585460470629,,,
135.558817030636,34.7585560106145,,,
135.561548414747,34.7585659092943,,,
135.564279801772,34.7585757272183,,,
135.567011191556,34.7585854679889,,,
135.569742582611,34.7585951475435,,,
135.572473974928,34.758604765882,,,
135.57520536419,34.7586143162522,,,
135.577936747523,34.7586237944866,,,
135.580668129283,34.7586332073012,,,
135.583399512253,34.7586425589026,,,
135.586130895852,34.7586518492382,,,
135.588862263635,34.7586610765266,,,
135.59159361597,34.7586702408016,,,
135.594324969488,34.75867934387,,,
135.59705632418,34.7586883857316,,,
135.59978767905,34.7586973656156,,,
135.602519033123,34.7587062824569,,,
135.605250387433,34.7587151369952,,,
135.367642614742,34.7554622160356,,,
135.370373803616,34.7554763165676,,,
135.373104994408,34.7554903559224,,,
135.375836178912,34.7555043382774,,,
135.378567356585,34.7555182642691,,,
135.38129853485,34.7555321297575,,,
135.384029715003,34.755545934003,,,
135.386760893151,34.7555596765159,,,
135.389492058882,34.75557335593,,,
135.392223216121,34.7555869728116,,,
135.394954375206,34.7556005284448,,,
135.397685536128,34.7556140228296,,,
135.400416686779,34.7556274512218,,,
135.403147821696,34.755640811597,,,
135.405878953048,34.7556541087002,,,
135.408610086188,34.7556673445631,,,
135.411341220031,34.7556805185094,,,
135.414072346361,34.7556936255342,,,
135.416803466685,34.7557066676256,,,
135.41953458862,34.7557196484392,,,
135.422265712158,34.7557325679753,,,
135.424996889645,34.7557454440739,,,
135.427728164715,34.7557582898135,,,
135.430459485243,34.755771087487,,,
135.433190807718,34.7557838240197,,,
135.435922132128,34.7557964994107,,,
135.438653455393,34.7558091099689,,,
135.441384777652,34.7558216567317,,,
135.444116101608,34.7558341422361,,,
135.446847427358,34.7558465665766,,,
135.449578741694,34.755858919558,,,
135.45231002403,34.755871185381,,,
135.45504128798,34.7558833746519,,,
135.457772553566,34.7558955026683,,,
135.460503820777,34.7559075694305,,,
135.463235085897,34.7559195765966,,,
135.465966347799,34.7559315242082,,,
135.468697610393,34.7559434108965,,,
135.471428874611,34.7559552363486,,,
135.474160139772,34.7559670015379,,,
135.476891403634,34.7559787097273,,,
135.479622666781,34.7559903600509,,,
135.482353931501,34.7560019491436,,,
135.485085197786,34.7560134770055,,,
135.487816460211,34.7560249472121,,,
135.49054771598,34.7560363614676,,,
135.493278970467,34.7560477162945,,,
135.496010226501,34.7560590098875,,,
135.498741483756,34.756070242582,,,
135.501472738507,34.7560814183579,,,
135.504203991087,34.75609253708,,,
135.506935245161,34.7561035945652,,,
135.509666500721,34.7561145908135,,,
135.512397753965,34.7561255278188,,,
135.515129001353,34.7561364074548,,,
135.517860246657,34.7561472277358,,,
135.520591493423,34.7561579867584,,,
135.523322741641,34.7561686845228,,,
135.526053984931,34.7561793226337,,,
135.528785222409,34.7561899014262,,,
135.531516460737,34.7562004191339,,,
135.534247700466,34.7562108756012,,,
135.536978940025,34.7562212704514,,,
135.539710176583,34.7562316032151,,,
135.542441411811,34.7562418745072,,,
135.545172648354,34.7562520845387,,,
135.547903886202,34.7562622333098,,,
135.55063515088,34.7562723422293,,,
135.55336644853,34.7562824167358,,,
135.556097754711,34.7562924361627,,,
135.558829062256,34.7563023944241,,,
135.561560371695,34.7563122878718,,,
135.564291685266,34.7563221013069,,,
135.567023002843,34.7563318388597,,,
135.569754321694,34.7563415152182,,,
135.572485641811,34.7563511303821,,,
135.575216959495,34.7563606775068,,,
135.577948272461,34.7563701525424,,,
135.580679584383,34.7563795622501,,,
135.583410897512,34.7563889107565,,,
135.586142211157,34.7563981979983,,,
135.588873508067,34.7564074220715,,,
135.591604788933,34.7564165827256,,,
135.594336070992,34.7564256821774,,,
135.597067354238,34.7564347204268,,,
135.599798637149,34.756443697287,,,
135.602529918234,34.7564526123982,,,
135.60526119905,34.7564614659208,,,
135.36765985001,34.753208646863,,,
135.370390966487,34.7532227425862,,,
135.37312208488,34.7532367771373,,,
135.375853196712,34.7532507569696,,,
135.37858430148,34.7532646830689,,,
135.381315406854,34.7532785490205,,,
135.384046514116,34.7532923537344,,,
135.386777619354,34.7533060967775,,,
135.389508712423,34.7533197769741,,,
135.392239797263,34.7533333948318,,,
135.39497088395,34.7533469514461,,,
135.397701972473,34.753360446817,,,
135.400433051024,34.7533738759294,,,
135.403164114415,34.7533872367036,,,
135.405895174517,34.753400534152,,,
135.408626236408,34.7534137703653,,,
135.411357299703,34.7534269448298,,,
135.414088361647,34.7534400540391,,,
135.416819423034,34.7534530997785,,,
135.419550486031,34.7534660842452,,,
135.422281550632,34.7534790074396,,,
135.425012660692,34.7534918841347,,,
135.427743851725,34.7535047244323,,,
135.430475080149,34.7535175137973,,,
135.433206310519,34.7535302420265,,,
135.435937542824,34.7535429091192,,,
135.438668778338,34.7535555122332,,,
135.441400017364,34.7535680524737,,,
135.444131258243,34.7535805315002,,,
135.446862500917,34.7535929493679,,,
135.449593734168,34.7536052973377,,,
135.45232494102,34.7536175622751,,,
135.455056133058,34.7536297532958,,,
135.457787326731,34.7536418830673,,,
135.460518522029,34.7536539515896,,,
135.463249713944,34.7536659598651,,,
135.465980901077,34.7536779077658,,,
135.46871208864,34.7536897945882,,,
135.471443277826,34.7537016201795,,,
135.474174468095,34.7537133854762,,,
135.476905657721,34.7537250935336,,,
135.479636847148,34.7537367435189,,,
135.482368038149,34.7537483322785,,,
135.485099230715,34.7537598598123,,,
135.487830418782,34.7537713298325,,,
135.490561599292,34.7537827440682,,,
135.493292778254,34.7537940989103,,,
135.496023958762,34.7538053925235,,,
135.498755140539,34.7538166252778,,,
135.501486320632,34.7538278012847,,,
135.504217499328,34.7538389203704,,,
135.506948679518,34.7538499782241,,,
135.509679861193,34.7538609748461,,,
135.512411040184,34.7538719128302,,,
135.515142212665,34.7538827945971,,,
135.517873382771,34.7538936175648,,,
135.520604554339,34.7539043792792,,,
135.523335727359,34.7539150797404,,,
135.52606689618,34.7539257197232,,,
135.528798060008,34.7539362994919,,,
135.531529224779,34.7539468181061,,,
135.534260390951,34.753957275485,,,
135.53699155791,34.7539676716479,,,
135.539722724663,34.7539780068854,,,
135.542453891916,34.7539882814022,,,
