右上経度,右上緯度,左下経度,左下緯度,kW単価(φ300mm)_Dg2
34.7281,135.4921,34.7253,135.4894,39.81242815
34.7281,135.4948,34.7254,135.4921,40.5663866
34.7282,135.4976,34.7254,135.4948,93.59317885
34.7282,135.5003,34.7254,135.4975,182.665715
34.7282,135.503,34.7254,135.5003,573.7851824
34.7283,135.544,34.7255,135.5412,537.8855793
34.7284,135.5494,34.7256,135.5467,584.3618678
34.7284,135.5522,34.7256,135.5494,348.369575
34.7284,135.5549,34.7256,135.5522,450.4672302
34.7257,135.4512,34.7229,135.4484,34.99580924
34.7257,135.4539,34.7229,135.4511,34.4785493
34.7257,135.4566,34.7229,135.4539,34.26575234
34.7257,135.4594,34.7229,135.4566,33.73488702
34.7258,135.4621,34.723,135.4593,33.68002909
34.7258,135.4648,34.723,135.4621,33.46420701
34.7258,135.4675,34.723,135.4648,32.99577953
34.7258,135.4703,34.723,135.4675,33.14701081
34.7258,135.473,34.723,135.4703,33.22097319
34.7258,135.4757,34.723,135.473,33.30429141
34.7258,135.4785,34.723,135.4757,33.37929151
34.7258,135.4812,34.723,135.4784,33.99191648
34.7258,135.4839,34.7231,135.4812,36.38550647
34.7259,135.4867,34.7231,135.4839,37.82394183
34.7259,135.4894,34.7231,135.4866,38.76023354
34.7259,135.4921,34.7231,135.4894,39.35487527
34.7259,135.4948,34.7231,135.4921,39.94503595
34.7259,135.4976,34.7231,135.4948,88.82740333
34.7259,135.5003,34.7231,135.4976,134.9302365
34.7259,135.503,34.7231,135.5003,205.8480628
34.7259,135.5058,34.7231,135.503,312.5127797
34.726,135.5085,34.7232,135.5057,569.9169677
34.7261,135.544,34.7233,135.5412,632.4514978
34.7261,135.5467,34.7233,135.544,431.314712
34.7261,135.5495,34.7233,135.5467,312.5237839
34.7261,135.5522,34.7233,135.5494,371.0505496
34.7261,135.5549,34.7233,135.5522,371.0505496
34.7261,135.5576,34.7233,135.5549,666.5257572
34.7235,135.4512,34.7207,135.4484,35.42217756
34.7235,135.4539,34.7207,135.4512,34.50016667
34.7235,135.4566,34.7207,135.4539,33.49062083
34.7235,135.4594,34.7207,135.4566,33.15736601
34.7235,135.4621,34.7207,135.4593,32.70035302
34.7235,135.4648,34.7207,135.4621,32.87402769
34.7235,135.4676,34.7207,135.4648,32.61428623
34.7235,135.4703,34.7207,135.4675,33.23993268
34.7235,135.473,34.7208,135.4703,33.07868358
34.7236,135.4757,34.7208,135.473,32.93369226
34.7236,135.4785,34.7208,135.4757,33.21157804
34.7236,135.4812,34.7208,135.4785,34.15809608
34.7236,135.4839,34.7208,135.4812,36.47226115
34.7236,135.4867,34.7208,135.4839,37.47064497
34.7236,135.4894,34.7208,135.4867,38.23206012
34.7236,135.4921,34.7208,135.4894,38.90457075
34.7236,135.4949,34.7208,135.4921,39.42039728
34.7237,135.4976,34.7209,135.4948,44.87701098
34.7237,135.5003,34.7209,135.4976,93.19407112
34.7237,135.5031,34.7209,135.5003,113.5584308
34.7237,135.5058,34.7209,135.503,154.9164043
34.7237,135.5085,34.7209,135.5058,384.4650833
34.7238,135.5467,34.7211,135.544,445.3258132
34.7239,135.5495,34.7211,135.5467,393.1985281
34.7239,135.5522,34.7211,135.5494,444.1559556
34.7239,135.5549,34.7211,135.5522,423.0409518
34.7239,135.5577,34.7211,135.5549,626.9791116
34.7212,135.4539,34.7184,135.4512,35.69188182
34.7212,135.4567,34.7184,135.4539,34.84298945
34.7212,135.4594,34.7184,135.4566,33.63867693
34.7212,135.4621,34.7185,135.4594,33.2767536
34.7213,135.4648,34.7185,135.4621,33.34515392
34.7213,135.4676,34.7185,135.4648,33.86685944
34.7213,135.4703,34.7185,135.4676,33.87120574
34.7213,135.473,34.7185,135.4703,33.38967227
34.7213,135.4758,34.7185,135.473,32.83492171
34.7213,135.4785,34.7185,135.4757,33.24026396
34.7213,135.4812,34.7185,135.4785,34.6811535
34.7213,135.484,34.7185,135.4812,36.26650635
34.7214,135.4867,34.7186,135.4839,36.76782608
34.7214,135.4894,34.7186,135.4867,37.78859706
34.7214,135.4921,34.7186,135.4894,38.27286163
34.7214,135.4949,34.7186,135.4921,38.97019101
34.7214,135.4976,34.7186,135.4949,42.07910936
34.7214,135.5003,34.7186,135.4976,46.56836236
34.7214,135.5031,34.7186,135.5003,99.57184429
34.7214,135.5058,34.7186,135.503,154.5838197
34.7214,135.5085,34.7186,135.5058,386.6526209
34.7216,135.5467,34.7188,135.544,628.5329631
34.7216,135.5495,34.7188,135.5467,631.663887
34.7216,135.5549,34.7188,135.5522,599.5580393
34.719,135.4539,34.7162,135.4512,36.17087251
34.719,135.4567,34.7162,135.4539,36.64106633
34.719,135.4594,34.7162,135.4566,35.40796361
34.719,135.4621,34.7162,135.4594,35.2450353
34.719,135.4649,34.7162,135.4621,35.20707492
34.719,135.4676,34.7162,135.4648,35.28604757
34.719,135.4703,34.7162,135.4676,35.91074192
34.719,135.473,34.7162,135.4703,36.16633746
34.7191,135.4758,34.7163,135.473,35.9361392
34.7191,135.4785,34.7163,135.4758,35.49915797
34.7191,135.4812,34.7163,135.4785,35.73258714
34.7191,135.484,34.7163,135.4812,36.19932214
34.7191,135.4867,34.7163,135.4839,36.3895141
34.7191,135.4894,34.7163,135.4867,37.3592835
34.7191,135.4922,34.7163,135.4894,38.21862596
34.7191,135.4949,34.7163,135.4921,39.20175443
34.7191,135.4976,34.7163,135.4949,42.2327803
34.7192,135.5003,34.7164,135.4976,46.39025948
34.7192,135.5031,34.7164,135.5003,97.67009683
34.7192,135.5058,34.7164,135.5031,150.0702834
34.7192,135.5085,34.7164,135.5058,378.5584743
34.7193,135.544,34.7165,135.5413,596.0353716
34.7193,135.5468,34.7165,135.544,450.8676456
34.7193,135.5495,34.7166,135.5467,518.6360954
34.7195,135.5877,34.7167,135.585,335.2452751
34.7167,135.4512,34.7139,135.4485,37.54233718
34.7167,135.454,34.7139,135.4512,37.81048388
34.7167,135.4567,34.7139,135.4539,37.78824145
34.7167,135.4594,34.7139,135.4567,36.81909989
34.7167,135.4621,34.7139,135.4594,36.23764108
34.7168,135.4649,34.714,135.4621,35.97200778
34.7168,135.4676,34.714,135.4649,35.86729085
34.7168,135.4703,34.714,135.4676,36.7458134
34.7168,135.4731,34.714,135.4703,37.35936047
34.7168,135.4758,34.714,135.473,37.47724124
34.7168,135.4785,34.714,135.4758,37.55432663
34.7168,135.4813,34.714,135.4785,37.41661946
34.7168,135.484,34.714,135.4812,36.63188941
34.7168,135.4867,34.7141,135.484,36.83773593
34.7169,135.4894,34.7141,135.4867,37.43429588
34.7169,135.4922,34.7141,135.4894,38.52308131
34.7169,135.4949,34.7141,135.4922,39.34291903
34.7169,135.4976,34.7141,135.4949,42.21253671
34.7169,135.5004,34.7141,135.4976,46.39025948
34.7169,135.5031,34.7141,135.5003,97.67009683
34.7169,135.5058,34.7141,135.5031,150.0702834
34.7169,135.5086,34.7141,135.5058,378.5584743
34.7171,135.544,34.7143,135.5413,596.0353716
34.7171,135.5468,34.7143,135.544,450.8676456
34.7171,135.5495,34.7143,135.5468,518.6360954
34.7172,135.5877,34.7144,135.585,466.629348
34.7172,135.5904,34.7144,135.5877,251.7251123
34.7144,135.4458,34.7116,135.443,37.36816591
34.7144,135.4485,34.7116,135.4458,37.67818565
34.7144,135.4512,34.7116,135.4485,37.54233718
34.7145,135.454,34.7117,135.4512,37.81048388
34.7145,135.4567,34.7117,135.4539,37.78824145
34.7145,135.4594,34.7117,135.4567,36.81909989
34.7145,135.4622,34.7117,135.4594,36.23764108
34.7145,135.4649,34.7117,135.4621,35.97200778
34.7145,135.4676,34.7117,135.4649,35.86729085
34.7145,135.4703,34.7117,135.4676,36.7458134
34.7145,135.4731,34.7117,135.4703,37.35936047
34.7145,135.4758,34.7118,135.4731,37.47724124
34.7146,135.4785,34.7118,135.4758,37.55432663
34.7146,135.4813,34.7118,135.4785,37.41661946
34.7146,135.484,34.7118,135.4812,36.63188941
34.7146,135.4867,34.7118,135.484,36.83773593
34.7146,135.4895,34.7118,135.4867,37.43429588
34.7146,135.4922,34.7118,135.4894,38.52308131
34.7146,135.4949,34.7118,135.4922,39.34291903
34.7146,135.4976,34.7118,135.4949,42.21253671
34.7146,135.5004,34.7119,135.4976,46.09185618
34.7147,135.5031,34.7119,135.5004,96.75514272
34.7147,135.5058,34.7119,135.5031,146.5698837
34.7147,135.5086,34.7119,135.5058,379.9997382
34.7148,135.5468,34.712,135.544,514.9503566
34.7148,135.5495,34.712,135.5468,491.4981601
34.715,135.5877,34.7122,135.585,324.936644
34.715,135.5905,34.7122,135.5877,169.3011019
34.7121,135.4403,34.7093,135.4376,38.69753952
34.7121,135.4431,34.7094,135.4403,39.39313106
34.7122,135.4458,34.7094,135.443,39.0616251
34.7122,135.4485,34.7094,135.4458,38.92411398
34.7122,135.4513,34.7094,135.4485,38.72257535
34.7122,135.454,34.7094,135.4512,38.92607613
34.7122,135.4567,34.7094,135.454,39.4952171
34.7122,135.4594,34.7094,135.4567,38.91744781
34.7122,135.4622,34.7094,135.4594,38.32241907
34.7122,135.4649,34.7094,135.4622,37.29706544
34.7123,135.4676,34.7095,135.4649,37.32583973
34.7123,135.4704,34.7095,135.4676,38.45687168
34.7123,135.4731,34.7095,135.4703,39.22511054
34.7123,135.4758,34.7095,135.4731,39.30164595
34.7123,135.4786,34.7095,135.4758,39.08250266
34.7123,135.4813,34.7095,135.4785,39.44471895
34.7123,135.484,34.7095,135.4813,38.53164424
34.7123,135.4867,34.7095,135.484,39.35422397
34.7124,135.4895,34.7096,135.4867,41.13916398
34.7124,135.4922,34.7096,135.4895,38.90470328
34.7124,135.4949,34.7096,135.4922,39.88112311
34.7124,135.4977,34.7096,135.4949,41.83893183
34.7124,135.5004,34.7096,135.4976,45.98796987
34.7124,135.5031,34.7096,135.5004,55.90714754
34.7124,135.5058,34.7096,135.5031,149.5203465
34.7124,135.5086,34.7096,135.5058,402.6191069
34.7127,135.585,34.7099,135.5823,541.3298839
34.7127,135.5877,34.7099,135.585,220.6290132
34.7127,135.5905,34.7099,135.5877,133.410337
34.7099,135.4349,34.7071,135.4321,41.53466998
34.7099,135.4376,34.7071,135.4349,40.5073231
34.7099,135.4403,34.7071,135.4376,39.86293874
34.7099,135.4431,34.7071,135.4403,39.45378813
34.7099,135.4458,34.7071,135.4431,38.9951587
34.7099,135.4485,34.7071,135.4458,38.67853036
34.7099,135.4513,34.7071,135.4485,38.64319642
34.7099,135.454,34.7071,135.4512,38.87489656
34.71,135.4567,34.7072,135.454,38.89195936
34.71,135.4595,34.7072,135.4567,38.95389846
34.71,135.4622,34.7072,135.4594,39.02342211
34.71,135.4649,34.7072,135.4622,39.09125915
34.71,135.4676,34.7072,135.4649,39.07811817
34.71,135.4704,34.7072,135.4676,39.06906996
34.71,135.4731,34.7072,135.4704,39.25465889
34.71,135.4758,34.7072,135.4731,39.40820098
34.7101,135.4786,34.7073,135.4758,39.53370596
34.7101,135.4813,34.7073,135.4785,39.76033157
34.7101,135.484,34.7073,135.4813,40.11921707
34.7101,135.4868,34.7073,135.484,41.12262336
34.7101,135.4895,34.7073,135.4867,41.99846218
34.7101,135.4922,34.7073,135.4895,42.61801371
34.7101,135.4949,34.7073,135.4922,43.27276378
34.7101,135.4977,34.7073,135.4949,44.07483446
34.7101,135.5004,34.7073,135.4977,46.10508868
34.7102,135.5031,34.7074,135.5004,54.63940733
34.7102,135.5059,34.7074,135.5031,144.1055052
34.7102,135.5086,34.7074,135.5058,376.1214479
34.7105,135.585,34.7077,135.5823,316.4230201
34.7105,135.5878,34.7077,135.585,155.2099453
34.7105,135.5905,34.7077,135.5877,101.7096654
34.7105,135.5932,34.7077,135.5905,74.9890747
34.7105,135.5959,34.7077,135.5932,37.50324384
34.7105,135.5987,34.7077,135.5959,36.38846684
34.7076,135.4322,34.7048,135.4294,42.70243684
34.7076,135.4349,34.7048,135.4322,42.49276162
34.7076,135.4376,34.7048,135.4349,42.24470143
34.7076,135.4404,34.7048,135.4376,41.88539125
34.7076,135.4431,34.7048,135.4403,42.07727382
34.7077,135.4458,34.7049,135.4431,42.35269825
34.7077,135.4486,34.7049,135.4458,41.97998638
34.7077,135.4513,34.7049,135.4485,41.05583694
34.7077,135.454,34.7049,135.4513,39.97742194
34.7077,135.4567,34.7049,135.454,39.79488418
34.7077,135.4595,34.7049,135.4567,39.13640962
34.7077,135.4622,34.7049,135.4595,39.10759502
34.7077,135.4649,34.7049,135.4622,39.66386537
34.7077,135.4677,34.705,135.4649,40.53697263
34.7078,135.4704,34.705,135.4676,40.15623446
34.7078,135.4731,34.705,135.4704,39.46182518
34.7078,135.4758,34.705,135.4731,39.01967095
34.7078,135.4786,34.705,135.4758,38.95993974
34.7078,135.4813,34.705,135.4786,39.03131031
34.7078,135.484,34.705,135.4813,40.18221698
34.7078,135.4868,34.705,135.484,40.74512242
34.7078,135.4895,34.705,135.4867,41.13564213
34.7079,135.4922,34.7051,135.4895,41.95313547
34.7079,135.495,34.7051,135.4922,43.53359918
34.7079,135.4977,34.7051,135.4949,44.79461823
34.7079,135.5004,34.7051,135.4977,46.58991581
34.7079,135.5031,34.7051,135.5004,53.99722762
34.7079,135.5059,34.7051,135.5031,138.0950148
34.7079,135.5086,34.7051,135.5059,338.4219837
34.7082,135.5823,34.7054,135.5796,605.2817437
34.7082,135.585,34.7054,135.5823,236.4690449
34.7082,135.5878,34.7054,135.585,116.657337
34.7082,135.5905,34.7054,135.5877,87.66437975
34.7082,135.5932,34.7054,135.5905,76.29754832
34.7082,135.596,34.7054,135.5932,71.41012266
34.7083,135.5987,34.7055,135.5959,40.78824764
34.7053,135.4322,34.7025,135.4294,43.25021567
34.7053,135.4349,34.7026,135.4322,42.67109167
34.7054,135.4377,34.7026,135.4349,42.44541552
34.7054,135.4404,34.7026,135.4376,42.49217835
34.7054,135.4431,34.7026,135.4404,42.87521607
34.7054,135.4458,34.7026,135.4431,42.94460561
34.7054,135.4486,34.7026,135.4458,42.86858386
34.7054,135.4513,34.7026,135.4485,42.57515249
34.7054,135.454,34.7026,135.4513,41.57891623
34.7054,135.4568,34.7027,135.454,41.15457795
34.7055,135.4595,34.7027,135.4567,40.7652611
34.7055,135.4622,34.7027,135.4595,40.91519143
34.7055,135.4649,34.7027,135.4622,41.80845547
34.7055,135.4677,34.7027,135.4649,42.43142702
34.7055,135.4704,34.7027,135.4677,41.68307441
34.7055,135.4731,34.7027,135.4704,40.94824321
34.7055,135.4759,34.7027,135.4731,39.34996017
34.7055,135.4786,34.7027,135.4758,39.0237772
34.7056,135.4813,34.7028,135.4786,39.20206175
34.7056,135.4841,34.7028,135.4813,40.32519592
34.7056,135.4868,34.7028,135.484,41.05527964
34.7056,135.4895,34.7028,135.4868,41.64864565
34.7056,135.4922,34.7028,135.4895,42.97018909
34.7056,135.495,34.7028,135.4922,44.76298738
34.7056,135.4977,34.7028,135.495,46.26135117
34.7056,135.5004,34.7028,135.4977,49.11962762
34.7056,135.5032,34.7029,135.5004,55.88009898
34.7057,135.5059,34.7029,135.5031,140.5191965
34.7057,135.5086,34.7029,135.5059,343.4894973
34.7059,135.5796,34.7031,135.5768,583.6894146
34.7059,135.5823,34.7031,135.5796,348.8487629
34.706,135.585,34.7032,135.5823,180.6360759
34.706,135.5878,34.7032,135.585,126.8699603
34.706,135.5905,34.7032,135.5878,93.80915503
34.706,135.5932,34.7032,135.5905,81.41670967
34.706,135.596,34.7032,135.5932,78.60644722
34.706,135.5987,34.7032,135.5959,42.59738671
34.7031,135.4267,34.7003,135.424,46.17896175
34.7031,135.4295,34.7003,135.4267,46.00674975
34.7031,135.4322,34.7003,135.4295,45.30591876
34.7031,135.4349,34.7003,135.4322,44.01268145
34.7031,135.4377,34.7003,135.4349,43.60781367
34.7031,135.4404,34.7003,135.4376,43.64178496
34.7031,135.4431,34.7003,135.4404,44.27872276
34.7031,135.4459,34.7003,135.4431,44.58693915
34.7032,135.4486,34.7004,135.4458,43.69362129
34.7032,135.4513,34.7004,135.4486,42.71355783
34.7032,135.454,34.7004,135.4513,41.93417752
34.7032,135.4568,34.7004,135.454,41.85225063
34.7032,135.4595,34.7004,135.4568,41.67293154
34.7032,135.4622,34.7004,135.4595,41.65755608
34.7032,135.465,34.7004,135.4622,41.94544618
34.7032,135.4677,34.7004,135.4649,42.14350449
34.7033,135.4704,34.7005,135.4677,42.39722755
34.7033,135.4731,34.7005,135.4704,42.2719687
34.7033,135.4759,34.7005,135.4731,41.3859309
34.7033,135.4786,34.7005,135.4759,39.93240326
34.7033,135.4813,34.7005,135.4786,39.66047846
34.7033,135.4841,34.7005,135.4813,41.10084546
34.7033,135.4868,34.7005,135.484,41.37181485
34.7033,135.4895,34.7005,135.4868,42.37289246
34.7033,135.4923,34.7006,135.4895,43.93495977
34.7034,135.495,34.7006,135.4922,45.58393202
34.7034,135.4977,34.7006,135.495,47.92501845
34.7034,135.5004,34.7006,135.4977,49.2198698
34.7034,135.5032,34.7006,135.5004,57.17212785
34.7034,135.5059,34.7006,135.5032,143.3635536
34.7034,135.5086,34.7006,135.5059,340.2392866
34.7037,135.5796,34.7009,135.5768,312.3313431
34.7037,135.5823,34.7009,135.5796,291.5092536
34.7037,135.5851,34.7009,135.5823,211.6970373
34.7037,135.5878,34.7009,135.585,134.4357544
34.7037,135.5905,34.7009,135.5878,105.3429078
34.7037,135.5932,34.7009,135.5905,89.6381696
34.7037,135.596,34.7009,135.5932,79.48554678
34.7008,135.4186,34.698,135.4158,47.75248842
34.7008,135.4213,34.698,135.4186,47.21041625
34.7008,135.424,34.698,135.4213,46.01365131
34.7008,135.4268,34.698,135.424,45.83139127
34.7008,135.4295,34.698,135.4267,45.8075647
34.7008,135.4322,34.698,135.4295,45.44059579
34.7008,135.435,34.698,135.4322,44.84200537
34.7009,135.4377,34.6981,135.4349,44.5707483
34.7009,135.4404,34.6981,135.4377,44.85241401
34.7009,135.4431,34.6981,135.4404,45.66174303
34.7009,135.4459,34.6981,135.4431,46.20128684
34.7009,135.4486,34.6981,135.4458,45.36282994
34.7009,135.4513,34.6981,135.4486,43.95235795
34.7009,135.4541,34.6981,135.4513,42.17005689
34.7009,135.4568,34.6981,135.454,41.91163799
34.701,135.4595,34.6982,135.4568,41.66357699
34.701,135.4622,34.6982,135.4595,41.49696236
34.701,135.465,34.6982,135.4622,41.64281954
34.701,135.4677,34.6982,135.465,41.91373093
34.701,135.4704,34.6982,135.4677,41.90074813
34.701,135.4732,34.6982,135.4704,42.05731738
34.701,135.4759,34.6982,135.4731,41.76781147
34.701,135.4786,34.6982,135.4759,41.10966836
34.701,135.4814,34.6983,135.4786,40.66639869
34.7011,135.4841,34.6983,135.4813,41.50231718
34.7011,135.4868,34.6983,135.4841,42.0710959
34.7011,135.4895,34.6983,135.4868,42.97435365
34.7011,135.4923,34.6983,135.4895,43.96270773
34.7011,135.495,34.6983,135.4922,44.82966165
34.7011,135.4977,34.6983,135.495,47.98333845
34.7011,135.5005,34.6983,135.4977,49.84333898
34.7011,135.5032,34.6983,135.5004,56.44854955
34.7011,135.5059,34.6984,135.5032,142.3091915
34.7012,135.5086,34.6984,135.5059,345.4383029
34.7014,135.5769,34.6986,135.5741,531.6835443
34.7014,135.5796,34.6986,135.5769,299.4250893
34.7014,135.5823,34.6986,135.5796,421.2841373
34.7014,135.5851,34.6986,135.5823,248.6402457
34.7015,135.5878,34.6987,135.585,151.8186475
34.7015,135.5905,34.6987,135.5878,114.8217189
34.7015,135.5933,34.6987,135.5905,98.60570808
34.7015,135.596,34.6987,135.5932,85.86305584
34.7015,135.5987,34.6987,135.596,44.51129872
34.6985,135.4159,34.6957,135.4131,49.42764893
34.6985,135.4186,34.6957,135.4158,48.97014503
34.6985,135.4213,34.6957,135.4186,47.23530498
34.6985,135.4241,34.6957,135.4213,45.8166481
34.6985,135.4268,34.6958,135.424,45.49565735
34.6986,135.4295,34.6958,135.4268,45.32966135
34.6986,135.4322,34.6958,135.4295,45.37318475
34.6986,135.435,34.6958,135.4322,45.18406118
34.6986,135.4377,34.6958,135.4349,45.28956423
34.6986,135.4404,34.6958,135.4377,45.55771053
34.6986,135.4432,34.6958,135.4404,45.70056646
34.6986,135.4459,34.6958,135.4431,45.91594676
34.6987,135.4486,34.6959,135.4459,45.85649409
34.6987,135.4513,34.6959,135.4486,45.05034877
34.6987,135.4541,34.6959,135.4513,43.17662247
34.6987,135.4568,34.6959,135.4541,42.56328197
34.6987,135.4595,34.6959,135.4568,41.56725127
34.6987,135.4623,34.6959,135.4595,41.64261487
34.6987,135.465,34.6959,135.4622,41.81759667
34.6987,135.4677,34.6959,135.465,41.57615244
34.6987,135.4704,34.696,135.4677,41.41613494
34.6988,135.4732,34.696,135.4704,41.3168471
34.6988,135.4759,34.696,135.4732,40.95952438
34.6988,135.4786,34.696,135.4759,40.60676122
34.6988,135.4814,34.696,135.4786,40.90241199
34.6988,135.4841,34.696,135.4813,41.39797976
34.6988,135.4868,34.696,135.4841,41.85030512
34.6988,135.4896,34.696,135.4868,43.05036496
34.6988,135.4923,34.696,135.4895,43.79366834
34.6989,135.495,34.6961,135.4923,44.41814754
34.6989,135.4977,34.6961,135.495,47.42140293
34.6989,135.5005,34.6961,135.4977,49.27895008
34.6989,135.5032,34.6961,135.5005,55.47694035
34.6989,135.5059,34.6961,135.5032,138.094719
34.6989,135.5087,34.6961,135.5059,338.9344447
34.6992,135.5742,34.6964,135.5714,573.1368376
34.6992,135.5769,34.6964,135.5741,625.4329239
34.6992,135.5796,34.6964,135.5769,405.4565158
34.6992,135.5824,34.6964,135.5796,333.7013824
34.6992,135.5851,34.6964,135.5823,189.4755701
34.6992,135.5878,34.6964,135.5851,136.6255637
34.6992,135.5905,34.6964,135.5878,110.6532604
34.6992,135.5933,34.6964,135.5905,96.2846344
34.6962,135.4131,34.6934,135.4104,49.00981576
34.6962,135.4159,34.6934,135.4131,49.52710662
34.6963,135.4186,34.6935,135.4159,48.90700083
34.6963,135.4213,34.6935,135.4186,48.27937333
34.6963,135.4241,34.6935,135.4213,46.46420292
34.6963,135.4268,34.6935,135.424,45.76318156
34.6963,135.4295,34.6935,135.4268,45.08275273
34.6963,135.4323,34.6935,135.4295,45.22399724
34.6963,135.435,34.6935,135.4322,45.80359158
34.6963,135.4377,34.6936,135.435,45.96590215
34.6964,135.4404,34.6936,135.4377,45.66737309
34.6964,135.4432,34.6936,135.4404,45.5515221
34.6964,135.4459,34.6936,135.4432,45.61140636
34.6964,135.4486,34.6936,135.4459,45.59018147
34.6964,135.4514,34.6936,135.4486,45.6126994
34.6964,135.4541,34.6936,135.4513,44.55221105
34.6964,135.4568,34.6936,135.4541,43.89836732
34.6964,135.4595,34.6937,135.4568,42.84056674
34.6965,135.4623,34.6937,135.4595,42.01812728
34.6965,135.465,34.6937,135.4623,41.4283428
34.6965,135.4677,34.6937,135.465,41.10917845
34.6965,135.4705,34.6937,135.4677,40.94708299
34.6965,135.4732,34.6937,135.4704,40.35994454
34.6965,135.4759,34.6937,135.4732,40.18554471
34.6965,135.4786,34.6937,135.4759,40.25454654
