右上経度,右上緯度,左下経度,左下緯度,kW単価(φ300mm)_Dg3
34.7302,135.4593,34.7275,135.4566,1630.356251
34.7303,135.4621,34.7275,135.4593,1642.826821
34.7303,135.4648,34.7275,135.462,1654.853429
34.7303,135.4757,34.7275,135.473,1715.591316
34.7303,135.4784,34.7275,135.4757,1722.907244
34.7303,135.4812,34.7275,135.4784,1731.280001
34.7304,135.4839,34.7276,135.4811,1847.228859
34.7304,135.4866,34.7276,135.4839,1907.880916
34.7304,135.4894,34.7276,135.4866,1939.201114
34.7304,135.4921,34.7276,135.4893,1973.489672
34.7304,135.4948,34.7276,135.4921,1993.090562
34.7304,135.4975,34.7276,135.4948,2507.19996
34.7304,135.5003,34.7276,135.4975,4217.873299
34.7306,135.5494,34.7278,135.5467,9431.079591
34.728,135.4511,34.7252,135.4484,1674.809569
34.728,135.4539,34.7252,135.4511,1731.875021
34.728,135.4566,34.7252,135.4539,1699.333348
34.728,135.4593,34.7252,135.4566,1704.492142
34.728,135.4621,34.7252,135.4593,1712.535823
34.728,135.4648,34.7252,135.4621,1679.141568
34.728,135.4675,34.7252,135.4648,1680.057793
34.728,135.4703,34.7252,135.4675,1690.430093
34.7281,135.473,34.7253,135.4702,1697.419874
34.7281,135.4757,34.7253,135.473,1713.13174
34.7281,135.4785,34.7253,135.4757,1719.469972
34.7281,135.4812,34.7253,135.4784,1716.797941
34.7281,135.4839,34.7253,135.4812,1843.712352
34.7281,135.4866,34.7253,135.4839,1895.429456
34.7281,135.4894,34.7253,135.4866,1904.880559
34.7281,135.4921,34.7253,135.4894,1932.747715
34.7281,135.4948,34.7254,135.4921,1959.287228
34.7282,135.4976,34.7254,135.4948,2491.98079
34.7282,135.5003,34.7254,135.4975,4244.203447
34.7283,135.544,34.7255,135.5412,9711.111647
34.7284,135.5522,34.7256,135.5494,6289.545524
34.7284,135.5549,34.7256,135.5522,8132.840393
34.7257,135.4512,34.7229,135.4484,1779.209945
34.7257,135.4539,34.7229,135.4511,1761.793981
34.7257,135.4566,34.7229,135.4539,1756.016158
34.7257,135.4594,34.7229,135.4566,1744.742133
34.7258,135.4621,34.723,135.4593,1741.338319
34.7258,135.4648,34.723,135.4621,1730.965523
34.7258,135.4675,34.723,135.4648,1712.477017
34.7258,135.4703,34.723,135.4675,1720.957355
34.7258,135.473,34.723,135.4703,1720.093157
34.7258,135.4757,34.723,135.473,1723.156783
34.7258,135.4785,34.723,135.4757,1715.748934
34.7258,135.4812,34.723,135.4784,1712.38604
34.7258,135.4839,34.7231,135.4812,1818.229176
34.7259,135.4867,34.7231,135.4839,1865.484384
34.7259,135.4894,34.7231,135.4866,1897.603917
34.7259,135.4921,34.7231,135.4894,1917.632125
34.7259,135.4948,34.7231,135.4921,1939.106611
34.7259,135.4976,34.7231,135.4948,2413.015981
34.7259,135.5003,34.7231,135.4976,3482.094643
34.7259,135.503,34.7231,135.5003,4760.483325
34.7259,135.5058,34.7231,135.503,6790.868738
34.7261,135.5467,34.7233,135.544,7787.056363
34.7261,135.5495,34.7233,135.5467,5642.377254
34.7261,135.5522,34.7233,135.5494,6699.033126
34.7261,135.5549,34.7233,135.5522,6699.033126
34.7235,135.4512,34.7207,135.4484,1816.502969
34.7235,135.4539,34.7207,135.4512,1769.077662
34.7235,135.4566,34.7207,135.4539,1736.259008
34.7235,135.4594,34.7207,135.4566,1725.782357
34.7235,135.4621,34.7207,135.4593,1713.447384
34.7235,135.4648,34.7207,135.4621,1720.294466
34.7235,135.4676,34.7207,135.4648,1709.715129
34.7235,135.4703,34.7207,135.4675,1727.681508
34.7235,135.473,34.7208,135.4703,1709.157595
34.7236,135.4757,34.7208,135.473,1707.938074
34.7236,135.4785,34.7208,135.4757,1710.987814
34.7236,135.4812,34.7208,135.4785,1714.532038
34.7236,135.4839,34.7208,135.4812,1829.31653
34.7236,135.4867,34.7208,135.4839,1861.645501
34.7236,135.4894,34.7208,135.4867,1878.941309
34.7236,135.4921,34.7208,135.4894,1906.239092
34.7236,135.4949,34.7208,135.4921,1919.655404
34.7237,135.4976,34.7209,135.4948,2205.520291
34.7237,135.5003,34.7209,135.4976,2459.807072
34.7237,135.5031,34.7209,135.5003,2823.262769
34.7237,135.5058,34.7209,135.503,3624.900323
34.7237,135.5085,34.7209,135.5058,6839.117463
34.7238,135.5467,34.7211,135.544,8040.016052
34.7239,135.5495,34.7211,135.5467,7098.897894
34.7239,135.5522,34.7211,135.5494,8018.895169
34.7239,135.5549,34.7211,135.5522,7637.679969
34.7212,135.4539,34.7184,135.4512,1790.99501
34.7212,135.4567,34.7184,135.4539,1766.243571
34.7212,135.4594,34.7184,135.4566,1728.825403
34.7212,135.4621,34.7185,135.4594,1721.938804
34.7213,135.4648,34.7185,135.4621,1724.302208
34.7213,135.4676,34.7185,135.4648,1738.734958
34.7213,135.4703,34.7185,135.4676,1744.542264
34.7213,135.473,34.7185,135.4703,1732.787674
34.7213,135.4758,34.7185,135.473,1715.064216
34.7213,135.4785,34.7185,135.4757,1712.628579
34.7213,135.4812,34.7185,135.4785,1735.403236
34.7213,135.484,34.7185,135.4812,1823.45018
34.7214,135.4867,34.7186,135.4839,1836.636225
34.7214,135.4894,34.7186,135.4867,1869.836023
34.7214,135.4921,34.7186,135.4894,1884.514177
34.7214,135.4949,34.7186,135.4921,1907.481
34.7214,135.4976,34.7186,135.4949,1986.935569
34.7214,135.5003,34.7186,135.4976,2028.893761
34.7214,135.5031,34.7186,135.5003,2358.991962
34.7214,135.5058,34.7186,135.503,3561.922724
34.7214,135.5085,34.7186,135.5058,6578.720031
34.719,135.4539,34.7162,135.4512,1799.827458
34.719,135.4567,34.7162,135.4539,1816.170397
34.719,135.4594,34.7162,135.4566,1781.31015
34.719,135.4621,34.7162,135.4594,1780.172093
34.719,135.4649,34.7162,135.4621,1775.920125
34.719,135.4676,34.7162,135.4648,1771.866909
34.719,135.4703,34.7162,135.4676,1801.462951
34.719,135.473,34.7162,135.4703,1806.641654
34.7191,135.4758,34.7163,135.473,1808.19386
34.7191,135.4785,34.7163,135.4758,1779.103895
34.7191,135.4812,34.7163,135.4785,1745.621303
34.7191,135.484,34.7163,135.4812,1782.943617
34.7191,135.4867,34.7163,135.4839,1789.888689
34.7191,135.4894,34.7163,135.4867,1822.735721
34.7191,135.4922,34.7163,135.4894,1853.749263
34.7191,135.4949,34.7163,135.4921,1890.744962
34.7191,135.4976,34.7163,135.4949,2007.919788
34.7192,135.5003,34.7164,135.4976,2136.338968
34.7192,135.5031,34.7164,135.5003,2465.05556
34.7192,135.5058,34.7164,135.5031,3501.096367
34.7192,135.5085,34.7164,135.5058,6531.4592
34.7193,135.5468,34.7165,135.544,8140.069585
34.7193,135.5495,34.7166,135.5467,9363.576976
34.7195,135.5877,34.7167,135.585,6052.596354
34.7167,135.4512,34.7139,135.4485,1843.312507
34.7167,135.454,34.7139,135.4512,1851.638525
34.7167,135.4567,34.7139,135.4539,1852.664143
34.7167,135.4594,34.7139,135.4567,1822.083503
34.7167,135.4621,34.7139,135.4594,1797.747374
34.7168,135.4649,34.714,135.4621,1786.329902
34.7168,135.4676,34.714,135.4649,1780.111198
34.7168,135.4703,34.714,135.4676,1813.24855
34.7168,135.4731,34.714,135.4703,1835.977072
34.7168,135.4758,34.714,135.473,1841.853451
34.7168,135.4785,34.714,135.4758,1847.463635
34.7168,135.4813,34.714,135.4785,1831.376737
34.7168,135.484,34.714,135.4812,1808.527611
34.7168,135.4867,34.7141,135.484,1810.175901
34.7169,135.4894,34.7141,135.4867,1831.948493
34.7169,135.4922,34.7141,135.4894,1871.620803
34.7169,135.4949,34.7141,135.4922,1897.482322
34.7169,135.4976,34.7141,135.4949,2007.434804
34.7169,135.5004,34.7141,135.4976,2161.620827
34.7169,135.5031,34.7141,135.5003,2502.841493
34.7169,135.5058,34.7141,135.5031,3549.04903
34.7169,135.5086,34.7141,135.5058,6542.146645
34.7171,135.5468,34.7143,135.544,8140.069585
34.7171,135.5495,34.7143,135.5468,9363.576976
34.7172,135.5877,34.7144,135.585,8424.635035
34.7172,135.5904,34.7144,135.5877,4544.703863
34.7144,135.4458,34.7116,135.443,1847.998596
34.7144,135.4485,34.7116,135.4458,1857.858349
34.7144,135.4512,34.7116,135.4485,1849.396197
34.7145,135.454,34.7117,135.4512,1861.735344
34.7145,135.4567,34.7117,135.4539,1860.260955
34.7145,135.4594,34.7117,135.4567,1829.271477
34.7145,135.4622,34.7117,135.4594,1811.234501
34.7145,135.4649,34.7117,135.4621,1804.653732
34.7145,135.4676,34.7117,135.4649,1802.22264
34.7145,135.4703,34.7117,135.4676,1834.704851
34.7145,135.4731,34.7117,135.4703,1851.545033
34.7145,135.4758,34.7118,135.4731,1852.849149
34.7146,135.4785,34.7118,135.4758,1848.999182
34.7146,135.4813,34.7118,135.4785,1853.111814
34.7146,135.484,34.7118,135.4812,1825.252008
34.7146,135.4867,34.7118,135.484,1837.130801
34.7146,135.4895,34.7118,135.4867,1856.930635
34.7146,135.4922,34.7118,135.4894,1890.40855
34.7146,135.4949,34.7118,135.4922,1915.607583
34.7146,135.4976,34.7118,135.4949,2027.670834
34.7146,135.5004,34.7119,135.4976,2153.414098
34.7147,135.5031,34.7119,135.5004,2487.484873
34.7147,135.5058,34.7119,135.5031,3482.042227
34.7147,135.5086,34.7119,135.5058,6539.191327
34.7148,135.5468,34.712,135.544,9297.03379
34.7148,135.5495,34.712,135.5468,8873.622367
34.715,135.5877,34.7122,135.585,5866.481924
34.715,135.5905,34.7122,135.5877,3056.601563
34.7121,135.4403,34.7093,135.4376,1890.832244
34.7121,135.4431,34.7094,135.4403,1913.644033
34.7122,135.4458,34.7094,135.443,1902.755327
34.7122,135.4485,34.7094,135.4458,1897.290621
34.7122,135.4513,34.7094,135.4485,1890.181968
34.7122,135.454,34.7094,135.4512,1898.92096
34.7122,135.4567,34.7094,135.454,1916.337435
34.7122,135.4594,34.7094,135.4567,1896.737911
34.7122,135.4622,34.7094,135.4594,1875.168411
34.7122,135.4649,34.7094,135.4622,1838.096696
34.7123,135.4676,34.7095,135.4649,1844.569359
34.7123,135.4704,34.7095,135.4676,1886.91402
34.7123,135.4731,34.7095,135.4703,1909.488822
34.7123,135.4758,34.7095,135.4731,1908.736013
34.7123,135.4786,34.7095,135.4758,1895.355258
34.7123,135.4813,34.7095,135.4785,1901.829926
34.7123,135.484,34.7095,135.4813,1885.93078
34.7123,135.4867,34.7095,135.484,1909.59428
34.7124,135.4895,34.7096,135.4867,1965.06908
34.7124,135.4922,34.7096,135.4895,1885.835528
34.7124,135.4949,34.7096,135.4922,1933.321113
34.7124,135.4977,34.7096,135.4949,2006.19604
34.7124,135.5004,34.7096,135.4976,2160.888012
34.7124,135.5031,34.7096,135.5004,2525.39688
34.7124,135.5058,34.7096,135.5031,3537.975735
34.7124,135.5086,34.7096,135.5058,6830.862013
34.7127,135.5877,34.7099,135.585,3983.287639
34.7127,135.5905,34.7099,135.5877,2408.621326
34.7099,135.4349,34.7071,135.4321,1970.554831
34.7099,135.4376,34.7071,135.4349,1937.477916
34.7099,135.4403,34.7071,135.4376,1920.275596
34.7099,135.4431,34.7071,135.4403,1905.750582
34.7099,135.4458,34.7071,135.4431,1887.527543
34.7099,135.4485,34.7071,135.4458,1883.433481
34.7099,135.4513,34.7071,135.4485,1881.66844
34.7099,135.454,34.7071,135.4512,1894.985047
34.71,135.4567,34.7072,135.454,1895.935237
34.71,135.4595,34.7072,135.4567,1901.532324
34.71,135.4622,34.7072,135.4594,1904.031917
34.71,135.4649,34.7072,135.4622,1904.301089
34.71,135.4676,34.7072,135.4649,1899.876179
34.71,135.4704,34.7072,135.4676,1901.197669
34.71,135.4731,34.7072,135.4704,1910.56017
34.71,135.4758,34.7072,135.4731,1917.839751
34.7101,135.4786,34.7073,135.4758,1914.457509
34.7101,135.4813,34.7073,135.4785,1920.404759
34.7101,135.484,34.7073,135.4813,1941.300527
34.7101,135.4868,34.7073,135.484,1973.67313
34.7101,135.4895,34.7073,135.4867,2002.99897
34.7101,135.4922,34.7073,135.4895,2023.733695
34.7101,135.4949,34.7073,135.4922,2038.931712
34.7101,135.4977,34.7073,135.4949,2069.442288
34.7101,135.5004,34.7073,135.4977,2141.800277
34.7102,135.5031,34.7074,135.5004,2473.24616
34.7102,135.5059,34.7074,135.5031,3439.842166
34.7102,135.5086,34.7074,135.5058,6411.842342
34.7105,135.585,34.7077,135.5823,5712.774974
34.7105,135.5878,34.7077,135.585,2802.196537
34.7105,135.5905,34.7077,135.5877,1836.290011
34.7105,135.5932,34.7077,135.5905,1484.928208
34.7105,135.5959,34.7077,135.5932,1626.493098
34.7105,135.5987,34.7077,135.5959,1756.948652
34.7076,135.4322,34.7048,135.4294,2018.894753
34.7076,135.4349,34.7048,135.4322,2011.944324
34.7076,135.4376,34.7048,135.4349,2004.623985
34.7076,135.4404,34.7048,135.4376,1989.896893
34.7076,135.4431,34.7048,135.4403,1998.545812
34.7077,135.4458,34.7049,135.4431,2008.988982
34.7077,135.4486,34.7049,135.4458,1996.621964
34.7077,135.4513,34.7049,135.4485,1972.346489
34.7077,135.454,34.7049,135.4513,1927.726552
34.7077,135.4567,34.7049,135.454,1922.231824
34.7077,135.4595,34.7049,135.4567,1898.610233
34.7077,135.4622,34.7049,135.4595,1898.732238
34.7077,135.4649,34.7049,135.4622,1916.862912
34.7077,135.4677,34.705,135.4649,1946.897711
34.7078,135.4704,34.705,135.4676,1932.725772
34.7078,135.4731,34.705,135.4704,1912.669553
34.7078,135.4758,34.705,135.4731,1901.565213
34.7078,135.4786,34.705,135.4758,1896.3605
34.7078,135.4813,34.705,135.4786,1896.6984
34.7078,135.484,34.705,135.4813,1941.361552
34.7078,135.4868,34.705,135.484,1957.563844
34.7078,135.4895,34.705,135.4867,1968.638373
34.7079,135.4922,34.7051,135.4895,1995.578982
34.7079,135.495,34.7051,135.4922,2048.853266
34.7079,135.4977,34.7051,135.4949,2092.88003
34.7079,135.5004,34.7051,135.4977,2144.87574
34.7079,135.5031,34.7051,135.5004,2429.608781
34.7079,135.5059,34.7051,135.5031,2591.93622
34.7079,135.5086,34.7051,135.5059,5769.383363
34.7082,135.585,34.7054,135.5823,4269.267265
34.7082,135.5878,34.7054,135.585,2106.158759
34.7082,135.5905,34.7054,135.5877,1680.603674
34.7082,135.5932,34.7054,135.5905,1812.82776
34.7082,135.596,34.7054,135.5932,1953.606902
34.7083,135.5987,34.7055,135.5959,1972.424034
34.7053,135.4322,34.7025,135.4294,2027.168217
34.7053,135.4349,34.7026,135.4322,2011.406325
34.7054,135.4377,34.7026,135.4349,2006.459044
34.7054,135.4404,34.7026,135.4376,2008.995716
34.7054,135.4431,34.7026,135.4404,2020.848773
34.7054,135.4458,34.7026,135.4431,2021.246183
34.7054,135.4486,34.7026,135.4458,2021.55794
34.7054,135.4513,34.7026,135.4485,2017.229709
34.7054,135.454,34.7026,135.4513,1981.147225
34.7054,135.4568,34.7027,135.454,1965.222689
34.7055,135.4595,34.7027,135.4567,1952.692672
34.7055,135.4622,34.7027,135.4595,1958.825051
34.7055,135.4649,34.7027,135.4622,1992.470903
34.7055,135.4677,34.7027,135.4649,2013.183318
34.7055,135.4704,34.7027,135.4677,1981.433513
34.7055,135.4731,34.7027,135.4704,1956.384661
34.7055,135.4759,34.7027,135.4731,1902.386232
34.7055,135.4786,34.7027,135.4758,1900.154674
34.7056,135.4813,34.7028,135.4786,1896.654336
34.7056,135.4841,34.7028,135.4813,1945.082789
34.7056,135.4868,34.7028,135.484,1969.667588
34.7056,135.4895,34.7028,135.4868,1986.041788
34.7056,135.4922,34.7028,135.4895,2028.030577
34.7056,135.495,34.7028,135.4922,2089.222607
34.7056,135.4977,34.7028,135.495,2138.412403
34.7056,135.5004,34.7028,135.4977,2244.262415
34.7056,135.5032,34.7029,135.5004,2486.632543
34.7057,135.5059,34.7029,135.5031,2640.854758
34.7057,135.5086,34.7029,135.5059,5887.718032
34.7059,135.5823,34.7031,135.5796,6298.196893
34.706,135.585,34.7032,135.5823,3261.245827
34.706,135.5878,34.7032,135.585,2290.539841
34.706,135.5905,34.7032,135.5878,1890.837653
34.706,135.5932,34.7032,135.5905,2002.750893
34.706,135.596,34.7032,135.5932,2176.505333
34.706,135.5987,34.7032,135.5959,2098.065229
34.7031,135.4267,34.7003,135.424,2121.672929
34.7031,135.4295,34.7003,135.4267,2120.150028
34.7031,135.4322,34.7003,135.4295,2096.933863
34.7031,135.4349,34.7003,135.4322,2053.36697
34.7031,135.4377,34.7003,135.4349,2040.845297
34.7031,135.4404,34.7003,135.4376,2041.764238
34.7031,135.4431,34.7003,135.4404,2063.76923
34.7031,135.4459,34.7003,135.4431,2072.055418
34.7032,135.4486,34.7004,135.4458,2053.29933
34.7032,135.4513,34.7004,135.4486,2022.12937
34.7032,135.454,34.7004,135.4513,1991.489452
34.7032,135.4568,34.7004,135.454,1991.508953
34.7032,135.4595,34.7004,135.4568,1985.606243
34.7032,135.4622,34.7004,135.4595,1986.060396
34.7032,135.465,34.7004,135.4622,1997.446192
34.7032,135.4677,34.7004,135.4649,2004.411848
34.7033,135.4704,34.7005,135.4677,2011.037311
34.7033,135.4731,34.7005,135.4704,2007.330794
34.7033,135.4759,34.7005,135.4731,1984.637811
34.7033,135.4786,34.7005,135.4759,1937.009806
34.7033,135.4813,34.7005,135.4786,1909.51232
34.7033,135.4841,34.7005,135.4813,1968.539112
34.7033,135.4868,34.7005,135.484,1977.709157
34.7033,135.4895,34.7005,135.4868,2012.047033
34.7033,135.4923,34.7006,135.4895,2062.44889
34.7034,135.495,34.7006,135.4922,2116.765705
34.7034,135.4977,34.7006,135.495,2198.0337
34.7034,135.5004,34.7006,135.4977,2232.905696
34.7034,135.5032,34.7006,135.5004,2547.722732
34.7034,135.5059,34.7006,135.5032,2705.462424
34.7034,135.5086,34.7006,135.5059,5808.982485
34.7037,135.5796,34.7009,135.5768,5638.902884
34.7037,135.5823,34.7009,135.5796,5262.976025
34.7037,135.5851,34.7009,135.5823,3822.027664
34.7037,135.5878,34.7009,135.585,2523.161669
34.7037,135.5905,34.7009,135.5878,2454.107565
34.7037,135.5932,34.7009,135.5905,2244.067726
34.7037,135.596,34.7009,135.5932,2230.177726
34.7008,135.4186,34.698,135.4158,2172.909274
34.7008,135.4213,34.698,135.4186,2164.73889
34.7008,135.424,34.698,135.4213,2124.761415
34.7008,135.4268,34.698,135.424,2118.819013
34.7008,135.4295,34.698,135.4267,2118.142488
34.7008,135.4322,34.698,135.4295,2105.94426
34.7008,135.435,34.698,135.4322,2086.967791
34.7009,135.4377,34.6981,135.4349,2079.995564
34.7009,135.4404,34.6981,135.4377,2089.472528
34.7009,135.4431,34.6981,135.4404,2116.525935
34.7009,135.4459,34.6981,135.4431,2132.61672
34.7009,135.4486,34.6981,135.4458,2115.907818
34.7009,135.4513,34.6981,135.4486,2075.792686
34.7009,135.4541,34.6981,135.4513,2002.58354
34.7009,135.4568,34.6981,135.454,1996.760804
34.701,135.4595,34.6982,135.4568,1983.014618
34.701,135.4622,34.6982,135.4595,1977.948626
34.701,135.465,34.6982,135.4622,1984.036257
34.701,135.4677,34.6982,135.465,1992.928535
34.701,135.4704,34.6982,135.4677,1993.12146
34.701,135.4732,34.6982,135.4704,2000.061779
34.701,135.4759,34.6982,135.4731,1987.734566
34.701,135.4786,34.6982,135.4759,1969.497387
34.701,135.4814,34.6983,135.4786,1946.085164
34.7011,135.4841,34.6983,135.4813,1983.156876
34.7011,135.4868,34.6983,135.4841,2001.807143
34.7011,135.4895,34.6983,135.4868,2030.250622
34.7011,135.4923,34.6983,135.4895,2063.015632
34.7011,135.495,34.6983,135.4922,2090.883801
34.7011,135.4977,34.6983,135.495,2203.334267
34.7011,135.5005,34.6983,135.4977,2257.648387
34.7011,135.5032,34.6983,135.5004,2511.092554
34.7011,135.5059,34.6984,135.5032,2674.944961
34.7012,135.5086,34.6984,135.5059,5931.630185
34.7014,135.5769,34.6986,135.5741,9599.138661
34.7014,135.5796,34.6986,135.5769,5405.890368
34.7014,135.5823,34.6986,135.5796,7605.962029
34.7014,135.5851,34.6986,135.5823,4655.633675
34.7015,135.5878,34.6987,135.585,3311.438565
34.7015,135.5905,34.6987,135.5878,2734.604979
34.7015,135.5933,34.6987,135.5905,2401.270403
34.7015,135.596,34.6987,135.5932,2345.67384
34.7015,135.5987,34.6987,135.596,2121.09729
34.6985,135.4159,34.6957,135.4131,2225.229408
34.6985,135.4186,34.6957,135.4158,2214.165709
34.6985,135.4213,34.6957,135.4186,2164.397391
34.6985,135.4241,34.6957,135.4213,2116.999123
34.6985,135.4268,34.6958,135.424,2107.84071
34.6986,135.4295,34.6958,135.4268,2101.081251
34.6986,135.4322,34.6958,135.4295,2099.702938
34.6986,135.435,34.6958,135.4322,2090.83501
34.6986,135.4377,34.6958,135.4349,2095.18211
34.6986,135.4404,34.6958,135.4377,2103.889117
34.6986,135.4432,34.6958,135.4404,2108.760082
34.6986,135.4459,34.6958,135.4431,2114.167385
34.6987,135.4486,34.6959,135.4459,2121.76231
34.6987,135.4513,34.6959,135.4486,2099.155493
34.6987,135.4541,34.6959,135.4513,2024.795916
34.6987,135.4568,34.6959,135.4541,2008.928983
34.6987,135.4595,34.6959,135.4568,1985.048623
34.6987,135.4623,34.6959,135.4595,1985.043118
34.6987,135.465,34.6959,135.4622,1989.901114
34.6987,135.4677,34.6959,135.465,1982.043325
34.6987,135.4704,34.696,135.4677,1977.643566
34.6988,135.4732,34.696,135.4704,1975.913385
34.6988,135.4759,34.696,135.4732,1965.642136
34.6988,135.4786,34.696,135.4759,1950.908533
34.6988,135.4814,34.696,135.4786,1958.807677
34.6988,135.4841,34.696,135.4813,1984.096155
34.6988,135.4868,34.696,135.4841,1999.433776
34.6988,135.4896,34.696,135.4868,2038.043589
34.6988,135.4923,34.696,135.4895,2062.430074
34.6989,135.495,34.6961,135.4923,2080.729959
34.6989,135.4977,34.6961,135.495,2188.259799
34.6989,135.5005,34.6961,135.4977,2245.267104
34.6989,135.5032,34.6961,135.5005,2487.668076
34.6989,135.5059,34.6961,135.5032,2624.003928
34.6989,135.5087,34.6961,135.5059,5809.49453
34.6992,135.5796,34.6964,135.5769,7320.206461
34.6992,135.5824,34.6964,135.5796,6024.722555
34.6992,135.5851,34.6964,135.5823,3721.828557
34.6992,135.5878,34.6964,135.5851,2916.405713
34.6992,135.5905,34.6964,135.5878,2517.424403
34.6992,135.5933,34.6964,135.5905,2306.071285
34.6962,135.4131,34.6934,135.4104,2235.97781
34.6962,135.4159,34.6934,135.4131,2224.263161
34.6963,135.4186,34.6935,135.4159,2208.957197
34.6963,135.4213,34.6935,135.4186,2196.642934
34.6963,135.4241,34.6935,135.4213,2132.415461
34.6963,135.4268,34.6935,135.424,2113.781605
34.6963,135.4295,34.6935,135.4268,2093.393677
34.6963,135.4323,34.6935,135.4295,2097.683116
34.6963,135.435,34.6935,135.4322,2114.51968
34.6963,135.4377,34.6936,135.435,2119.564783
34.6964,135.4404,34.6936,135.4377,2110.017296
34.6964,135.4432,34.6936,135.4404,2105.624739
34.6964,135.4459,34.6936,135.4432,2107.883852
34.6964,135.4486,34.6936,135.4459,2107.922151
34.6964,135.4514,34.6936,135.4486,2112.837746
34.6964,135.4541,34.6936,135.4513,2078.293374
34.6964,135.4568,34.6936,135.4541,2055.22697
34.6964,135.4595,34.6937,135.4568,2015.281441
34.6965,135.4623,34.6937,135.4595,1981.377983
34.6965,135.465,34.6937,135.4623,1957.766017
34.6965,135.4677,34.6937,135.465,1947.829749
34.6965,135.4705,34.6937,135.4677,1943.167634
34.6965,135.4732,34.6937,135.4704,1922.931883
34.6965,135.4759,34.6937,135.4732,1916.392117
34.6965,135.4786,34.6937,135.4759,1915.212939
34.6965,135.4814,34.6937,135.4786,1926.803727
34.6966,135.4841,34.6938,135.4814,1937.326864
34.6966,135.4868,34.6938,135.4841,1955.610746
34.6966,135.4896,34.6938,135.4868,1989.000166
34.6966,135.4923,34.6938,135.4895,2020.750191
34.6966,135.495,34.6938,135.4923,2070.513937
34.6966,135.4978,34.6938,135.495,2182.773618
34.6966,135.5005,34.6938,135.4977,2230.554431
34.6966,135.5032,34.6938,135.5005,2414.985211
34.6966,135.5059,34.6938,135.5032,2495.840874
34.6967,135.5087,34.6939,135.5059,5398.674196
34.6969,135.5796,34.6941,135.5769,7320.206461
34.6969,135.5824,34.6941,135.5796,6097.333846
34.6969,135.5851,34.6941,135.5823,3965.067082
34.6969,135.5878,34.6942,135.5851,3074.162094
34.697,135.5906,34.6942,135.5878,2603.891004
34.694,135.4132,34.6912,135.4104,2193.547431
34.694,135.4159,34.6912,135.4131,2174.572501
34.694,135.4186,34.6912,135.4159,2183.749175
34.694,135.4214,34.6912,135.4186,2197.396565
34.694,135.4241,34.6912,135.4213,2158.089989
34.694,135.4268,34.6912,135.4241,2127.221033
34.6941,135.4295,34.6913,135.4268,2079.329744
34.6941,135.4323,34.6913,135.4295,2078.507445
34.6941,135.435,34.6913,135.4322,2086.09903
34.6941,135.4377,34.6913,135.435,2101.141258
34.6941,135.4405,34.6913,135.4377,2092.089967
34.6941,135.4432,34.6913,135.4404,2093.949004
34.6941,135.4459,34.6913,135.4432,2092.249422
34.6941,135.4486,34.6913,135.4459,2100.475306
34.6942,135.4514,34.6914,135.4486,2100.421088
