原点(経度),原点(緯度),メッシュあたり導入P_MJ/y
135.4253737,34.70165912,5221149.096
135.4281031,34.70167195,7128755.142
135.4308325,34.70168471,15957555.44
135.4335619,34.70169742,13383103.41
135.4362913,34.70171006,13319883.15
135.4390207,34.70172263,11638612.02
135.4417501,34.70173514,12980288.75
135.4444795,34.70174759,16520681.17
135.4472089,34.70175997,11946460.23
135.4499383,34.70177229,16542087.2
135.4526677,34.70178455,12058629.09
135.4553971,34.70179674,10926051.74
135.4581265,34.70180887,13072355.51
135.460856,34.70182094,14143226.43
135.4635854,34.70183294,16463466.74
135.4663149,34.70184487,9919552.818
135.4690444,34.70185674,535412.5533
135.4799623,34.70190364,4063985.075
135.4826918,34.70191522,19417278.36
135.4854213,34.70192674,17763163.01
135.4881508,34.70193821,16010698.35
135.4908802,34.70194963,14348666.82
135.4936097,34.70196098,17321033.14
135.4963392,34.70197228,20574638.38
135.4990687,34.70198351,15857638.01
135.5017982,34.7019947,15316500.75
135.5045277,34.70200584,6519783.835
135.5072572,34.70201691,2826695.067
135.5099867,34.70202793,2745351.011
135.5127162,34.70203887,1713467.256
135.5154458,34.70204975,2751974.925
135.5181753,34.70206056,2409462.321
135.5209048,34.70207131,921007.9073
135.5236343,34.702082,2258580.346
135.5263639,34.7020926,1646387.8
135.5290934,34.7021031,1720128.647
135.531823,34.70211355,1283851.969
135.5345525,34.70212393,860900.3481
135.5372821,34.70213427,396389.3589
135.5400116,34.70214456,236316.6366
135.542741,34.7021548,153880.5985
135.5454705,34.70216498,12528.70254
135.5482,34.70217509,153387.6684
135.5509295,34.70218515,84984.39601
135.5536589,34.70219514,57968.34378
135.5563884,34.70220507,17357.68827
135.5591179,34.70221494,-68360.8171
135.5618474,34.70222474,-128788.609
135.5645769,34.70223449,-109235.367
135.5673064,34.70224418,-28246.01686
135.5700359,34.7022538,-13057.66232
135.5727654,34.70226337,127525.2548
135.575495,34.70227287,189502.8099
135.5782245,34.70228233,618522.5215
135.580954,34.70229172,663131.6549
135.5836835,34.70230105,2109576.488
135.586413,34.70231032,5022781.441
135.5891425,34.70231953,4802954.696
135.591872,34.70232868,5631809.354
135.5946015,34.70233777,3053849.488
135.597331,34.70234679,1109380.996
135.4172014,34.69936658,429056.5326
135.4199307,34.69937961,7460792.734
135.4226601,34.69939258,19114454.77
135.4253894,34.69940548,23809056.75
135.4281187,34.69941832,20251639.77
135.430848,34.69943109,14951185.06
135.4335773,34.69944379,12281168.95
135.4363067,34.69945644,13666518.63
135.439036,34.69946902,10380854.04
135.4417653,34.69948153,13655854.97
135.4444946,34.69949397,17567129.4
135.4472239,34.69950636,17801685.2
135.4499532,34.69951869,16523410.03
135.4526826,34.69953094,16837640.22
135.4554119,34.69954314,17681414.47
135.4581413,34.69955527,18982457.28
135.4608706,34.69956734,13667183.23
135.4636,34.69957934,4329509.469
135.4745176,34.69962671,1286.513888
135.477247,34.6996384,8989483.125
135.4799765,34.69965004,16246176.35
135.4827059,34.69966162,16741450.99
135.4854353,34.69967314,16748366.49
135.4881647,34.69968461,17297800.5
135.4908941,34.69969602,15161241.42
135.4936235,34.69970738,20895086.18
135.4963529,34.69971867,21383139.97
135.4990823,34.69972991,18532803.41
135.5018118,34.69974109,11563440.92
135.5045412,34.69975222,8715902.673
135.5072706,34.69976329,4596206.63
135.5100001,34.6997743,2071411.504
135.5127295,34.69978524,2204482.958
135.515459,34.69979611,2586412.734
135.5181884,34.69980692,2597776.438
135.5209179,34.69981766,1205040.301
135.5236473,34.69982834,707872.4114
135.5263768,34.69983893,2007466.666
135.5291063,34.69984944,1083319.709
135.5318358,34.69985988,619539.8719
135.5345652,34.69987026,142841.0375
135.5372947,34.69988059,168060.903
135.5400241,34.69989088,-93484.8728
135.5427535,34.69990112,-15705.99596
135.5454829,34.69991131,2380.887849
135.5482123,34.69992143,-47811.64081
135.5509417,34.69993148,-47374.26653
135.5536711,34.69994147,-47487.83713
135.5564005,34.6999514,-114833.9126
135.5591299,34.69996127,-71416.49189
135.5618593,34.69997108,-76389.51199
135.5645888,34.69998082,-142036.3385
135.5673182,34.69999051,-140613.0915
135.5700476,34.70000014,95922.90195
135.5727771,34.7000097,215539.8199
135.5755065,34.70001921,394040.753
135.5782359,34.70002866,736072.3593
135.5809654,34.70003805,986826.9517
135.5836948,34.70004738,3120877.205
135.5864242,34.70005665,4467930.95
135.5891537,34.70006586,5775519.729
135.5918831,34.70007501,6343502.937
135.5946125,34.70008409,3900968.688
135.597342,34.70009312,4538564.806
135.4117588,34.69708667,57582.07163
135.414488,34.69709984,5454893.518
135.4172173,34.69711294,15268382.75
135.4199465,34.69712597,23031921.72
135.4226758,34.69713894,22913735.94
135.425405,34.69715185,20065566.1
135.4281342,34.69716469,11530060.6
135.4308635,34.69717746,10336774.12
135.4335927,34.69719017,18916592.2
135.436322,34.69720282,16862552.28
135.4390512,34.6972154,22717237.2
135.4417805,34.69722791,14705056.13
135.4445097,34.69724036,10576013.01
135.4472389,34.69725275,19716605.38
135.4499682,34.69726508,14465778.17
135.4526974,34.69727734,17436789
135.4554267,34.69728954,18602161.58
135.4581559,34.69730168,7441337.826
135.4608852,34.69731375,420310.5899
135.4718026,34.69736136,1351119.75
135.4745319,34.69737311,12570112.5
135.4772612,34.69738481,20407934.84
135.4799906,34.69739645,22582319.53
135.4827199,34.69740802,13172087.16
135.4854493,34.69741954,11506596.13
135.4881786,34.69743101,14581446.53
135.490908,34.69744242,15066923.86
135.4936373,34.69745377,14781442.37
135.4963666,34.69746507,18512800.47
135.499096,34.6974763,13445851.88
135.5018253,34.69748748,12525498.11
135.5045547,34.69749861,9493074.403
135.5072841,34.69750967,5829840.488
135.5100134,34.69752067,2114949.343
135.5127428,34.69753161,2259757.692
135.5154722,34.69754247,2863244.083
135.5182015,34.69755328,2448512.565
135.5209309,34.69756402,2174419.361
135.5236603,34.69757469,592963.9592
135.5263897,34.69758529,880633.0222
135.5291191,34.69759579,859932.6415
135.5318485,34.69760623,141213.4144
135.5345779,34.69761662,70778.12392
135.5373073,34.69762695,50444.45332
135.5400366,34.69763723,495579.0569
135.5427659,34.69764747,244342.8883
135.5454953,34.69765765,298465.7744
135.5482246,34.69766777,186899.9573
135.5509539,34.69767782,62989.93884
135.5536832,34.69768781,-43527.13706
135.5564126,34.69769774,-122289.4069
135.5591419,34.69770761,-143186.2108
135.5618713,34.69771741,-131369.3331
135.5646006,34.69772716,-102077.9497
135.56733,34.69773685,-24921.84654
135.5700593,34.69774647,249175.3397
135.5727887,34.69775604,404098.1706
135.575518,34.69776554,485958.7854
135.5782474,34.69777499,960332.8283
135.5809767,34.69778438,2582486.155
135.5837061,34.69779371,3093457.621
135.5864355,34.69780298,4193381.916
135.5891648,34.69781219,5301044.65
135.5918942,34.69782133,7638357.422
135.5946236,34.69783042,2422.325795
135.4117748,34.69483302,11578918.73
135.4145039,34.69484619,22527354.28
135.4172331,34.69485929,19075715.38
135.4199623,34.69487233,19072796.21
135.4226914,34.69488531,19566016.82
135.4254206,34.69489822,19459105.72
135.4281498,34.69491105,9878298.729
135.430879,34.69492383,10410824.29
135.4336081,34.69493654,14626983.58
135.4363373,34.69494919,24414501.85
135.4390665,34.69496178,24335034.56
135.4417956,34.69497429,19294265.22
135.4445248,34.69498674,12984895
135.447254,34.69499914,13696897.24
135.4499831,34.69501147,17334577.7
135.4527123,34.69502373,10748058.01
135.4554415,34.69503594,1727300.822
135.4690876,34.69509596,261585.511
135.4718169,34.69510777,12805923.96
135.4745462,34.69511951,18007404.63
135.4772754,34.69513121,20054792.32
135.4800047,34.69514285,18168941.22
135.482734,34.69515442,19839752.78
135.4854633,34.69516594,17417146.37
135.4881925,34.6951774,12724180.3
135.4909218,34.69518881,11144044.45
135.4936511,34.69520017,13315036.33
135.4963804,34.69521146,18151827.28
135.4991096,34.69522269,13886968.86
135.5018389,34.69523387,12482775.01
135.5045682,34.69524499,10179445.93
135.5072975,34.69525605,6035148.808
135.5100268,34.69526705,2045231.104
135.5127561,34.69527798,2020217.58
135.5154854,34.69528884,2554761.865
135.5182147,34.69529964,2336308.733
135.520944,34.69531038,1685549.834
135.5236733,34.69532105,1069989.971
135.5264026,34.69533164,233503.0302
135.5291319,34.69534215,1077384.693
135.5318612,34.6953526,1325335.566
135.5345905,34.69536298,1036833.357
135.5373198,34.69537331,1099757.55
135.5400491,34.69538359,1135177.347
135.5427783,34.69539383,944678.1656
135.5455076,34.695404,1061947.958
135.5482369,34.69541411,837853.4536
135.5509661,34.69542416,504431.947
135.5536954,34.69543415,224373.9792
135.5564246,34.69544407,190903.9965
135.5591539,34.69545394,240848.9115
135.5618832,34.69546375,55409.64868
135.5646124,34.69547349,-82939.98403
135.5673417,34.69548318,49908.8723
135.570071,34.69549281,347337.4252
135.5728003,34.69550237,374467.5012
135.5755296,34.69551188,488536.5803
135.5782588,34.69552132,1082832.307
135.5809881,34.69553071,2906201.332
135.5837174,34.69554004,3729868.927
135.5864467,34.69554931,3745713.488
135.589176,34.69555851,2167605.689
135.5919053,34.69556766,51828.92476
135.4117908,34.69257937,12446934.74
135.4145199,34.69259254,16954697.22
135.417249,34.69260565,19309904.06
135.419978,34.69261869,14527400.94
135.4227071,34.69263167,14183666.5
135.4254362,34.69264458,19002215.82
135.4281653,34.69265742,5477102.974
135.4308944,34.6926702,20021011.41
135.4336235,34.69268291,19898742.58
135.4363526,34.69269557,24604271.73
135.4390817,34.69270815,19256208.99
135.4418108,34.69272067,16102730.66
135.4445399,34.69273313,16782310.74
135.447269,34.69274552,3879479.985
135.4499981,34.69275786,2578844.239
135.4636436,34.69281857,2592857.998
135.4663728,34.6928305,14149711.59
135.469102,34.69284236,12684884.06
135.4718312,34.69285417,18091217.81
135.4745604,34.69286592,19213232.76
135.4772896,34.69287761,19956208.89
135.4800189,34.69288925,22919772.07
135.4827481,34.69290082,21938346.78
135.4854773,34.69291234,18814821.52
135.4882065,34.6929238,14611402.77
135.4909357,34.69293521,15254629.47
135.4936649,34.69294656,15444943.81
135.4963941,34.69295785,22366830.12
135.4991233,34.69296908,20139250.96
135.5018525,34.69298025,18215495.38
135.5045817,34.69299137,11462359.22
135.5073109,34.69300242,8611776.918
135.5100401,34.69301342,3161027.901
135.5127693,34.69302435,2741350.013
135.5154986,34.69303521,3457452.392
135.5182278,34.693046,1879500.579
135.520957,34.69305674,1259627.895
135.5236863,34.69306741,1767538.927
135.5264155,34.693078,595059.7966
135.5291447,34.69308851,2298929.79
135.5318739,34.69309896,1442282.842
135.5346032,34.69310934,2027120.169
135.5373324,34.69311967,1763750.074
135.5400616,34.69312995,1374872.635
135.5427908,34.69314018,1375111.086
135.5455199,34.69315035,1403488.417
135.5482491,34.69316045,1106154.75
135.5509783,34.6931705,820508.9919
135.5537075,34.69318049,657563.6061
135.5564367,34.69319041,542514.672
135.5591659,34.69320028,1099388.566
135.5618951,34.69321008,358302.1011
135.5646243,34.69321983,92927.15873
135.5673535,34.69322951,166259.7208
135.5700827,34.69323914,289062.7585
135.5728119,34.6932487,575042.922
135.5755411,34.69325821,928822.6635
135.5782703,34.69326765,1522890.24
135.5809995,34.69327704,3140682.524
135.5837287,34.69328637,3470988.191
135.586458,34.69329563,278478.7591
135.4118068,34.69032572,2506171.925
135.4145358,34.6903389,5074157.886
135.4172648,34.69035201,19627230.78
135.4199938,34.69036505,19337720.35
135.4227228,34.69037804,12285756.11
135.4254519,34.69039095,3198846.441
135.4281809,34.69040379,20807425.5
135.4309099,34.69041657,24964339.5
135.4336389,34.69042929,19801834.24
135.4363679,34.69044194,22691526.71
135.439097,34.69045453,16931072.3
135.441826,34.69046705,7702539.899
135.444555,34.69047951,2472724.331
135.4582001,34.69054087,332206.0167
135.4609291,34.69055296,10028219.83
135.4636582,34.69056496,20844024.05
135.4663873,34.69057689,21289682.51
135.4691164,34.69058876,20810119.21
135.4718456,34.69060056,19311915.92
135.4745747,34.69061231,17638458.99
135.4773039,34.690624,11435115.67
135.480033,34.69063564,17294992.89
135.4827621,34.69064722,15748888.85
135.4854913,34.69065873,15278701.2
135.4882204,34.69067019,18571044.75
135.4909495,34.6906816,17435915.58
135.4936786,34.69069295,12094705.17
135.4964078,34.69070423,10330759.55
135.4991369,34.69071546,8473562.754
135.501866,34.69072663,7882575.654
135.5045952,34.69073774,6043259.471
135.5073243,34.6907488,2836736.155
135.5100535,34.69075979,1936837.846
135.5127826,34.69077071,2493302.405
135.5155118,34.69078157,2727668.505
135.5182409,34.69079236,1927621.162
135.5209701,34.6908031,1055675.546
135.5236992,34.69081377,844784.7447
135.5264284,34.69082436,847783.8118
135.5291575,34.69083487,1277315.358
135.5318867,34.69084532,717647.25
135.5346158,34.6908557,1235086.586
135.537345,34.69086603,1699035.559
135.5400741,34.69087631,1803992.178
135.5428032,34.69088653,2161407.739
135.5455323,34.6908967,1763895.668
135.5482614,34.69090679,1193732.888
135.5509905,34.69091684,1111413.636
135.5537196,34.69092682,1372287.41
135.5564487,34.69093675,1341884.122
135.5591778,34.69094661,1020815.705
135.561907,34.69095642,638163.6784
135.5646361,34.69096616,738255.1926
135.5673652,34.69097585,912864.658
135.5700943,34.69098547,577837.4923
135.5728235,34.69099503,914058.9016
135.5755526,34.69100454,1939545.896
135.5782818,34.69101399,2565648.824
135.5810109,34.69102337,4211396.113
135.58374,34.6910327,4532608.675
135.4145517,34.68808527,6381125.954
135.4172806,34.68809838,16596797.69
135.4200096,34.68811142,4441545.467
135.4254675,34.68813732,9467484.926
135.4281964,34.68815017,25238848.13
135.4309254,34.68816295,25082867.72
135.4336543,34.68817567,21449751.75
135.4363833,34.68818832,4364461.154
135.4391122,34.68820091,1301112.877
135.4554859,34.6882751,5472166.774
135.4582148,34.68828724,17156961.12
135.4609438,34.68829933,20321101.71
135.4636728,34.68831134,19700331.34
135.4664018,34.68832327,15502343.47
135.4691309,34.68833514,26600579.92
135.47186,34.68834695,18515318.22
135.474589,34.6883587,19755513.47
135.4773181,34.68837039,17977719.96
135.4800471,34.68838203,14953073.86
135.4827762,34.6883936,22083956.14
135.4855053,34.68840512,16699223.96
135.4882343,34.68841658,15559444.19
135.4909634,34.68842798,11420492.4
135.4936924,34.68843933,12306375.66
135.4964215,34.68845061,12376471.63
135.4991505,34.68846184,10772017.35
135.5018796,34.68847301,17581884.73
135.5046087,34.68848412,10891450.69
135.5073377,34.68849517,6502519.637
135.5100668,34.68850615,1694915.191
135.5127959,34.68851708,413526.5227
135.5155249,34.68852793,382885.0953
135.518254,34.68853873,496315.8274
135.5209831,34.68854946,272318.8674
135.5237122,34.68856014,159526.993
135.5264413,34.68857072,457793.3832
135.5291703,34.68858123,395796.4364
135.5318994,34.68859168,1024601.949
135.5346285,34.68860206,1614427.678
135.5373575,34.68861239,1506057.759
135.5400866,34.68862267,1146663.224
135.5428156,34.68863288,1617038.875
135.5455446,34.68864304,1738820.964
135.5482737,34.68865314,1106681.307
135.5510027,34.68866318,1291342.051
135.5537317,34.68867316,1135015.324
135.5564608,34.68868309,1132567.443
135.5591898,34.68869295,860530.2384
135.5619189,34.68870275,675946.5764
135.5646479,34.6887125,975566.3114
135.567377,34.68872218,1135007.375
135.570106,34.68873181,1209282.186
135.5728351,34.68874137,1542349.192
135.5755641,34.68875087,2964346.391
135.5782932,34.68876032,3740746.502
135.5810223,34.6887697,5442659.212
135.5837514,34.68877903,2611845.546
135.4172965,34.68584474,7784.175247
135.4254831,34.6858837,647263.1394
135.428212,34.68589654,14325961.78
135.4309408,34.68590932,8658358.589
135.4336697,34.68592204,787682.5657
135.4500429,34.685997,2760269.606
135.4527718,34.68600927,6259498.063
135.4555007,34.68602148,19034382.91
135.4582296,34.68603362,18796733.09
135.4609585,34.6860457,20039806.58
135.4636874,34.68605771,16318462.19
135.4664164,34.68606965,15128605.01
135.4691454,34.68608152,24208140.55
135.4718743,34.68609333,17409427.83
135.4746033,34.68610509,17173052.02
135.4773323,34.68611678,17504989.26
135.4800613,34.68612842,17266388.52
135.4827903,34.68613999,18734743.6
135.4855193,34.6861515,19245051.72
135.4882483,34.68616296,10481727.62
135.4909772,34.68617437,17301920.19
135.4937062,34.68618571,9002918.581
135.4964352,34.68619699,17967353.69
135.4991642,34.68620822,14774460.62
135.5018932,34.68621938,15642011.56
135.5046221,34.68623049,9445884.498
135.5073511,34.68624153,6170799.226
135.5100801,34.68625252,1694709.581
135.5128091,34.68626344,1579738.379
135.5155381,34.6862743,1318993.412
135.5182671,34.68628509,787601.3357
135.5209961,34.68629583,603527.2827
135.5237251,34.6863065,527826.9327
135.5264541,34.68631709,74475.9367
135.5319121,34.68633804,731199.3176
135.5346411,34.68634842,259765.8946
135.5373701,34.68635875,469321.5413
135.540099,34.68636902,253228.7327
135.542828,34.68637923,601445.7799
135.5455569,34.68638939,1056977.882
135.5482859,34.68639948,1084234.113
135.5510149,34.68640952,1148857.543
135.5537438,34.6864195,1047594.139
135.5564728,34.68642942,788741.1418
135.5592018,34.68643929,984186.9776
135.5619307,34.68644909,1163226.997
135.5646597,34.68645883,1343074.512
135.5673887,34.68646852,1273961.032
135.5701177,34.68647814,1719286.15
135.5728467,34.6864877,2882900.654
135.5755757,34.68649721,4616786.707
135.5783047,34.68650665,4677031.365
135.5810337,34.68651604,5025886.7
135.5837627,34.68652536,75248.79564
135.4446003,34.68371865,4873958.886
135.4473291,34.68373105,10840663.63
135.4500579,34.68374338,13680769.74
135.4527867,34.68375565,17368676
135.4555155,34.68376785,10625766.32
135.4582444,34.68377999,9950398.128
135.4609732,34.68379207,12793714.64
135.463702,34.68380408,12251959.73
135.4664309,34.68381602,10027047.84
135.4691598,34.6838279,15725384.17
135.4718887,34.68383972,15590972.6
135.4746176,34.68385147,16894705.38
135.4773465,34.68386317,21022449.06
135.4800754,34.6838748,20203927.39
135.4828044,34.68388638,18696009.87
135.4855333,34.68389789,6084931.019
135.4882622,34.68390935,13343042.68
135.4909911,34.68392075,14587117.41
135.49372,34.68393209,15023128.97
135.4964489,34.68394337,9962731.89
135.4991778,34.68395459,7560379.432
135.5019067,34.68396576,6245002.697
135.5046356,34.68397686,4332945.497
135.5073645,34.6839879,4019384.511
135.5100935,34.68399888,1626512.277
135.5128224,34.6840098,1382059.098
135.5155513,34.68402066,753903.5368
135.5182802,34.68403146,947238.3965
135.5210092,34.68404219,986637.9362
135.5237381,34.68405287,192018.7625
135.5373826,34.6841051,763525.7311
135.5401115,34.68411537,556876.9742
135.5428404,34.68412558,359243.8123
135.5455693,34.68413573,1611106.104
135.5482982,34.68414583,1331237.108
135.5510271,34.68415586,768603.5844
135.5537559,34.68416584,640616.6498
135.5564848,34.68417576,610304.0142
135.5592137,34.68418562,841055.2571
135.5619426,34.68419542,894898.0445
135.5646715,34.68420516,873025.3376
135.5674004,34.68421485,587964.344
135.5701294,34.68422447,810019.1532
135.5728583,34.68423404,970977.8532
135.5755872,34.68424354,1133792.524
135.5783161,34.68425298,1308717.837
135.581045,34.68426237,76116.64414
135.439158,34.68144005,6232143.278
135.4418867,34.68145257,14296962.39
135.4446154,34.68146503,16735978.84
135.4473441,34.68147743,15013150.77
135.4500729,34.68148976,14301766.78
135.4528016,34.68150203,14610855.46
135.4555304,34.68151423,13097386.71
135.4582591,34.68152637,15850809.98
135.4609879,34.68153844,14538522.17
135.4637167,34.68155046,13472468.04
135.4664455,34.6815624,14483406.88
135.4691743,34.68157428,18698247.32
135.4719031,34.6815861,15105075.73
135.4746319,34.68159786,19738928.66
135.4773608,34.68160955,20327976.66
135.4800896,34.68162119,25379578.95
135.4828184,34.68163276,18073682.46
135.4855473,34.68164427,4248709.016
135.4882761,34.68165573,12250099.55
135.4910049,34.68166713,11566596.03
135.4937338,34.68167847,6004727.464
135.4964626,34.68168975,2764996.467
135.4991914,34.68170097,3311931.157
135.5019203,34.68171213,4215333.736
135.5046491,34.68172323,4012682.632
135.5073779,34.68173426,3547799.968
135.5101068,34.68174524,2015080.22
135.5128356,34.68175616,1603495.423
135.5155645,34.68176701,802864.0851
135.5182933,34.68177781,630689.2716
135.5210222,34.68178854,592180.7896
135.523751,34.68179921,353951.2494
135.5373952,34.68185144,579573.5872
135.540124,34.68186171,219531.5674
135.5428528,34.68187192,151943.347
135.5455816,34.68188207,784316.0939
135.5483104,34.68189216,522227.5134
135.5510392,34.6819022,316638.1365
135.553768,34.68191218,390941.9751
135.5564969,34.6819221,723612.8561
135.5592257,34.68193195,1449346.757
135.5619545,34.68194175,1154999.461
135.5646833,34.68195149,1160052.571
135.5674122,34.68196118,583333.0517
135.4309872,34.67914845,869615.9607
135.4337159,34.67916118,9307937.028
135.4364446,34.67917384,12073760.28
135.4391732,34.67918643,15297129.96
135.4419019,34.67919895,15428369.07
135.4446305,34.67921141,11394168.21
135.4473592,34.67922381,10734865.14
135.4500878,34.67923614,15590324.87
135.4528165,34.6792484,16008412.69
135.4555452,34.6792606,12429627.91
135.4582739,34.67927274,14394518.43
135.4610026,34.67928482,15757242.49
135.4637313,34.67929683,10499160
135.46646,34.67930877,18161550.63
135.4691887,34.67932065,11373948.33
135.4719175,34.67933248,18827760.08
135.4746462,34.67934424,20371772.2
135.477375,34.67935593,20423760.53
135.4801037,34.67936757,15408708.31
135.4828325,34.67937914,11891985.82
135.4855613,34.67939066,9734095.813
135.48829,34.67940211,10924252.23
135.4910188,34.67941351,5939819.895
135.4937475,34.67942485,3661971.702
135.4964763,34.67943612,2565066.045
135.499205,34.67944734,2324450.331
135.5019338,34.67945849,1945283.384
135.5046626,34.67946959,2178033.788
135.5073913,34.67948062,1691167.283
135.5101201,34.6794916,929817.6015
135.5128489,34.67950251,870209.9756
135.5155776,34.67951336,540198.006
135.5183064,34.67952415,368897.0591
135.5210352,34.67953487,341784.6911
135.523764,34.67954554,282763.3792
135.5264927,34.67955612,62587.24174
135.5292215,34.67956663,106364.7097
135.5319502,34.67957707,7365.26184
135.5374077,34.67959778,537481.5505
135.5401365,34.67960805,119280.9775
135.5428652,34.67961826,161651.7511
135.5455939,34.67962841,926579.2629
135.5483227,34.6796385,746856.7393
135.5510514,34.67964853,709575.7847
135.5537801,34.67965851,678826.4234
135.5565089,34.67966843,740643.789
135.5592376,34.67967828,1727128.366
135.5619664,34.67968808,1420461.92
135.5646951,34.67969782,1621381.307
135.5674239,34.67970751,712523.0596
135.422817,34.67685628,42044.43027
135.4255456,34.6768692,5339463.501
135.4282741,34.67688205,15102507.11
135.4310027,34.67689483,23238841.15
135.4337313,34.67690756,22760880.42
135.4364599,34.67692022,19781863.12
135.4391885,34.67693281,14127777.99
135.441917,34.67694533,13332005.31
135.4446456,34.67695779,18810587.76
135.4473742,34.67697018,16186934.26
135.4501028,34.67698251,15494217.29
135.4528314,34.67699478,15900008.35
135.45556,34.67700697,18655559.14
135.4582886,34.67701911,13192845.11
135.4610172,34.67703119,12102055.08
135.4637459,34.6770432,13207815.63
135.4664745,34.67705514,11605499.46
135.4692032,34.67706703,13097686.15
135.4719319,34.67707885,11236874.68
135.4746605,34.67709061,10530460.88
135.4773892,34.67710231,16010410.49
135.4801179,34.67711395,15120516.04
135.4828466,34.67712552,7981389.707
135.4855753,34.67713704,5913023.018
135.4883039,34.67714849,3548884.247
135.4910326,34.67715989,3196909.534
135.4937613,34.67717122,3020979.744
135.49649,34.67718249,2970646.115
135.4992187,34.67719371,2837024.869
135.5019474,34.67720486,3414265.024
135.504676,34.67721595,3883574.234
135.5074047,34.67722698,3250218.99
135.5101334,34.67723795,1338231.89
135.5128621,34.67724886,830024.0582
135.5155908,34.6772597,798449.9347
135.5183195,34.67727049,351734.9393
135.5210482,34.67728121,143255.9574
135.5237769,34.67729186,110307.9956
135.5265056,34.67730245,76405.76028
135.5292342,34.67731295,547646.4652
135.5319629,34.6773234,455882.4427
135.5346916,34.67733379,422584.5348
135.5374203,34.67734412,541561.6741
135.5401489,34.67735439,-92306.97817
135.5428776,34.6773646,-10932.07658
135.5456063,34.67737475,426832.901
135.5483349,34.67738483,444079.3479
135.5510636,34.67739487,500581.4328
135.5537922,34.67740484,612684.4923
135.5565209,34.67741476,935391.9646
135.5592496,34.67742461,1327913.259
135.5619783,34.67743441,1645909.139
135.5647069,34.67744415,2777477.776
135.5674356,34.67745384,293636.4832
135.4173756,34.67457662,1454635.331
135.4201041,34.67458967,10128129.4
135.4228327,34.67460266,21062865.88
135.4255612,34.67461558,25155893.24
135.4282897,34.67462843,24916262.15
135.4310182,34.67464121,21908995.43
135.4337467,34.67465394,11846479.05
135.4364752,34.6746666,15922289.86
135.4392037,34.67467919,24106868.91
135.4419322,34.67469171,18109736.11
135.4446607,34.67470416,18591209.11
135.4473893,34.67471656,15465672.9
135.4501178,34.67472889,25013880.25
135.4528463,34.67474115,19882566.62
135.4555749,34.67475335,19948473.59
135.4583034,34.67476548,14224307.19
135.4610319,34.67477756,11206205.23
135.4637605,34.67478957,14809122.9
135.4664891,34.67480152,10379218.1
135.4692177,34.6748134,12798782.39
135.4719462,34.67482523,18294337.17
135.4746748,34.67483699,20223983.57
135.4774034,34.67484869,16274118.08
135.480132,34.67486033,7629877.858
135.4828607,34.6748719,6046250.924
135.4855893,34.67488342,3342072.531
135.4883179,34.67489487,4464214.81
135.4910465,34.67490626,3293338.983
135.4937751,34.6749176,3523593.724
135.4965037,34.67492887,2925866.202
135.4992323,34.67494008,2678761.858
135.5019609,34.67495123,3050148.444
135.5046895,34.67496231,3502169.095
135.5074181,34.67497334,2566245.152
135.5101467,34.67498431,1127938.675
135.5128753,34.67499521,816758.6894
135.515604,34.67500605,566360.2619
135.5183326,34.67501682,556846.5255
135.5210612,34.67502754,359516.691
135.5237898,34.67503819,314983.605
135.5265184,34.67504877,600701.234
135.529247,34.67505928,800061.6093
135.5319756,34.67506973,660218.6164
135.5347042,34.67508012,469601.1388
135.5374328,34.67509045,257786.5818
135.5401614,34.67510072,-231961.4256
135.54289,34.67511093,-330732.3336
135.5456186,34.67512108,143954.9208
135.5483472,34.67513117,263290.805
135.5510758,34.6751412,305916.8299
135.5538043,34.67515117,578740.3803
135.5565329,34.67516109,607671.0924
135.5592615,34.67517094,1201253.918
135.5619901,34.67518074,2426793.788
135.5647187,34.67519048,3917844.752
135.4119346,34.67229673,595801.2503
135.414663,34.6723099,6951785.356
135.4173915,34.67232301,16093217.13
135.4201199,34.67233606,15941867.78
135.4228483,34.67234905,20230247.37
135.4255768,34.67236196,14563145.94
135.4283052,34.67237481,7733481.235
135.4310337,34.6723876,490058.1593
135.4337621,34.67240032,19434635.37
135.4364905,34.67241299,24734319.77
135.439219,34.67242557,23034138.12
135.4419474,34.67243809,17204637.7
135.4446759,34.67245055,18293458.14
135.4474043,34.67246294,10815316.53
135.4501328,34.67247527,18017561.29
135.4528612,34.67248753,22469792.61
135.4555897,34.67249972,11117551.64
135.4583181,34.67251185,5735003.952
135.4610466,34.67252393,9264218.608
135.4637751,34.67253594,12875611.8
135.4665036,34.67254789,15639608.95
135.4692321,34.67255978,16490384.68
135.4719606,34.67257161,16700856.61
135.4746891,34.67258337,15921381.12
135.4774177,34.67259507,12433967.91
135.4801462,34.67260671,10008638.15
135.4828747,34.67261828,2740407.986
135.4856033,34.6726298,2346797.238
135.4883318,34.67264125,3006434.03
135.4910603,34.67265264,2376459.382
135.4937888,34.67266397,2867287.246
135.4965174,34.67267523,2028287.439
135.4992459,34.67268644,2015164.23
135.5019744,34.67269759,2335925.189
135.504703,34.67270867,2194141.764
135.5074315,34.67271969,1524230.363
135.51016,34.67273066,313329.0343
135.5128886,34.67274156,454521.7795
135.5156171,34.67275239,381595.2243
135.5183457,34.67276316,399787.6073
135.5210742,34.67277387,384369.3705
135.5238027,34.67278452,456526.6777
135.5265313,34.6727951,673647.6845
135.5292598,34.67280561,906928.0962
135.5319883,34.67281606,701778.6985
