右上経度,右上緯度,左下経度,左下緯度,メッシュあたり導入P_MJ/y
135.5468,34.7146,135.544,34.7123,1456262.756
135.5495,34.7146,135.5468,34.7123,924634.8694
135.5523,34.7146,135.5495,34.7123,427969.3692
135.555,34.7146,135.5522,34.7123,432300.9317
135.5577,34.7146,135.5549,34.7123,303797.1009
135.5604,34.7146,135.5577,34.7124,247061.5054
135.5632,34.7146,135.5604,34.7124,173205.1968
135.5659,34.7146,135.5631,34.7124,126149.442
135.5686,34.7146,135.5659,34.7124,122148.1915
135.5714,34.7146,135.5686,34.7124,39611.50546
135.585,34.7147,135.5822,34.7124,26326.2121
135.5877,34.7147,135.585,34.7125,805172.4564
135.5905,34.7147,135.5877,34.7125,1912774.921
135.4376,34.7119,135.4348,34.7096,2276309.367
135.4403,34.7119,135.4376,34.7096,11273316.83
135.4431,34.7119,135.4403,34.7096,16257315.78
135.4458,34.7119,135.443,34.7096,18741205.27
135.4485,34.7119,135.4458,34.7096,15638616.71
135.4513,34.7119,135.4485,34.7097,13074278.78
135.454,34.7119,135.4512,34.7097,3702063.436
135.4567,34.7119,135.454,34.7097,17620097.85
135.4595,34.7119,135.4567,34.7097,16064385.58
135.4622,34.712,135.4594,34.7097,15195624.46
135.4649,34.712,135.4621,34.7097,17939224.94
135.4676,34.712,135.4649,34.7097,16790641.72
135.4704,34.712,135.4676,34.7097,10684283.34
135.4731,34.712,135.4703,34.7098,12292373.48
135.4758,34.712,135.4731,34.7098,14198419.74
135.4786,34.712,135.4758,34.7098,14592369.95
135.4813,34.712,135.4785,34.7098,15271361.55
135.484,34.7121,135.4812,34.7098,4325677.105
135.4949,34.7121,135.4922,34.7098,157510.1588
135.4977,34.7121,135.4949,34.7099,7840516.948
135.5004,34.7121,135.4976,34.7099,12226345.69
135.5031,34.7121,135.5004,34.7099,5108622.35
135.5059,34.7121,135.5031,34.7099,3698830.389
135.5086,34.7122,135.5058,34.7099,1393824.139
135.5113,34.7122,135.5085,34.7099,1289539.625
135.514,34.7122,135.5113,34.7099,1347474.467
135.5168,34.7122,135.514,34.7099,1375795.436
135.5195,34.7122,135.5167,34.7099,1146826.678
135.5222,34.7122,135.5195,34.71,2341680.675
135.525,34.7122,135.5222,34.71,366776.2189
135.5277,34.7122,135.5249,34.71,2126252.746
135.5304,34.7122,135.5277,34.71,2120878.831
135.5332,34.7123,135.5304,34.71,1582794.028
135.5359,34.7123,135.5331,34.71,1224091.51
135.5386,34.7123,135.5358,34.71,992651.5454
135.5413,34.7123,135.5386,34.71,765356.2104
135.5441,34.7123,135.5413,34.71,1181520.909
135.5468,34.7123,135.544,34.7101,799103.6776
135.5495,34.7123,135.5468,34.7101,397637.9097
135.5523,34.7123,135.5495,34.7101,352552.6763
135.555,34.7123,135.5522,34.7101,466452.0205
135.5577,34.7123,135.555,34.7101,300939.7981
135.5605,34.7124,135.5577,34.7101,177660.3287
135.5632,34.7124,135.5604,34.7101,121851.2229
135.5659,34.7124,135.5631,34.7101,89534.68042
135.5686,34.7124,135.5659,34.7101,115808.7155
135.5714,34.7124,135.5686,34.7101,-20042.06979
135.5741,34.7124,135.5713,34.7102,-2629.88521
135.5796,34.7124,135.5768,34.7102,-66.55072562
135.5823,34.7124,135.5795,34.7102,1168.707896
135.585,34.7124,135.5823,34.7102,88348.17769
135.5878,34.7125,135.585,34.7102,1646293.07
135.5905,34.7125,135.5877,34.7102,1370100.728
135.5932,34.7125,135.5904,34.7102,11111.45268
135.5959,34.7125,135.5932,34.7102,88262.14669
135.5987,34.7125,135.5959,34.7102,822339.273
135.6014,34.7125,135.5986,34.7102,24292.0238
135.4349,34.7096,135.4321,34.7073,6464259.176
135.4376,34.7096,135.4349,34.7073,14062712.01
135.4404,34.7096,135.4376,34.7074,17871483.63
135.4431,34.7096,135.4403,34.7074,15437107.17
135.4458,34.7096,135.443,34.7074,12895127.96
135.4486,34.7096,135.4458,34.7074,12006800.55
135.4513,34.7097,135.4485,34.7074,8295988.631
135.454,34.7097,135.4512,34.7074,12028211.51
135.4567,34.7097,135.454,34.7074,14659379.42
135.4595,34.7097,135.4567,34.7074,13993132.12
135.4622,34.7097,135.4594,34.7075,14711569.34
135.4649,34.7097,135.4622,34.7075,17773635.69
135.4677,34.7097,135.4649,34.7075,15868575.76
135.4704,34.7097,135.4676,34.7075,16357510.76
135.4731,34.7098,135.4703,34.7075,11590808.5
135.4758,34.7098,135.4731,34.7075,15796841.81
135.4786,34.7098,135.4758,34.7075,11862607.48
135.4813,34.7098,135.4785,34.7075,1153383.02
135.4922,34.7098,135.4895,34.7076,862855.0258
135.495,34.7098,135.4922,34.7076,11166331.48
135.4977,34.7099,135.4949,34.7076,15338554.37
135.5004,34.7099,135.4976,34.7076,11482664.7
135.5031,34.7099,135.5004,34.7076,8387991.793
135.5059,34.7099,135.5031,34.7076,4276989.431
135.5086,34.7099,135.5058,34.7077,2319126.787
135.5113,34.7099,135.5086,34.7077,2179224.486
135.5141,34.7099,135.5113,34.7077,2176116.533
135.5168,34.7099,135.514,34.7077,2323117.66
135.5195,34.7099,135.5167,34.7077,1517451.728
135.5223,34.71,135.5195,34.7077,2077696.878
135.525,34.71,135.5222,34.7077,254212.3434
135.5277,34.71,135.5249,34.7077,2028685.954
135.5304,34.71,135.5277,34.7077,2277134.923
135.5332,34.71,135.5304,34.7077,1369191.321
135.5359,34.71,135.5331,34.7078,1086981.564
135.5386,34.71,135.5359,34.7078,896093.6954
135.5414,34.71,135.5386,34.7078,854703.0627
135.5441,34.71,135.5413,34.7078,671952.9477
135.5468,34.7101,135.544,34.7078,511746.2378
135.5495,34.7101,135.5468,34.7078,342653.7158
135.5523,34.7101,135.5495,34.7078,259165.2853
135.555,34.7101,135.5522,34.7078,199669.098
135.5577,34.7101,135.555,34.7078,148305.9556
135.5605,34.7101,135.5577,34.7078,133274.3763
135.5632,34.7101,135.5604,34.7079,85174.76807
135.5659,34.7101,135.5632,34.7079,70155.006
135.5687,34.7101,135.5659,34.7079,105466.378
135.5714,34.7101,135.5686,34.7079,-70267.74303
135.5796,34.7102,135.5768,34.7079,348.5299047
135.5823,34.7102,135.5795,34.7079,14393.84694
135.585,34.7102,135.5823,34.7079,135725.0983
135.5878,34.7102,135.585,34.7079,2174606.036
135.5905,34.7102,135.5877,34.708,1650110.072
135.5932,34.7102,135.5905,34.708,5167977.085
135.596,34.7102,135.5932,34.708,4048531.114
135.5987,34.7102,135.5959,34.708,8804842.407
135.6014,34.7102,135.5986,34.708,109094.0859
135.4322,34.7073,135.4294,34.7051,4461341.806
135.4349,34.7073,135.4321,34.7051,16900120.91
135.4376,34.7073,135.4349,34.7051,14897952.47
135.4404,34.7074,135.4376,34.7051,11373583.4
135.4431,34.7074,135.4403,34.7051,3704240.451
135.4458,34.7074,135.4431,34.7051,4235704.427
135.4486,34.7074,135.4458,34.7051,7914863.172
135.4513,34.7074,135.4485,34.7052,9519879.123
135.454,34.7074,135.4513,34.7052,16691411.34
135.4568,34.7074,135.454,34.7052,17821437.08
135.4595,34.7074,135.4567,34.7052,13654611.82
135.4622,34.7075,135.4594,34.7052,18349848.15
135.4649,34.7075,135.4622,34.7052,19019084.86
135.4677,34.7075,135.4649,34.7052,17850449.59
135.4704,34.7075,135.4676,34.7052,17587531.47
135.4731,34.7075,135.4704,34.7052,15406690.25
135.4759,34.7075,135.4731,34.7053,5657615.126
135.4786,34.7075,135.4758,34.7053,52022.3571
135.4895,34.7076,135.4867,34.7053,3768877.898
135.4922,34.7076,135.4895,34.7053,12579466.04
135.495,34.7076,135.4922,34.7053,12131946.64
135.4977,34.7076,135.4949,34.7054,9018086.021
135.5004,34.7076,135.4977,34.7054,11973231.58
135.5032,34.7076,135.5004,34.7054,11086475.89
135.5059,34.7076,135.5031,34.7054,5731494.698
135.5086,34.7077,135.5058,34.7054,2726717.951
135.5113,34.7077,135.5086,34.7054,2221084.24
135.5141,34.7077,135.5113,34.7054,2038356.873
135.5168,34.7077,135.514,34.7054,2569559.828
135.5195,34.7077,135.5168,34.7054,1891049.036
135.5223,34.7077,135.5195,34.7055,1231195.492
135.525,34.7077,135.5222,34.7055,1344744.55
135.5277,34.7077,135.525,34.7055,2111998.794
135.5305,34.7077,135.5277,34.7055,1843739.962
135.5332,34.7077,135.5304,34.7055,1345209.352
135.5359,34.7078,135.5331,34.7055,1064598.488
135.5386,34.7078,135.5359,34.7055,982206.3902
135.5414,34.7078,135.5386,34.7055,685270.9797
135.5441,34.7078,135.5413,34.7055,474454.0982
135.5468,34.7078,135.5441,34.7055,350152.0628
135.5496,34.7078,135.5468,34.7056,178651.894
135.5523,34.7078,135.5495,34.7056,184722.0882
135.555,34.7078,135.5522,34.7056,296668.947
135.5578,34.7078,135.555,34.7056,199460.0303
135.5605,34.7078,135.5577,34.7056,131983.7083
135.5632,34.7079,135.5604,34.7056,103683.1091
135.5659,34.7079,135.5632,34.7056,127285.2077
135.5687,34.7079,135.5659,34.7056,127529.7248
135.5714,34.7079,135.5686,34.7056,-75310.70463
135.5741,34.7079,135.5714,34.7056,-2397.135991
135.5796,34.7079,135.5768,34.7057,41943.67246
135.5823,34.7079,135.5795,34.7057,52792.63881
135.585,34.7079,135.5823,34.7057,308865.7898
135.5878,34.7079,135.585,34.7057,4256626.989
135.5905,34.708,135.5877,34.7057,7078745.887
135.5932,34.708,135.5905,34.7057,7541416.01
135.596,34.708,135.5932,34.7057,3791025.743
135.5987,34.708,135.5959,34.7057,8437609.921
135.6014,34.708,135.5987,34.7057,157269.2499
135.4322,34.7051,135.4294,34.7028,3919729.632
135.4349,34.7051,135.4322,34.7028,7393847.052
135.4377,34.7051,135.4349,34.7028,2097741.747
135.4404,34.7051,135.4376,34.7028,8862710.259
135.4431,34.7051,135.4403,34.7029,14947301.33
135.4459,34.7051,135.4431,34.7029,16558839.62
135.4486,34.7051,135.4458,34.7029,14561082.62
135.4513,34.7052,135.4485,34.7029,15077561.49
135.454,34.7052,135.4513,34.7029,8983829.744
135.4568,34.7052,135.454,34.7029,12982831.23
135.4595,34.7052,135.4567,34.7029,12496708.28
135.4622,34.7052,135.4595,34.7029,16549094.98
135.465,34.7052,135.4622,34.703,15081169.75
135.4677,34.7052,135.4649,34.703,15769061.1
135.4704,34.7052,135.4676,34.703,14191428.09
135.4731,34.7052,135.4704,34.703,3278599.164
135.4841,34.7053,135.4813,34.703,1191144.034
135.4868,34.7053,135.484,34.7031,13710633.66
135.4895,34.7053,135.4868,34.7031,19951032.66
135.4923,34.7053,135.4895,34.7031,12364624.49
135.495,34.7053,135.4922,34.7031,14414134.1
135.4977,34.7054,135.4949,34.7031,19958761.83
135.5004,34.7054,135.4977,34.7031,14786355.17
135.5032,34.7054,135.5004,34.7031,12304368.38
135.5059,34.7054,135.5031,34.7031,6482653.843
135.5086,34.7054,135.5059,34.7031,3256680.5
135.5114,34.7054,135.5086,34.7032,2403721.052
135.5141,34.7054,135.5113,34.7032,2395390.411
135.5168,34.7054,135.514,34.7032,2735012.072
135.5195,34.7054,135.5168,34.7032,2676861.622
135.5223,34.7055,135.5195,34.7032,1138843.247
135.525,34.7055,135.5222,34.7032,2695800.129
135.5277,34.7055,135.525,34.7032,2232831.155
135.5305,34.7055,135.5277,34.7032,2000240.842
135.5332,34.7055,135.5304,34.7032,1487028.448
135.5359,34.7055,135.5332,34.7033,1125486.878
135.5387,34.7055,135.5359,34.7033,416982.1395
135.5414,34.7055,135.5386,34.7033,301762.792
135.5441,34.7055,135.5413,34.7033,236503.0426
135.5468,34.7055,135.5441,34.7033,88519.96881
135.5496,34.7056,135.5468,34.7033,85353.35271
135.5523,34.7056,135.5495,34.7033,51479.91815
135.555,34.7056,135.5523,34.7033,49476.21918
135.5578,34.7056,135.555,34.7033,45410.93044
135.5605,34.7056,135.5577,34.7033,10559.39733
135.5632,34.7056,135.5604,34.7034,325.7191501
135.566,34.7056,135.5632,34.7034,37610.39462
135.5687,34.7056,135.5659,34.7034,65851.54009
135.5714,34.7056,135.5686,34.7034,-30332.18007
135.5741,34.7056,135.5714,34.7034,-3328.627747
135.5769,34.7057,135.5741,34.7034,85886.55887
135.5796,34.7057,135.5768,34.7034,353528.9388
135.5823,34.7057,135.5796,34.7034,403117.3541
135.5851,34.7057,135.5823,34.7034,2420650.826
135.5878,34.7057,135.585,34.7034,4337915.714
135.5905,34.7057,135.5877,34.7034,5614840.972
135.5932,34.7057,135.5905,34.7035,7223644.767
135.596,34.7057,135.5932,34.7035,3337233.135
135.5987,34.7057,135.5959,34.7035,9197658.612
135.6014,34.7057,135.5987,34.7035,86098.66812
135.424,34.7028,135.4213,34.7005,238522.337
135.4268,34.7028,135.424,34.7005,5221149.096
135.4295,34.7028,135.4267,34.7005,7128755.142
135.4322,34.7028,135.4294,34.7006,15957555.44
135.4349,34.7028,135.4322,34.7006,13383103.41
135.4377,34.7028,135.4349,34.7006,13319883.15
135.4404,34.7028,135.4376,34.7006,11638612.02
135.4431,34.7029,135.4404,34.7006,12980288.75
135.4459,34.7029,135.4431,34.7006,16520681.17
135.4486,34.7029,135.4458,34.7006,11946460.23
135.4513,34.7029,135.4486,34.7006,16542087.2
135.4541,34.7029,135.4513,34.7007,12058629.09
135.4568,34.7029,135.454,34.7007,10926051.74
135.4595,34.7029,135.4567,34.7007,13072355.51
135.4622,34.7029,135.4595,34.7007,14143226.43
135.465,34.703,135.4622,34.7007,16463466.74
135.4677,34.703,135.4649,34.7007,9919552.818
135.4704,34.703,135.4677,34.7007,535412.5533
135.4813,34.703,135.4786,34.7008,4063985.075
135.4841,34.703,135.4813,34.7008,19417278.36
135.4868,34.7031,135.484,34.7008,17763163.01
135.4895,34.7031,135.4868,34.7008,16010698.35
135.4923,34.7031,135.4895,34.7008,14348666.82
135.495,34.7031,135.4922,34.7008,17321033.14
135.4977,34.7031,135.495,34.7008,20574638.38
135.5005,34.7031,135.4977,34.7009,15857638.01
135.5032,34.7031,135.5004,34.7009,15316500.75
135.5059,34.7031,135.5031,34.7009,6519783.835
135.5086,34.7031,135.5059,34.7009,2826695.067
135.5114,34.7032,135.5086,34.7009,2745351.011
135.5141,34.7032,135.5113,34.7009,1713467.256
135.5168,34.7032,135.5141,34.7009,2751974.925
135.5196,34.7032,135.5168,34.7009,2409462.321
135.5223,34.7032,135.5195,34.7009,921007.9073
135.525,34.7032,135.5222,34.701,2258580.346
135.5278,34.7032,135.525,34.701,1646387.8
135.5305,34.7032,135.5277,34.701,1720128.647
135.5332,34.7032,135.5304,34.701,1283851.969
135.5359,34.7033,135.5332,34.701,860900.3481
135.5387,34.7033,135.5359,34.701,396389.3589
135.5414,34.7033,135.5386,34.701,236316.6366
135.5441,34.7033,135.5414,34.701,153880.5985
135.5469,34.7033,135.5441,34.701,12528.70254
135.5496,34.7033,135.5468,34.701,153387.6684
135.5523,34.7033,135.5495,34.7011,84984.39601
135.555,34.7033,135.5523,34.7011,57968.34378
135.5578,34.7033,135.555,34.7011,17357.68827
135.5605,34.7033,135.5577,34.7011,-68360.8171
135.5632,34.7034,135.5605,34.7011,-128788.609
135.566,34.7034,135.5632,34.7011,-109235.367
135.5687,34.7034,135.5659,34.7011,-28246.01686
135.5714,34.7034,135.5686,34.7011,-13057.66232
135.5742,34.7034,135.5714,34.7011,127525.2548
135.5769,34.7034,135.5741,34.7011,189502.8099
135.5796,34.7034,135.5768,34.7012,618522.5215
135.5823,34.7034,135.5796,34.7012,663131.6549
135.5851,34.7034,135.5823,34.7012,2109576.488
135.5878,34.7034,135.585,34.7012,5022781.441
135.5905,34.7034,135.5878,34.7012,4802954.696
135.5933,34.7035,135.5905,34.7012,5631809.354
135.596,34.7035,135.5932,34.7012,3053849.488
135.5987,34.7035,135.5959,34.7012,1109380.996
135.4186,34.7005,135.4158,34.6982,429056.5326
135.4213,34.7005,135.4185,34.6983,7460792.734
135.424,34.7005,135.4213,34.6983,19114454.77
135.4268,34.7005,135.424,34.6983,23809056.75
135.4295,34.7005,135.4267,34.6983,20251639.77
135.4322,34.7006,135.4295,34.6983,14951185.06
135.435,34.7006,135.4322,34.6983,12281168.95
135.4377,34.7006,135.4349,34.6983,13666518.63
135.4404,34.7006,135.4376,34.6983,10380854.04
135.4432,34.7006,135.4404,34.6984,13655854.97
135.4459,34.7006,135.4431,34.6984,17567129.4
135.4486,34.7006,135.4458,34.6984,17801685.2
135.4513,34.7006,135.4486,34.6984,16523410.03
135.4541,34.7007,135.4513,34.6984,16837640.22
135.4568,34.7007,135.454,34.6984,17681414.47
135.4595,34.7007,135.4568,34.6984,18982457.28
135.4623,34.7007,135.4595,34.6984,13667183.23
135.465,34.7007,135.4622,34.6985,4329509.469
135.4759,34.7008,135.4731,34.6985,1286.513888
135.4786,34.7008,135.4759,34.6985,8989483.125
135.4814,34.7008,135.4786,34.6985,16246176.35
135.4841,34.7008,135.4813,34.6985,16741450.99
135.4868,34.7008,135.484,34.6985,16748366.49
135.4896,34.7008,135.4868,34.6986,17297800.5
135.4923,34.7008,135.4895,34.6986,15161241.42
135.495,34.7008,135.4922,34.6986,20895086.18
135.4977,34.7008,135.495,34.6986,21383139.97
135.5005,34.7009,135.4977,34.6986,18532803.41
135.5032,34.7009,135.5004,34.6986,11563440.92
135.5059,34.7009,135.5032,34.6986,8715902.673
135.5087,34.7009,135.5059,34.6986,4596206.63
135.5114,34.7009,135.5086,34.6986,2071411.504
135.5141,34.7009,135.5113,34.6987,2204482.958
135.5168,34.7009,135.5141,34.6987,2586412.734
135.5196,34.7009,135.5168,34.6987,2597776.438
135.5223,34.7009,135.5195,34.6987,1205040.301
135.525,34.701,135.5223,34.6987,707872.4114
135.5278,34.701,135.525,34.6987,2007466.666
135.5305,34.701,135.5277,34.6987,1083319.709
135.5332,34.701,135.5304,34.6987,619539.8719
135.536,34.701,135.5332,34.6987,142841.0375
135.5387,34.701,135.5359,34.6988,168060.903
135.5414,34.701,135.5386,34.6988,-93484.8728
135.5441,34.701,135.5414,34.6988,-15705.99596
135.5469,34.701,135.5441,34.6988,2380.887849
135.5496,34.701,135.5468,34.6988,-47811.64081
135.5523,34.7011,135.5496,34.6988,-47374.26653
135.5551,34.7011,135.5523,34.6988,-47487.83713
135.5578,34.7011,135.555,34.6988,-114833.9126
135.5605,34.7011,135.5577,34.6988,-71416.49189
135.5632,34.7011,135.5605,34.6988,-76389.51199
135.566,34.7011,135.5632,34.6989,-142036.3385
135.5687,34.7011,135.5659,34.6989,-140613.0915
135.5714,34.7011,135.5687,34.6989,95922.90195
135.5742,34.7011,135.5714,34.6989,215539.8199
135.5769,34.7011,135.5741,34.6989,394040.753
135.5796,34.7012,135.5768,34.6989,736072.3593
135.5824,34.7012,135.5796,34.6989,986826.9517
135.5851,34.7012,135.5823,34.6989,3120877.205
135.5878,34.7012,135.585,34.6989,4467930.95
135.5905,34.7012,135.5878,34.6989,5775519.729
135.5933,34.7012,135.5905,34.6989,6343502.937
135.596,34.7012,135.5932,34.699,3900968.688
135.5987,34.7012,135.596,34.699,4538564.806
135.4131,34.6982,135.4104,34.696,57582.07163
135.4159,34.6982,135.4131,34.696,5454893.518
135.4186,34.6982,135.4158,34.696,15268382.75
135.4213,34.6983,135.4186,34.696,23031921.72
135.4241,34.6983,135.4213,34.696,22913735.94
135.4268,34.6983,135.424,34.696,20065566.1
135.4295,34.6983,135.4267,34.696,11530060.6
135.4323,34.6983,135.4295,34.6961,10336774.12
135.435,34.6983,135.4322,34.6961,18916592.2
135.4377,34.6983,135.4349,34.6961,16862552.28
135.4404,34.6983,135.4377,34.6961,22717237.2
135.4432,34.6984,135.4404,34.6961,14705056.13
135.4459,34.6984,135.4431,34.6961,10576013.01
135.4486,34.6984,135.4459,34.6961,19716605.38
135.4514,34.6984,135.4486,34.6961,14465778.17
135.4541,34.6984,135.4513,34.6962,17436789
135.4568,34.6984,135.454,34.6962,18602161.58
135.4595,34.6984,135.4568,34.6962,7441337.826
135.4623,34.6984,135.4595,34.6962,420310.5899
135.4732,34.6985,135.4704,34.6962,1351119.75
135.4759,34.6985,135.4731,34.6962,12570112.5
135.4786,34.6985,135.4759,34.6963,20407934.84
135.4814,34.6985,135.4786,34.6963,22582319.53
135.4841,34.6985,135.4813,34.6963,13172087.16
135.4868,34.6985,135.4841,34.6963,11506596.13
135.4896,34.6986,135.4868,34.6963,14581446.53
135.4923,34.6986,135.4895,34.6963,15066923.86
135.495,34.6986,135.4923,34.6963,14781442.37
135.4978,34.6986,135.495,34.6963,18512800.47
135.5005,34.6986,135.4977,34.6963,13445851.88
135.5032,34.6986,135.5004,34.6964,12525498.11
135.5059,34.6986,135.5032,34.6964,9493074.403
135.5087,34.6986,135.5059,34.6964,5829840.488
135.5114,34.6986,135.5086,34.6964,2114949.343
135.5141,34.6987,135.5114,34.6964,2259757.692
135.5169,34.6987,135.5141,34.6964,2863244.083
135.5196,34.6987,135.5168,34.6964,2448512.565
135.5223,34.6987,135.5195,34.6964,2174419.361
135.525,34.6987,135.5223,34.6964,592963.9592
135.5278,34.6987,135.525,34.6965,880633.0222
135.5305,34.6987,135.5277,34.6965,859932.6415
135.5332,34.6987,135.5305,34.6965,141213.4144
135.536,34.6987,135.5332,34.6965,70778.12392
135.5387,34.6988,135.5359,34.6965,50444.45332
135.5414,34.6988,135.5387,34.6965,495579.0569
135.5442,34.6988,135.5414,34.6965,244342.8883
135.5469,34.6988,135.5441,34.6965,298465.7744
135.5496,34.6988,135.5468,34.6965,186899.9573
135.5523,34.6988,135.5496,34.6966,62989.93884
135.5551,34.6988,135.5523,34.6966,-43527.13706
135.5578,34.6988,135.555,34.6966,-122289.4069
135.5605,34.6988,135.5578,34.6966,-143186.2108
135.5633,34.6988,135.5605,34.6966,-131369.3331
135.566,34.6989,135.5632,34.6966,-102077.9497
135.5687,34.6989,135.5659,34.6966,-24921.84654
135.5714,34.6989,135.5687,34.6966,249175.3397
135.5742,34.6989,135.5714,34.6966,404098.1706
135.5769,34.6989,135.5741,34.6966,485958.7854
135.5796,34.6989,135.5769,34.6966,960332.8283
135.5824,34.6989,135.5796,34.6967,2582486.155
135.5851,34.6989,135.5823,34.6967,3093457.621
135.5878,34.6989,135.585,34.6967,4193381.916
135.5906,34.6989,135.5878,34.6967,5301044.65
135.5933,34.6989,135.5905,34.6967,7638357.422
135.596,34.699,135.5932,34.6967,2422.325795
135.4132,34.696,135.4104,34.6937,11578918.73
135.4159,34.696,135.4131,34.6937,22527354.28
135.4186,34.696,135.4158,34.6937,19075715.38
135.4213,34.696,135.4186,34.6937,19072796.21
135.4241,34.696,135.4213,34.6938,19566016.82
135.4268,34.696,135.424,34.6938,19459105.72
135.4295,34.696,135.4268,34.6938,9878298.729
135.4323,34.6961,135.4295,34.6938,10410824.29
135.435,34.6961,135.4322,34.6938,14626983.58
135.4377,34.6961,135.435,34.6938,24414501.85
135.4405,34.6961,135.4377,34.6938,24335034.56
135.4432,34.6961,135.4404,34.6938,19294265.22
135.4459,34.6961,135.4431,34.6939,12984895
135.4486,34.6961,135.4459,34.6939,13696897.24
135.4514,34.6961,135.4486,34.6939,17334577.7
135.4541,34.6962,135.4513,34.6939,10748058.01
135.4568,34.6962,135.4541,34.6939,1727300.822
135.4705,34.6962,135.4677,34.694,261585.511
135.4732,34.6962,135.4704,34.694,12805923.96
135.4759,34.6962,135.4732,34.694,18007404.63
135.4787,34.6963,135.4759,34.694,20054792.32
135.4814,34.6963,135.4786,34.694,18168941.22
135.4841,34.6963,135.4813,34.694,19839752.78
135.4868,34.6963,135.4841,34.694,17417146.37
135.4896,34.6963,135.4868,34.6941,12724180.3
135.4923,34.6963,135.4895,34.6941,11144044.45
135.495,34.6963,135.4923,34.6941,13315036.33
135.4978,34.6963,135.495,34.6941,18151827.28
135.5005,34.6963,135.4977,34.6941,13886968.86
135.5032,34.6964,135.5005,34.6941,12482775.01
135.506,34.6964,135.5032,34.6941,10179445.93
135.5087,34.6964,135.5059,34.6941,6035148.808
135.5114,34.6964,135.5086,34.6941,2045231.104
135.5141,34.6964,135.5114,34.6942,2020217.58
135.5169,34.6964,135.5141,34.6942,2554761.865
135.5196,34.6964,135.5168,34.6942,2336308.733
135.5223,34.6964,135.5196,34.6942,1685549.834
135.5251,34.6964,135.5223,34.6942,1069989.971
135.5278,34.6965,135.525,34.6942,233503.0302
135.5305,34.6965,135.5277,34.6942,1077384.693
135.5332,34.6965,135.5305,34.6942,1325335.566
135.536,34.6965,135.5332,34.6942,1036833.357
135.5387,34.6965,135.5359,34.6942,1099757.55
135.5414,34.6965,135.5387,34.6943,1135177.347
135.5442,34.6965,135.5414,34.6943,944678.1656
135.5469,34.6965,135.5441,34.6943,1061947.958
135.5496,34.6965,135.5469,34.6943,837853.4536
135.5524,34.6966,135.5496,34.6943,504431.947
135.5551,34.6966,135.5523,34.6943,224373.9792
135.5578,34.6966,135.555,34.6943,190903.9965
135.5605,34.6966,135.5578,34.6943,240848.9115
135.5633,34.6966,135.5605,34.6943,55409.64868
135.566,34.6966,135.5632,34.6943,-82939.98403
135.5687,34.6966,135.566,34.6944,49908.8723
135.5715,34.6966,135.5687,34.6944,347337.4252
135.5742,34.6966,135.5714,34.6944,374467.5012
135.5769,34.6966,135.5741,34.6944,488536.5803
135.5796,34.6966,135.5769,34.6944,1082832.307
135.5824,34.6967,135.5796,34.6944,2906201.332
135.5851,34.6967,135.5823,34.6944,3729868.927
135.5878,34.6967,135.5851,34.6944,3745713.488
135.5906,34.6967,135.5878,34.6944,2167605.689
135.5933,34.6967,135.5905,34.6944,51828.92476
135.4132,34.6937,135.4104,34.6915,12446934.74
135.4159,34.6937,135.4131,34.6915,16954697.22
135.4186,34.6937,135.4159,34.6915,19309904.06
135.4214,34.6937,135.4186,34.6915,14527400.94
135.4241,34.6938,135.4213,34.6915,14183666.5
135.4268,34.6938,135.424,34.6915,19002215.82
135.4296,34.6938,135.4268,34.6915,5477102.974
135.4323,34.6938,135.4295,34.6915,20021011.41
135.435,34.6938,135.4322,34.6916,19898742.58
135.4377,34.6938,135.435,34.6916,24604271.73
135.4405,34.6938,135.4377,34.6916,19256208.99
135.4432,34.6938,135.4404,34.6916,16102730.66
135.4459,34.6939,135.4432,34.6916,16782310.74
135.4487,34.6939,135.4459,34.6916,3879479.985
135.4514,34.6939,135.4486,34.6916,2578844.239
135.465,34.6939,135.4623,34.6917,2592857.998
135.4678,34.694,135.465,34.6917,14149711.59
135.4705,34.694,135.4677,34.6917,12684884.06
135.4732,34.694,135.4704,34.6917,18091217.81
135.4759,34.694,135.4732,34.6917,19213232.76
135.4787,34.694,135.4759,34.6918,19956208.89
135.4814,34.694,135.4786,34.6918,22919772.07
135.4841,34.694,135.4814,34.6918,21938346.78
135.4869,34.694,135.4841,34.6918,18814821.52
135.4896,34.6941,135.4868,34.6918,14611402.77
135.4923,34.6941,135.4895,34.6918,15254629.47
135.4951,34.6941,135.4923,34.6918,15444943.81
135.4978,34.6941,135.495,34.6918,22366830.12
135.5005,34.6941,135.4977,34.6918,20139250.96
135.5032,34.6941,135.5005,34.6919,18215495.38
135.506,34.6941,135.5032,34.6919,11462359.22
135.5087,34.6941,135.5059,34.6919,8611776.918
135.5114,34.6941,135.5087,34.6919,3161027.901
135.5142,34.6942,135.5114,34.6919,2741350.013
135.5169,34.6942,135.5141,34.6919,3457452.392
135.5196,34.6942,135.5168,34.6919,1879500.579
135.5223,34.6942,135.5196,34.6919,1259627.895
135.5251,34.6942,135.5223,34.6919,1767538.927
135.5278,34.6942,135.525,34.692,595059.7966
135.5305,34.6942,135.5278,34.692,2298929.79
135.5333,34.6942,135.5305,34.692,1442282.842
135.536,34.6942,135.5332,34.692,2027120.169
135.5387,34.6942,135.5359,34.692,1763750.074
135.5414,34.6943,135.5387,34.692,1374872.635
