右上経度,右上緯度,左下経度,左下緯度,メッシュあたり導入P_MJ/y
135.5442,34.6943,135.5414,34.692,1375111.086
135.5469,34.6943,135.5441,34.692,1403488.417
135.5496,34.6943,135.5469,34.692,1106154.75
135.5524,34.6943,135.5496,34.692,820508.9919
135.5551,34.6943,135.5523,34.6921,657563.6061
135.5578,34.6943,135.5551,34.6921,542514.672
135.5606,34.6943,135.5578,34.6921,1099388.566
135.5633,34.6943,135.5605,34.6921,358302.1011
135.566,34.6943,135.5632,34.6921,92927.15873
135.5687,34.6944,135.566,34.6921,166259.7208
135.5715,34.6944,135.5687,34.6921,289062.7585
135.5742,34.6944,135.5714,34.6921,575042.922
135.5769,34.6944,135.5742,34.6921,928822.6635
135.5797,34.6944,135.5769,34.6921,1522890.24
135.5824,34.6944,135.5796,34.6922,3140682.524
135.5851,34.6944,135.5823,34.6922,3470988.191
135.5878,34.6944,135.5851,34.6922,278478.7591
135.4132,34.6915,135.4104,34.6892,2506171.925
135.4159,34.6915,135.4131,34.6892,5074157.886
135.4187,34.6915,135.4159,34.6892,19627230.78
135.4214,34.6915,135.4186,34.6892,19337720.35
135.4241,34.6915,135.4213,34.6893,12285756.11
135.4268,34.6915,135.4241,34.6893,3198846.441
135.4296,34.6915,135.4268,34.6893,20807425.5
135.4323,34.6915,135.4295,34.6893,24964339.5
135.435,34.6916,135.4323,34.6893,19801834.24
135.4378,34.6916,135.435,34.6893,22691526.71
135.4405,34.6916,135.4377,34.6893,16931072.3
135.4432,34.6916,135.4404,34.6893,7702539.899
135.4459,34.6916,135.4432,34.6894,2472724.331
135.4596,34.6917,135.4568,34.6894,332206.0167
135.4623,34.6917,135.4595,34.6894,10028219.83
135.465,34.6917,135.4623,34.6894,20844024.05
135.4678,34.6917,135.465,34.6895,21289682.51
135.4705,34.6917,135.4677,34.6895,20810119.21
135.4732,34.6917,135.4705,34.6895,19311915.92
135.476,34.6917,135.4732,34.6895,17638458.99
135.4787,34.6918,135.4759,34.6895,11435115.67
135.4814,34.6918,135.4786,34.6895,17294992.89
135.4841,34.6918,135.4814,34.6895,15748888.85
135.4869,34.6918,135.4841,34.6895,15278701.2
135.4896,34.6918,135.4868,34.6895,18571044.75
135.4923,34.6918,135.4896,34.6896,17435915.58
135.4951,34.6918,135.4923,34.6896,12094705.17
135.4978,34.6918,135.495,34.6896,10330759.55
135.5005,34.6918,135.4978,34.6896,8473562.754
135.5033,34.6919,135.5005,34.6896,7882575.654
135.506,34.6919,135.5032,34.6896,6043259.471
135.5087,34.6919,135.5059,34.6896,2836736.155
135.5114,34.6919,135.5087,34.6896,1936837.846
135.5142,34.6919,135.5114,34.6896,2493302.405
135.5169,34.6919,135.5141,34.6897,2727668.505
135.5196,34.6919,135.5169,34.6897,1927621.162
135.5224,34.6919,135.5196,34.6897,1055675.546
135.5251,34.6919,135.5223,34.6897,844784.7447
135.5278,34.692,135.525,34.6897,847783.8118
135.5305,34.692,135.5278,34.6897,1277315.358
135.5333,34.692,135.5305,34.6897,717647.25
135.536,34.692,135.5332,34.6897,1235086.586
135.5387,34.692,135.536,34.6897,1699035.559
135.5415,34.692,135.5387,34.6897,1803992.178
135.5442,34.692,135.5414,34.6898,2161407.739
135.5469,34.692,135.5441,34.6898,1763895.668
135.5496,34.692,135.5469,34.6898,1193732.888
135.5524,34.692,135.5496,34.6898,1111413.636
135.5551,34.6921,135.5523,34.6898,1372287.41
135.5578,34.6921,135.5551,34.6898,1341884.122
135.5606,34.6921,135.5578,34.6898,1020815.705
135.5633,34.6921,135.5605,34.6898,638163.6784
135.566,34.6921,135.5632,34.6898,738255.1926
135.5688,34.6921,135.566,34.6898,912864.658
135.5715,34.6921,135.5687,34.6899,577837.4923
135.5742,34.6921,135.5714,34.6899,914058.9016
135.5769,34.6921,135.5742,34.6899,1939545.896
135.5797,34.6921,135.5769,34.6899,2565648.824
135.5824,34.6922,135.5796,34.6899,4211396.113
135.5851,34.6922,135.5824,34.6899,4532608.675
135.4159,34.6892,135.4132,34.687,6381125.954
135.4187,34.6892,135.4159,34.687,16596797.69
135.4214,34.6892,135.4186,34.687,4441545.467
135.4269,34.6893,135.4241,34.687,9467484.926
135.4296,34.6893,135.4268,34.687,25238848.13
135.4323,34.6893,135.4295,34.687,25082867.72
135.435,34.6893,135.4323,34.687,21449751.75
135.4378,34.6893,135.435,34.6871,4364461.154
135.4405,34.6893,135.4377,34.6871,1301112.877
135.4569,34.6894,135.4541,34.6871,5472166.774
135.4596,34.6894,135.4568,34.6872,17156961.12
135.4623,34.6894,135.4596,34.6872,20321101.71
135.4651,34.6894,135.4623,34.6872,19700331.34
135.4678,34.6894,135.465,34.6872,15502343.47
135.4705,34.6895,135.4677,34.6872,26600579.92
135.4732,34.6895,135.4705,34.6872,18515318.22
135.476,34.6895,135.4732,34.6872,19755513.47
135.4787,34.6895,135.4759,34.6872,17977719.96
135.4814,34.6895,135.4787,34.6873,14953073.86
135.4842,34.6895,135.4814,34.6873,22083956.14
135.4869,34.6895,135.4841,34.6873,16699223.96
135.4896,34.6895,135.4868,34.6873,15559444.19
135.4923,34.6896,135.4896,34.6873,11420492.4
135.4951,34.6896,135.4923,34.6873,12306375.66
135.4978,34.6896,135.495,34.6873,12376471.63
135.5005,34.6896,135.4978,34.6873,10772017.35
135.5033,34.6896,135.5005,34.6873,17581884.73
135.506,34.6896,135.5032,34.6874,10891450.69
135.5087,34.6896,135.506,34.6874,6502519.637
135.5115,34.6896,135.5087,34.6874,1694915.191
135.5142,34.6896,135.5114,34.6874,413526.5227
135.5169,34.6897,135.5141,34.6874,382885.0953
135.5196,34.6897,135.5169,34.6874,496315.8274
135.5224,34.6897,135.5196,34.6874,272318.8674
135.5251,34.6897,135.5223,34.6874,159526.993
135.5278,34.6897,135.5251,34.6874,457793.3832
135.5306,34.6897,135.5278,34.6875,395796.4364
135.5333,34.6897,135.5305,34.6875,1024601.949
135.536,34.6897,135.5332,34.6875,1614427.678
135.5387,34.6897,135.536,34.6875,1506057.759
135.5415,34.6897,135.5387,34.6875,1146663.224
135.5442,34.6898,135.5414,34.6875,1617038.875
135.5469,34.6898,135.5442,34.6875,1738820.964
135.5497,34.6898,135.5469,34.6875,1106681.307
135.5524,34.6898,135.5496,34.6875,1291342.051
135.5551,34.6898,135.5523,34.6875,1135015.324
135.5578,34.6898,135.5551,34.6876,1132567.443
135.5606,34.6898,135.5578,34.6876,860530.2384
135.5633,34.6898,135.5605,34.6876,675946.5764
135.566,34.6898,135.5633,34.6876,975566.3114
135.5688,34.6898,135.566,34.6876,1135007.375
135.5715,34.6899,135.5687,34.6876,1209282.186
135.5742,34.6899,135.5714,34.6876,1542349.192
135.577,34.6899,135.5742,34.6876,2964346.391
135.5797,34.6899,135.5769,34.6876,3740746.502
135.5824,34.6899,135.5796,34.6876,5442659.212
135.5851,34.6899,135.5824,34.6877,2611845.546
135.4187,34.687,135.4159,34.6847,7784.175247
135.4269,34.687,135.4241,34.6848,647263.1394
135.4296,34.687,135.4268,34.6848,14325961.78
135.4323,34.687,135.4296,34.6848,8658358.589
135.4351,34.687,135.4323,34.6848,787682.5657
135.4514,34.6871,135.4487,34.6849,2760269.606
135.4542,34.6871,135.4514,34.6849,6259498.063
135.4569,34.6871,135.4541,34.6849,19034382.91
135.4596,34.6872,135.4568,34.6849,18796733.09
135.4623,34.6872,135.4596,34.6849,20039806.58
135.4651,34.6872,135.4623,34.6849,16318462.19
135.4678,34.6872,135.465,34.6849,15128605.01
135.4705,34.6872,135.4678,34.685,24208140.55
135.4733,34.6872,135.4705,34.685,17409427.83
135.476,34.6872,135.4732,34.685,17173052.02
135.4787,34.6872,135.4759,34.685,17504989.26
135.4814,34.6873,135.4787,34.685,17266388.52
135.4842,34.6873,135.4814,34.685,18734743.6
135.4869,34.6873,135.4841,34.685,19245051.72
135.4896,34.6873,135.4869,34.685,10481727.62
135.4924,34.6873,135.4896,34.685,17301920.19
135.4951,34.6873,135.4923,34.6851,9002918.581
135.4978,34.6873,135.495,34.6851,17967353.69
135.5006,34.6873,135.4978,34.6851,14774460.62
135.5033,34.6873,135.5005,34.6851,15642011.56
135.506,34.6874,135.5032,34.6851,9445884.498
135.5087,34.6874,135.506,34.6851,6170799.226
135.5115,34.6874,135.5087,34.6851,1694709.581
135.5142,34.6874,135.5114,34.6851,1579738.379
135.5169,34.6874,135.5142,34.6851,1318993.412
135.5197,34.6874,135.5169,34.6852,787601.3357
135.5224,34.6874,135.5196,34.6852,603527.2827
135.5251,34.6874,135.5223,34.6852,527826.9327
135.5278,34.6874,135.5251,34.6852,74475.9367
135.5333,34.6875,135.5305,34.6852,731199.3176
135.536,34.6875,135.5333,34.6852,259765.8946
135.5388,34.6875,135.536,34.6852,469321.5413
135.5415,34.6875,135.5387,34.6852,253228.7327
135.5442,34.6875,135.5414,34.6853,601445.7799
135.5469,34.6875,135.5442,34.6853,1056977.882
135.5497,34.6875,135.5469,34.6853,1084234.113
135.5524,34.6875,135.5496,34.6853,1148857.543
135.5551,34.6875,135.5524,34.6853,1047594.139
135.5579,34.6876,135.5551,34.6853,788741.1418
135.5606,34.6876,135.5578,34.6853,984186.9776
135.5633,34.6876,135.5605,34.6853,1163226.997
135.566,34.6876,135.5633,34.6853,1343074.512
135.5688,34.6876,135.566,34.6853,1273961.032
135.5715,34.6876,135.5687,34.6854,1719286.15
135.5742,34.6876,135.5715,34.6854,2882900.654
135.577,34.6876,135.5742,34.6854,4616786.707
135.5797,34.6876,135.5769,34.6854,4677031.365
135.5824,34.6876,135.5796,34.6854,5025886.7
135.5851,34.6877,135.5824,34.6854,75248.79564
135.446,34.6848,135.4432,34.6826,4873958.886
135.4487,34.6849,135.4459,34.6826,10840663.63
135.4514,34.6849,135.4487,34.6826,13680769.74
135.4542,34.6849,135.4514,34.6826,17368676
135.4569,34.6849,135.4541,34.6826,10625766.32
135.4596,34.6849,135.4569,34.6827,9950398.128
135.4624,34.6849,135.4596,34.6827,12793714.64
135.4651,34.6849,135.4623,34.6827,12251959.73
135.4678,34.6849,135.465,34.6827,10027047.84
135.4705,34.685,135.4678,34.6827,15725384.17
135.4733,34.685,135.4705,34.6827,15590972.6
135.476,34.685,135.4732,34.6827,16894705.38
135.4787,34.685,135.476,34.6827,21022449.06
135.4815,34.685,135.4787,34.6827,20203927.39
135.4842,34.685,135.4814,34.6828,18696009.87
135.4869,34.685,135.4841,34.6828,6084931.019
135.4896,34.685,135.4869,34.6828,13343042.68
135.4924,34.685,135.4896,34.6828,14587117.41
135.4951,34.6851,135.4923,34.6828,15023128.97
135.4978,34.6851,135.4951,34.6828,9962731.89
135.5006,34.6851,135.4978,34.6828,7560379.432
135.5033,34.6851,135.5005,34.6828,6245002.697
135.506,34.6851,135.5032,34.6829,4332945.497
135.5088,34.6851,135.506,34.6829,4019384.511
135.5115,34.6851,135.5087,34.6829,1626512.277
135.5142,34.6851,135.5114,34.6829,1382059.098
135.5169,34.6851,135.5142,34.6829,753903.5368
135.5197,34.6852,135.5169,34.6829,947238.3965
135.5224,34.6852,135.5196,34.6829,986637.9362
135.5251,34.6852,135.5224,34.6829,192018.7625
135.5388,34.6852,135.536,34.683,763525.7311
135.5415,34.6852,135.5387,34.683,556876.9742
135.5442,34.6853,135.5415,34.683,359243.8123
135.547,34.6853,135.5442,34.683,1611106.104
135.5497,34.6853,135.5469,34.683,1331237.108
135.5524,34.6853,135.5496,34.683,768603.5844
135.5551,34.6853,135.5524,34.683,640616.6498
135.5579,34.6853,135.5551,34.683,610304.0142
135.5606,34.6853,135.5578,34.6831,841055.2571
135.5633,34.6853,135.5606,34.6831,894898.0445
135.5661,34.6853,135.5633,34.6831,873025.3376
135.5688,34.6853,135.566,34.6831,587964.344
135.5715,34.6854,135.5687,34.6831,810019.1532
135.5742,34.6854,135.5715,34.6831,970977.8532
135.577,34.6854,135.5742,34.6831,1133792.524
135.5797,34.6854,135.5769,34.6831,1308717.837
135.5824,34.6854,135.5797,34.6831,76116.64414
135.4405,34.6826,135.4378,34.6803,6232143.278
135.4433,34.6826,135.4405,34.6803,14296962.39
135.446,34.6826,135.4432,34.6803,16735978.84
135.4487,34.6826,135.446,34.6804,15013150.77
135.4515,34.6826,135.4487,34.6804,14301766.78
135.4542,34.6826,135.4514,34.6804,14610855.46
135.4569,34.6826,135.4541,34.6804,13097386.71
135.4596,34.6827,135.4569,34.6804,15850809.98
135.4624,34.6827,135.4596,34.6804,14538522.17
135.4651,34.6827,135.4623,34.6804,13472468.04
135.4678,34.6827,135.4651,34.6804,14483406.88
135.4706,34.6827,135.4678,34.6804,18698247.32
135.4733,34.6827,135.4705,34.6805,15105075.73
135.476,34.6827,135.4732,34.6805,19738928.66
135.4787,34.6827,135.476,34.6805,20327976.66
135.4815,34.6827,135.4787,34.6805,25379578.95
135.4842,34.6828,135.4814,34.6805,18073682.46
135.4869,34.6828,135.4842,34.6805,4248709.016
135.4897,34.6828,135.4869,34.6805,12250099.55
135.4924,34.6828,135.4896,34.6805,11566596.03
135.4951,34.6828,135.4923,34.6806,6004727.464
135.4978,34.6828,135.4951,34.6806,2764996.467
135.5006,34.6828,135.4978,34.6806,3311931.157
135.5033,34.6828,135.5005,34.6806,4215333.736
135.506,34.6828,135.5033,34.6806,4012682.632
135.5088,34.6829,135.506,34.6806,3547799.968
135.5115,34.6829,135.5087,34.6806,2015080.22
135.5142,34.6829,135.5114,34.6806,1603495.423
135.517,34.6829,135.5142,34.6806,802864.0851
135.5197,34.6829,135.5169,34.6807,630689.2716
135.5224,34.6829,135.5196,34.6807,592180.7896
135.5251,34.6829,135.5224,34.6807,353951.2494
135.5388,34.683,135.536,34.6807,579573.5872
135.5415,34.683,135.5387,34.6807,219531.5674
135.5442,34.683,135.5415,34.6807,151943.347
135.547,34.683,135.5442,34.6808,784316.0939
135.5497,34.683,135.5469,34.6808,522227.5134
135.5524,34.683,135.5497,34.6808,316638.1365
135.5552,34.683,135.5524,34.6808,390941.9751
135.5579,34.683,135.5551,34.6808,723612.8561
135.5606,34.6831,135.5578,34.6808,1449346.757
135.5633,34.6831,135.5606,34.6808,1154999.461
135.5661,34.6831,135.5633,34.6808,1160052.571
135.5688,34.6831,135.566,34.6808,583333.0517
135.4324,34.6803,135.4296,34.678,869615.9607
135.4351,34.6803,135.4323,34.678,9307937.028
135.4378,34.6803,135.4351,34.678,12073760.28
135.4406,34.6803,135.4378,34.6781,15297129.96
135.4433,34.6803,135.4405,34.6781,15428369.07
135.446,34.6803,135.4432,34.6781,11394168.21
135.4487,34.6804,135.446,34.6781,10734865.14
135.4515,34.6804,135.4487,34.6781,15590324.87
135.4542,34.6804,135.4514,34.6781,16008412.69
135.4569,34.6804,135.4542,34.6781,12429627.91
135.4597,34.6804,135.4569,34.6781,14394518.43
135.4624,34.6804,135.4596,34.6782,15757242.49
135.4651,34.6804,135.4623,34.6782,10499160
135.4678,34.6804,135.4651,34.6782,18161550.63
135.4706,34.6804,135.4678,34.6782,11373948.33
135.4733,34.6805,135.4705,34.6782,18827760.08
135.476,34.6805,135.4733,34.6782,20371772.2
135.4788,34.6805,135.476,34.6782,20423760.53
135.4815,34.6805,135.4787,34.6782,15408708.31
135.4842,34.6805,135.4814,34.6783,11891985.82
135.4869,34.6805,135.4842,34.6783,9734095.813
135.4897,34.6805,135.4869,34.6783,10924252.23
135.4924,34.6805,135.4896,34.6783,5939819.895
135.4951,34.6806,135.4924,34.6783,3661971.702
135.4979,34.6806,135.4951,34.6783,2565066.045
135.5006,34.6806,135.4978,34.6783,2324450.331
135.5033,34.6806,135.5005,34.6783,1945283.384
135.506,34.6806,135.5033,34.6783,2178033.788
135.5088,34.6806,135.506,34.6784,1691167.283
135.5115,34.6806,135.5087,34.6784,929817.6015
135.5142,34.6806,135.5115,34.6784,870209.9756
135.517,34.6806,135.5142,34.6784,540198.006
135.5197,34.6807,135.5169,34.6784,368897.0591
135.5224,34.6807,135.5196,34.6784,341784.6911
135.5252,34.6807,135.5224,34.6784,282763.3792
135.5279,34.6807,135.5251,34.6784,62587.24174
135.5306,34.6807,135.5278,34.6784,106364.7097
135.5333,34.6807,135.5306,34.6785,7365.26184
135.5388,34.6807,135.536,34.6785,537481.5505
135.5415,34.6807,135.5387,34.6785,119280.9775
135.5443,34.6807,135.5415,34.6785,161651.7511
135.547,34.6808,135.5442,34.6785,926579.2629
135.5497,34.6808,135.5469,34.6785,746856.7393
135.5524,34.6808,135.5497,34.6785,709575.7847
135.5552,34.6808,135.5524,34.6785,678826.4234
135.5579,34.6808,135.5551,34.6785,740643.789
135.5606,34.6808,135.5579,34.6786,1727128.366
135.5634,34.6808,135.5606,34.6786,1420461.92
135.5661,34.6808,135.5633,34.6786,1621381.307
135.5688,34.6808,135.566,34.6786,712523.0596
135.4242,34.678,135.4214,34.6757,42044.43027
135.4269,34.678,135.4242,34.6757,5339463.501
135.4297,34.678,135.4269,34.6758,15102507.11
135.4324,34.678,135.4296,34.6758,23238841.15
135.4351,34.678,135.4323,34.6758,22760880.42
135.4378,34.678,135.4351,34.6758,19781863.12
135.4406,34.6781,135.4378,34.6758,14127777.99
135.4433,34.6781,135.4405,34.6758,13332005.31
135.446,34.6781,135.4433,34.6758,18810587.76
135.4488,34.6781,135.446,34.6758,16186934.26
135.4515,34.6781,135.4487,34.6759,15494217.29
135.4542,34.6781,135.4514,34.6759,15900008.35
135.4569,34.6781,135.4542,34.6759,18655559.14
135.4597,34.6781,135.4569,34.6759,13192845.11
135.4624,34.6782,135.4596,34.6759,12102055.08
135.4651,34.6782,135.4624,34.6759,13207815.63
135.4679,34.6782,135.4651,34.6759,11605499.46
135.4706,34.6782,135.4678,34.6759,13097686.15
135.4733,34.6782,135.4705,34.676,11236874.68
135.476,34.6782,135.4733,34.676,10530460.88
135.4788,34.6782,135.476,34.676,16010410.49
135.4815,34.6782,135.4787,34.676,15120516.04
135.4842,34.6783,135.4815,34.676,7981389.707
135.487,34.6783,135.4842,34.676,5913023.018
135.4897,34.6783,135.4869,34.676,3548884.247
135.4924,34.6783,135.4896,34.676,3196909.534
135.4951,34.6783,135.4924,34.676,3020979.744
135.4979,34.6783,135.4951,34.6761,2970646.115
135.5006,34.6783,135.4978,34.6761,2837024.869
135.5033,34.6783,135.5006,34.6761,3414265.024
135.5061,34.6783,135.5033,34.6761,3883574.234
135.5088,34.6784,135.506,34.6761,3250218.99
135.5115,34.6784,135.5087,34.6761,1338231.89
135.5142,34.6784,135.5115,34.6761,830024.0582
135.517,34.6784,135.5142,34.6761,798449.9347
135.5197,34.6784,135.5169,34.6761,351734.9393
135.5224,34.6784,135.5197,34.6762,143255.9574
135.5252,34.6784,135.5224,34.6762,110307.9956
135.5279,34.6784,135.5251,34.6762,76405.76028
135.5306,34.6784,135.5278,34.6762,547646.4652
135.5333,34.6785,135.5306,34.6762,455882.4427
135.5361,34.6785,135.5333,34.6762,422584.5348
135.5388,34.6785,135.536,34.6762,541561.6741
135.5415,34.6785,135.5388,34.6762,-92306.97817
135.5443,34.6785,135.5415,34.6762,-10932.07658
135.547,34.6785,135.5442,34.6762,426832.901
135.5497,34.6785,135.5469,34.6763,444079.3479
135.5525,34.6785,135.5497,34.6763,500581.4328
135.5552,34.6785,135.5524,34.6763,612684.4923
135.5579,34.6785,135.5551,34.6763,935391.9646
135.5606,34.6786,135.5579,34.6763,1327913.259
135.5634,34.6786,135.5606,34.6763,1645909.139
135.5661,34.6786,135.5633,34.6763,2777477.776
135.5688,34.6786,135.566,34.6763,293636.4832
135.4188,34.6757,135.416,34.6734,1454635.331
135.4215,34.6757,135.4187,34.6735,10128129.4
135.4242,34.6757,135.4214,34.6735,21062865.88
135.4269,34.6757,135.4242,34.6735,25155893.24
135.4297,34.6758,135.4269,34.6735,24916262.15
135.4324,34.6758,135.4296,34.6735,21908995.43
135.4351,34.6758,135.4324,34.6735,11846479.05
135.4379,34.6758,135.4351,34.6735,15922289.86
135.4406,34.6758,135.4378,34.6736,24106868.91
135.4433,34.6758,135.4405,34.6736,18109736.11
135.446,34.6758,135.4433,34.6736,18591209.11
135.4488,34.6758,135.446,34.6736,15465672.9
135.4515,34.6759,135.4487,34.6736,25013880.25
135.4542,34.6759,135.4515,34.6736,19882566.62
135.457,34.6759,135.4542,34.6736,19948473.59
135.4597,34.6759,135.4569,34.6736,14224307.19
135.4624,34.6759,135.4596,34.6737,11206205.23
135.4651,34.6759,135.4624,34.6737,14809122.9
135.4679,34.6759,135.4651,34.6737,10379218.1
135.4706,34.6759,135.4678,34.6737,12798782.39
135.4733,34.676,135.4706,34.6737,18294337.17
135.4761,34.676,135.4733,34.6737,20223983.57
135.4788,34.676,135.476,34.6737,16274118.08
135.4815,34.676,135.4787,34.6737,7629877.858
135.4842,34.676,135.4815,34.6737,6046250.924
135.487,34.676,135.4842,34.6738,3342072.531
135.4897,34.676,135.4869,34.6738,4464214.81
135.4924,34.676,135.4897,34.6738,3293338.983
135.4952,34.676,135.4924,34.6738,3523593.724
135.4979,34.6761,135.4951,34.6738,2925866.202
135.5006,34.6761,135.4978,34.6738,2678761.858
135.5033,34.6761,135.5006,34.6738,3050148.444
135.5061,34.6761,135.5033,34.6738,3502169.095
135.5088,34.6761,135.506,34.6738,2566245.152
135.5115,34.6761,135.5088,34.6739,1127938.675
135.5143,34.6761,135.5115,34.6739,816758.6894
135.517,34.6761,135.5142,34.6739,566360.2619
135.5197,34.6761,135.5169,34.6739,556846.5255
135.5224,34.6762,135.5197,34.6739,359516.691
135.5252,34.6762,135.5224,34.6739,314983.605
135.5279,34.6762,135.5251,34.6739,600701.234
135.5306,34.6762,135.5279,34.6739,800061.6093
135.5334,34.6762,135.5306,34.6739,660218.6164
135.5361,34.6762,135.5333,34.674,469601.1388
135.5388,34.6762,135.536,34.674,257786.5818
135.5415,34.6762,135.5388,34.674,-231961.4256
135.5443,34.6762,135.5415,34.674,-330732.3336
135.547,34.6762,135.5442,34.674,143954.9208
135.5497,34.6763,135.547,34.674,263290.805
135.5525,34.6763,135.5497,34.674,305916.8299
135.5552,34.6763,135.5524,34.674,578740.3803
135.5579,34.6763,135.5551,34.674,607671.0924
135.5606,34.6763,135.5579,34.674,1201253.918
135.5634,34.6763,135.5606,34.6741,2426793.788
135.5661,34.6763,135.5633,34.6741,3917844.752
135.4133,34.6734,135.4105,34.6712,595801.2503
135.416,34.6734,135.4133,34.6712,6951785.356
135.4188,34.6734,135.416,34.6712,16093217.13
135.4215,34.6735,135.4187,34.6712,15941867.78
135.4242,34.6735,135.4215,34.6712,20230247.37
135.427,34.6735,135.4242,34.6712,14563145.94
135.4297,34.6735,135.4269,34.6712,7733481.235
135.4324,34.6735,135.4296,34.6713,490058.1593
135.4351,34.6735,135.4324,34.6713,19434635.37
135.4379,34.6735,135.4351,34.6713,24734319.77
135.4406,34.6736,135.4378,34.6713,23034138.12
135.4433,34.6736,135.4406,34.6713,17204637.7
135.4461,34.6736,135.4433,34.6713,18293458.14
135.4488,34.6736,135.446,34.6713,10815316.53
135.4515,34.6736,135.4487,34.6713,18017561.29
135.4542,34.6736,135.4515,34.6714,22469792.61
135.457,34.6736,135.4542,34.6714,11117551.64
135.4597,34.6736,135.4569,34.6714,5735003.952
135.4624,34.6737,135.4597,34.6714,9264218.608
135.4652,34.6737,135.4624,34.6714,12875611.8
135.4679,34.6737,135.4651,34.6714,15639608.95
135.4706,34.6737,135.4678,34.6714,16490384.68
135.4733,34.6737,135.4706,34.6714,16700856.61
135.4761,34.6737,135.4733,34.6715,15921381.12
135.4788,34.6737,135.476,34.6715,12433967.91
135.4815,34.6737,135.4788,34.6715,10008638.15
135.4843,34.6737,135.4815,34.6715,2740407.986
135.487,34.6738,135.4842,34.6715,2346797.238
135.4897,34.6738,135.4869,34.6715,3006434.03
135.4924,34.6738,135.4897,34.6715,2376459.382
135.4952,34.6738,135.4924,34.6715,2867287.246
135.4979,34.6738,135.4951,34.6715,2028287.439
135.5006,34.6738,135.4979,34.6716,2015164.23
135.5034,34.6738,135.5006,34.6716,2335925.189
135.5061,34.6738,135.5033,34.6716,2194141.764
135.5088,34.6738,135.506,34.6716,1524230.363
135.5115,34.6739,135.5088,34.6716,313329.0343
135.5143,34.6739,135.5115,34.6716,454521.7795
135.517,34.6739,135.5142,34.6716,381595.2243
135.5197,34.6739,135.517,34.6716,399787.6073
135.5225,34.6739,135.5197,34.6716,384369.3705
135.5252,34.6739,135.5224,34.6717,456526.6777
135.5279,34.6739,135.5251,34.6717,673647.6845
135.5306,34.6739,135.5279,34.6717,906928.0962
135.5334,34.6739,135.5306,34.6717,701778.6985
135.5361,34.674,135.5333,34.6717,456317.8652
135.5388,34.674,135.5361,34.6717,241391.7526
135.5416,34.674,135.5388,34.6717,-162267.5678
135.5443,34.674,135.5415,34.6717,-298169.0127
135.547,34.674,135.5442,34.6717,-51986.84733
135.5497,34.674,135.547,34.6718,90771.36879
135.5525,34.674,135.5497,34.6718,344761.7427
135.5552,34.674,135.5524,34.6718,700440.4232
135.5579,34.674,135.5552,34.6718,718051.2153
135.5607,34.674,135.5579,34.6718,1993189.107
135.5634,34.6741,135.5606,34.6718,4088043.344
135.5661,34.6741,135.5633,34.6718,4967932.23
135.4052,34.6711,135.4024,34.6689,919578.1159
135.4079,34.6711,135.4051,34.6689,4657623.936
135.4133,34.6712,135.4106,34.6689,1591616.537
135.4161,34.6712,135.4133,34.6689,14473805.09
135.4188,34.6712,135.416,34.6689,8518368.454
135.4215,34.6712,135.4187,34.669,3446276.867
135.4243,34.6712,135.4215,34.669,20866.82935
135.427,34.6712,135.4242,34.669,109589.6179
135.4297,34.6712,135.4269,34.669,7423934.928
135.4324,34.6713,135.4297,34.669,13704340.52
135.4352,34.6713,135.4324,34.669,13142839.08
135.4379,34.6713,135.4351,34.669,19314160.53
135.4406,34.6713,135.4378,34.669,20477386.36
135.4433,34.6713,135.4406,34.6691,22300927.72
135.4461,34.6713,135.4433,34.6691,20620644.41
135.4488,34.6713,135.446,34.6691,12680929.36
135.4515,34.6713,135.4488,34.6691,5151972.741
135.4543,34.6714,135.4515,34.6691,318972.0369
135.457,34.6714,135.4542,34.6691,1487786.641
135.4597,34.6714,135.4569,34.6691,11592532.07
135.4624,34.6714,135.4597,34.6691,14288334.49
135.4652,34.6714,135.4624,34.6692,9144652.48
135.4679,34.6714,135.4651,34.6692,18705873.79
135.4706,34.6714,135.4679,34.6692,18528156.76
135.4734,34.6714,135.4706,34.6692,14992011.85
135.4761,34.6715,135.4733,34.6692,13824349.2
135.4788,34.6715,135.476,34.6692,15108146.16
135.4815,34.6715,135.4788,34.6692,6705447.023
135.4843,34.6715,135.4815,34.6692,2855380.121
135.487,34.6715,135.4842,34.6692,3909149.461
135.4897,34.6715,135.487,34.6693,3265933.288
135.4925,34.6715,135.4897,34.6693,3129779.372
135.4952,34.6715,135.4924,34.6693,3521187.449
135.4979,34.6715,135.4951,34.6693,2453067.143
135.5006,34.6716,135.4979,34.6693,1593463.475
135.5034,34.6716,135.5006,34.6693,1219381.84
135.5061,34.6716,135.5033,34.6693,1126495.632
135.5088,34.6716,135.5061,34.6693,592326.6168
135.5116,34.6716,135.5088,34.6694,273537.016
135.5143,34.6716,135.5115,34.6694,272771.342
135.517,34.6716,135.5142,34.6694,297938.1747
135.5197,34.6716,135.517,34.6694,372744.6152
135.5225,34.6716,135.5197,34.6694,425078.6295
135.5252,34.6717,135.5224,34.6694,667836.6608
135.5279,34.6717,135.5252,34.6694,894266.8021
135.5307,34.6717,135.5279,34.6694,941786.476
135.5334,34.6717,135.5306,34.6694,507496.1756
135.5361,34.6717,135.5333,34.6694,939081.0621
135.5388,34.6717,135.5361,34.6695,551005.5848
135.5416,34.6717,135.5388,34.6695,-115849.2964
135.5443,34.6717,135.5415,34.6695,-210083.7614
